From	To
B7ZNA5_MOUSE	Phc3
D3YV59_MOUSE	Chrdl2
E9Q624_MOUSE	Zfp644
Q6GTY4_MOUSE	Sel1l
Q8C3Y6_MOUSE	Smad1
Q8R1D8_MOUSE	Diablo
Q8VEX0_MOUSE	Olfr726
I6UA94_MOUSE	Hils1
Q499X4_MOUSE	Vat1
Q59J92_MOUSE	Wbscr17
Q62056_MOUSE	Psg17
Q8R002_MOUSE	C1qtnf5
Q8VG22_MOUSE	Olfr556
Q8VG48_MOUSE	Olfr196
Q8VH04_MOUSE	Olfr552
B2RR82_MOUSE	Itsn2
D3Z0J6_MOUSE	Mcm7
Q4VAB2_MOUSE	Gpn1
Q545B6_MOUSE	Stmn1
Q58E70_MOUSE	Tpm3
Q6NZM8_MOUSE	Papss1
Q80ZM2_MOUSE	Oc90
Q9CWY6_MOUSE	Rbpms2
Q9D264_MOUSE	9230104L09Rik
Q9EQ83_MOUSE	Sgcg
B9EHJ3_MOUSE	Tjp1
G5E8Z7_MOUSE	Vmn2r75
Q3UX44_MOUSE	Zp2
Q5DTI2_MOUSE	Atp2a2
Q6ZQ61_MOUSE	Matr3
Q70LV4_MOUSE	Defa-rs2
Q7TQS6_MOUSE	Olfr1406
Q8CA25_MOUSE	March2
Q8CDE8_MOUSE	Spdye4b
A0A0B6VQS1_MOUSE	Mc1r
Q3UKQ7_MOUSE	Irf9
Q3UU21_MOUSE	Gm7534
Q6UKZ2_MOUSE	Serpinb3b
Q7TQY6_MOUSE	Olfr1281
Q8C788_MOUSE	Snx18
Q8VFG9_MOUSE	Olfr1364
Q9D0E8_MOUSE	Csnk2a1
Q9D2Q7_MOUSE	Uqcrh
A0A075B6A1_MOUSE	Trav14n-1
A2AQ53_MOUSE	Fbn1
Q0P645_MOUSE	Myo3b
Q1LZI5_MOUSE	Gm2933
Q3THH1_MOUSE	Pdia6
Q5SWK5_MOUSE	Ebf1
Q8BMG0_MOUSE	Idua
Q9QXI7_MOUSE	Pde4b
A0A0R4J0P7_MOUSE	Slc22a18
A2AWT6_MOUSE	Ubtf
A2RS58_MOUSE	Crkl
A3KCG3_MOUSE	Orai3
A6ZI46_MOUSE	Aldoart1
A7MCU1_MOUSE	Ankrd55
B1ARL3_MOUSE	Olfr59
B1AZR0_MOUSE	Klhl4
D3YTZ6_MOUSE	Slc7a12
D3YW94_MOUSE	Sumo2
D3Z357_MOUSE	Whsc1l1
D3Z4D9_MOUSE	C2cd3
D6RCY6_MOUSE	Setd3
E9Q2S7_MOUSE	Zfp266
E9QP13_MOUSE	Gadl1
G3UWC2_MOUSE	Naalad2
G3UWD2_MOUSE	Runx1
G3XA18_MOUSE	Naaa
H7BX94_MOUSE	Knop1
I7HIQ0_MOUSE	Dnase1l1
J3KML6_MOUSE	Gm20830
J3QPJ2_MOUSE	Gm20821
J3QQ25_MOUSE	Gm3269
Q05C74_MOUSE	Gtf2a2
Q3TJI7_MOUSE	Yes1
Q3U3X2_MOUSE	Mxi1
Q3UF22_MOUSE	Gm4924
Q3UP84_MOUSE	Mafk
Q4FJY3_MOUSE	Tgoln1
Q542F2_MOUSE	Hyal2
Q545T4_MOUSE	Id2
Q5ERJ2_MOUSE	Crhr2
Q6DR99_MOUSE	Nrg1
Q7TMG8_MOUSE	Gbas
Q7TQY7_MOUSE	Olfr1279
Q7TRE0_MOUSE	Olfr885
Q7TRR2_MOUSE	Olfr598
Q85ZW7_MOUSE	H2-M10.5
Q8BJ21_MOUSE	Zfp78
Q8VF29_MOUSE	Olfr1284
Q8VHH8_MOUSE	Il25
Q9D5T2_MOUSE	4921524L21Rik
Q9EPF8_MOUSE	Olfr706
A0A087WQI4_MOUSE	Lrrc28
A0A0N4SW95_MOUSE	Nlrp14
A0A0U1RNM0_MOUSE	Apobr
A0A0U1RPB1_MOUSE	Opa3
A0A0U3BHS7_MOUSE	COI
A1A544_MOUSE	Rwdd3
A2A8C4_MOUSE	Gm13040
A2ART2_MOUSE	Gm4245
A2BFZ7_MOUSE	Gm21681
A2RSB9_MOUSE	Upk1a
A2RTH0_MOUSE	Cxcl1
B2RRA8_MOUSE	Zfp114
B2RWW4_MOUSE	Stk-ps2
D3YWT5_MOUSE	Cabp5
F6YRW4_MOUSE	Kdm2a
G5E8B6_MOUSE	Kirrel3
H3BK01_MOUSE	Taf6l
J3QJV7_MOUSE	Rabep1
K3W4Q8_MOUSE	Bsg
O08806_MOUSE	Serpinb9e
Q0VBE5_MOUSE	Ghsr
Q3MI15_MOUSE	Kcnj5
Q3TJN3_MOUSE	Ctsd
Q3TXU4_MOUSE	Apoe
Q3U3G2_MOUSE	Rnf126
Q3U4F1_MOUSE	Ptgir
Q3UC82_MOUSE	Lig3
Q3UCW0_MOUSE	Tsg101
Q3URC5_MOUSE	Gjb6
Q3UU43_MOUSE	Chpf2
Q3UU47_MOUSE	Agrp
Q3UZ24_MOUSE	Apol7e
Q3UZR8_MOUSE	Eif2b1
Q3V1Q3_MOUSE	Adcy2
Q3V440_MOUSE	Tmed5
Q3ZB32_MOUSE	Hrh2
Q499L1_MOUSE	Mt4
Q4FZJ6_MOUSE	Wfdc2
Q4VBE6_MOUSE	Amigo2
Q5M9M4_MOUSE	Rps15a
Q5SVX3_MOUSE	Ddx56
Q6JEK6_MOUSE	Pfn4
Q6NXZ5_MOUSE	Arl5b
Q7TRG8_MOUSE	Olfr834
Q80XU5_MOUSE	C2cd4b
Q80YP4_MOUSE	Gucy1b3
Q811L7_MOUSE	Hnrnph1
Q8BKQ3_MOUSE	Spock1
Q8BM11_MOUSE	Tgm6
Q8BN51_MOUSE	Tk2
Q8BPB7_MOUSE	Mettl20
Q8C5X1_MOUSE	4931406P16Rik
Q8CAH4_MOUSE	Usp29
Q8CGP4_MOUSE	Hist1h2aa
Q8K1T6_MOUSE	Ly6g6e
Q8VC29_MOUSE	Zfp709
Q8VF27_MOUSE	Olfr654
Q8VFG1_MOUSE	Olfr1170
Q922M1_MOUSE	Pola2
Q9D8U0_MOUSE	Ifrd2
Q9DAY8_MOUSE	Prl7d1
A0A0R4IZX3_MOUSE	Med6
A0A0R4J054_MOUSE	4921501E09Rik
A0A0R4J2B1_MOUSE	Nat6
A2A8T1_MOUSE	Cyp4a32
B2RRZ7_MOUSE	Tradd
B2RS36_MOUSE	Acd
B2RVX0_MOUSE	Lrrc30
B7ZMT1_MOUSE	Cdk19
D3YX67_MOUSE	1700017N19Rik
F8VPU9_MOUSE	Prp2
G3UWE1_MOUSE	Tecr
G3X8W1_MOUSE	Mroh4
G3X995_MOUSE	Col9a1
G5E8W5_MOUSE	Gm5916
M0QWR4_MOUSE	Gm21312
Q18PG5_MOUSE	Slamf6
Q3TXW4_MOUSE	Zbtb22
Q3U0E8_MOUSE	Grap2
Q3UQ76_MOUSE	Wfdc1
Q3UZJ0_MOUSE	E2f3
Q3V0S8_MOUSE	1700012B07Rik
Q497T6_MOUSE	Commd2
Q4FJM1_MOUSE	Fcna
Q541Z2_MOUSE	Fnta
Q544C8_MOUSE	Il7
Q546L9_MOUSE	Cryaa
Q5SVY2_MOUSE	Ppia
Q6AXH6_MOUSE	Abi2
Q78PE0_MOUSE	Xlr3a
Q7JCZ3_MOUSE	mt-Cytb
Q7TMC8_MOUSE	Fuk
Q80T54_MOUSE	Pgr15l
Q8BU62_MOUSE	Atp10d
Q8C2Y5_MOUSE	Fbxw14
Q8CAG6_MOUSE	Plek
Q9DBA5_MOUSE	Cpsf4l
Q9JHE9_MOUSE	Tssc4
A0A087WNP5_MOUSE	Gm4767
A0A0A0MQA4_MOUSE	Gm10024
A0A0R4J0Q7_MOUSE	Lingo4
A0JNS2_MOUSE	Igdcc4
A2A4Q3_MOUSE	Rnd2
A2CF85_MOUSE	Alox12
A2RTI3_MOUSE	Lgmn
A3KPD0_MOUSE	Hist1h2ah
A6NAS3_MOUSE	Gm3173
A6ZI44_MOUSE	Aldoa
B2RRE2_MOUSE	Myo18a
B2RT54_MOUSE	Apol7a
B2RTB6_MOUSE	Krt86
B2RVQ1_MOUSE	Tmem147
B2RXV6_MOUSE	Adgrd1
B4YB48_MOUSE	Dlk1
B7FAU3_MOUSE	Atp6ap1
B7ZN14_MOUSE	Rbm4
D6RGS6_MOUSE	Pdgfc
E9PUE1_MOUSE	R3hcc1
E9Q5G9_MOUSE	Olfr1354
G3UYR4_MOUSE	Serpinb10
G3UYU9_MOUSE	Znrf1
G3X967_MOUSE	Plk5
G5E846_MOUSE	Prph
G5E887_MOUSE	Lca5
G5E891_MOUSE	Pdgfa
G5E8N7_MOUSE	Pnkp
G5E911_MOUSE	Fam3c
H3BLI9_MOUSE	Tsc22d1
M0QW88_MOUSE	Prmt2
O70518_MOUSE	Tcstv3
Q0VB29_MOUSE	Olfr1180
Q148Q4_MOUSE	Dhrs9
Q149Y8_MOUSE	Tff1
Q14B21_MOUSE	Mrpl9
Q14DL2_MOUSE	Slco6d1
Q3TBW9_MOUSE	Dcps
Q3TEP6_MOUSE	Klhl15
Q3TGL4_MOUSE	Fbln2
Q3TI69_MOUSE	Apobec3
Q3TPL8_MOUSE	Slc2a3
Q3TWW0_MOUSE	Cyp24a1
Q3U1Q3_MOUSE	Runx3
Q3UD06_MOUSE	Atp5c1
Q3UG55_MOUSE	Uros
Q3UJE9_MOUSE	Gjb2
Q3UNV4_MOUSE	Cyp2j13
Q3UPA1_MOUSE	Gna11
Q3UZZ3_MOUSE	Ick
Q3V0N8_MOUSE	Slc12a6
Q3YAA9_MOUSE	Kcnip3
Q4KL48_MOUSE	EG667283
Q52L87_MOUSE	Tuba1c
Q52PG7_MOUSE	H2-Q9
Q53ZU3_MOUSE	Ms4a3
Q543T1_MOUSE	Ptgs1
Q544F0_MOUSE	Mgat1
Q548W7_MOUSE	Dbi
Q5I0W6_MOUSE	Mettl7a2
Q5J7N1_MOUSE	Kras
Q5T1H3_MOUSE	Mboat1
Q7TR67_MOUSE	Olfr1080
Q7TRX7_MOUSE	Olfr389
Q80ZL4_MOUSE	Map2
Q8BGV5_MOUSE	Zfp128
Q8BP43_MOUSE	Tpm1
Q8BRR9_MOUSE	Pde1a
Q8BUN9_MOUSE	Slc24a2
Q8C0M5_MOUSE	Susd6
Q8CBB7_MOUSE	Ap1g1
Q8JZN2_MOUSE	Csde1
Q8VFJ5_MOUSE	Olfr830
Q8VFM1_MOUSE	Olfr1100
Q8VFY0_MOUSE	Olfr398
Q8VGQ6_MOUSE	Olfr195
Q91V89_MOUSE	Ppp2r5d
Q91XX8_MOUSE	Pcdhgb1
Q91XZ6_MOUSE	Pcdhb4
Q920S1_MOUSE	Gzmn
Q99PA7_MOUSE	4930550L24Rik
Q9D104_MOUSE	Srp19
Q9D6I0_MOUSE	Cxx1c
Q9Z0I5_MOUSE	Slfn3
A0A087WPA9_MOUSE	Scgb2b18
A0A0A0MQ78_MOUSE	Asb1
A0A0R4J1P7_MOUSE	Elovl2
B2RPX1_MOUSE	Iqcd
B2RXU5_MOUSE	Zfp365
B9EIX8_MOUSE	Hbq1b
D3YVR9_MOUSE	1110004F10Rik
Q0VEM9_MOUSE	Muc15
Q0VF55_MOUSE	Atp2b3
Q149B4_MOUSE	Zfp287
Q3TBH5_MOUSE	Sh3tc1
Q3TI05_MOUSE	Cct6a
Q3TZY4_MOUSE	Tmcc2
Q497I8_MOUSE	Cox16
Q4FZH7_MOUSE	Erh
Q4JFM6_MOUSE	ND5
Q542Q1_MOUSE	Casp14
Q71F55_MOUSE	Tnfrsf14
Q78LX5_MOUSE	Olfr655
Q7TMY0_MOUSE	Rhoj
Q7TR46_MOUSE	Olfr1129
Q7TRD0_MOUSE	Olfr902
Q80VR5_MOUSE	Apaf1
Q8BGJ5_MOUSE	Ptbp1
Q8C0W0_MOUSE	Tmsb15l
Q8JZZ5_MOUSE	Pitpnb
Q91Y31_MOUSE	Xpnpep2
Q9D6T8_MOUSE	2310057N15Rik
Q9QZ17_MOUSE	or6
S4R2G1_MOUSE	Scgb2b17
A0A0U1RQ91_MOUSE	Ino80e
A2AL22_MOUSE	Elf5
B2RSN6_MOUSE	Rcor3
B7ZNG3_MOUSE	Cfap70
C0H5Y0_MOUSE	Asb7
E9PYN1_MOUSE	Cadm1
Q05A81_MOUSE	Il5ra
Q0PD38_MOUSE	Rab18
Q0VDX9_MOUSE	Olfr373
Q32MT6_MOUSE	Slc26a5
Q3KP78_MOUSE	Mcoln3
Q3TBG9_MOUSE	Hk3
Q3TLQ5_MOUSE	Chmp4c
Q3TRB6_MOUSE	Nos1ap
Q3TYY6_MOUSE	Epb42
Q3U304_MOUSE	Pdcd1lg2
Q3UR63_MOUSE	Pbx2
Q3UUT0_MOUSE	Eif4e2
Q3UZW0_MOUSE	Zfp287
Q544U5_MOUSE	Entpd1
Q5R1I0_MOUSE	Trav6d-4
Q6AXE3_MOUSE	Abca3
Q7TR31_MOUSE	Olfr1158
Q7TRC5_MOUSE	Olfr912
Q7TRQ7_MOUSE	Olfr619
Q7TRU9_MOUSE	Olfr487
Q8C235_MOUSE	Zfp106
Q8VDF0_MOUSE	B4galnt1
Q8VF88_MOUSE	Olfr694
Q924I1_MOUSE	Mepe
Q9D2K3_MOUSE	Rictor
Q9Z256_MOUSE	P2rx4
A3KMJ7_MOUSE	Trim47
B2RSV7_MOUSE	Fgd6
B2RXA2_MOUSE	Ttc30b
F8WID3_MOUSE	Myc
G3X9B4_MOUSE	4933408B17Rik
G5E894_MOUSE	Slc17a3
Q3TQC3_MOUSE	Zscan22
Q3TYC1_MOUSE	Pnck
Q3UPL7_MOUSE	Lsm10
Q5F2A4_MOUSE	Tnfsf13
Q7TRU0_MOUSE	Olfr524
Q8BHC3_MOUSE	Flg
Q8BLM5_MOUSE	Tmed9
Q8CAI4_MOUSE	Saxo2
Q9WVD9_MOUSE	Olfr67
A1L3S7_MOUSE	Gatad2b
A2AM57_MOUSE	Invs
A2RSK4_MOUSE	Myf5
B2RQI4_MOUSE	Slc24a4
B2RSI0_MOUSE	Arhgap31
E9PYI0_MOUSE	Adgrf4
G5E919_MOUSE	Ube2m
Q0VBR8_MOUSE	Gas7
Q3U2D1_MOUSE	Plaur
Q3UAG2_MOUSE	Pgd
Q3V2F3_MOUSE	Ccl25
Q7TRP8_MOUSE	Olfr656
Q80XK2_MOUSE	Brpf1
Q8VGP4_MOUSE	Olfr38
Q9WUZ6_MOUSE	Ccl17
A1KR23_MOUSE	Glrb
A2AKN8_MOUSE	Mup8
A2AQ52_MOUSE	Slc12a1
A2ATG2_MOUSE	Gm13762
A2ATI9_MOUSE	Gorasp2
A2AWQ9_MOUSE	Scrn3
A7VJD3_MOUSE	Ltb4r1
B2CZK6_MOUSE	Laptm4b
B2RXE2_MOUSE	Slc9a5
C7IVS7_MOUSE	Cacnb2
D3Z6Y3_MOUSE	Hnrnph3
E9PVD9_MOUSE	Slco5a1
G3UVU9_MOUSE	Jmjd6
G3UWE9_MOUSE	Mcph1
G3X8W3_MOUSE	P2rx6
G3X8Y7_MOUSE	Slc27a3
G3X928_MOUSE	Sec23ip
G3X9Y9_MOUSE	Myo5b
G5E876_MOUSE	Herc3
G5E8J0_MOUSE	Notch2
J3QM75_MOUSE	Scgb2b19
K7N5T5_MOUSE	Olfr190
Q076U5_MOUSE	Tex101
Q08EK4_MOUSE	Krt77
Q0PD21_MOUSE	Rab33b
Q1L2D8_MOUSE	Eda
Q3TA40_MOUSE	6430548M08Rik
Q3TET1_MOUSE	Kif3a
Q3TQ88_MOUSE	Ceacam19
Q3U925_MOUSE	Cfb
Q3U9X2_MOUSE	Lsm2
Q3ULL5_MOUSE	Eif2s2
Q4V9R2_MOUSE	Mrgpre
Q52L50_MOUSE	Rap1b
Q540I4_MOUSE	Flot1
Q543W6_MOUSE	Chek2
Q544S6_MOUSE	Cyp39a1
Q549D0_MOUSE	Cd63
Q5FW82_MOUSE	Ifit3
Q5M8R5_MOUSE	Gm20852
Q6PAQ8_MOUSE	Tead1
Q7TQD7_MOUSE	Myo1b
Q7TRM4_MOUSE	Olfr735
Q80V29_MOUSE	Ap5s1
Q8BFQ1_MOUSE	Psap
Q8BRB0_MOUSE	Cog6
Q8C084_MOUSE	Snx22
Q8CG95_MOUSE	Zmym3
Q8K196_MOUSE	Rnase2a
Q8R257_MOUSE	Vmn1r216
Q8VGB4_MOUSE	Olfr985
Q8VGB9_MOUSE	Olfr161
Q8VGJ7_MOUSE	Olfr346
Q8VGM9_MOUSE	Olfr1228
Q9QXI6_MOUSE	Slc5a1
A2ACT7_MOUSE	Col9a3
A2RS90_MOUSE	Nanog
B2RPW6_MOUSE	Smad7
G5E8G1_MOUSE	Vmn1r12
H8ZX67_MOUSE	Sry
Q3TER9_MOUSE	Brip1
Q3TF41_MOUSE	Nap1l1
Q3TGU7_MOUSE	Pa2g4
Q3TS44_MOUSE	Psma1
Q3TYU0_MOUSE	Lipc
Q3U4A2_MOUSE	Olfr433
Q3UKA7_MOUSE	Clk1
Q3UQZ5_MOUSE	Ppef1
Q3UUP8_MOUSE	Npvf
Q4FJL8_MOUSE	Cd38
Q544L2_MOUSE	Tyms
Q569M7_MOUSE	Cryaa
Q5SVI6_MOUSE	Gck
Q61719_MOUSE	Ifnab
Q6NZJ3_MOUSE	Zfp870
Q6PDN4_MOUSE	Stab1
Q7TS44_MOUSE	Olfr192
Q80SX9_MOUSE	Kidins220
Q80VN4_MOUSE	Zfp729b
Q8BG20_MOUSE	Dph5
Q8K1A4_MOUSE	Ppp2r3d
Q8VFK0_MOUSE	Olfr1015
Q8VH22_MOUSE	Olfr623
Q9CQE4_MOUSE	Reg3a
Q9D2H1_MOUSE	Cox7b2
U5LGS1_MOUSE	Camsap3
A0A0R4J250_MOUSE	Ei24
A0A0U1RPC2_MOUSE	Exosc5
A2BG77_MOUSE	Nfib
B2RQ45_MOUSE	Slc39a13
B2RX47_MOUSE	4930433I11Rik
B9EJX5_MOUSE	Taf2
D3YYB0_MOUSE	Rps27l
G3X941_MOUSE	9130019O22Rik
G9M4M6_MOUSE	Atg16l1
Q0Q237_MOUSE	Gm1110
Q2TJH9_MOUSE	Pcdh11x
Q3SXH3_MOUSE	Sva
Q3TB95_MOUSE	Man2b1
Q3TDU5_MOUSE	Mfge8
Q3TLN1_MOUSE	Pex12
Q3TRH2_MOUSE	Psmd12
Q3TTN6_MOUSE	1700010I14Rik
Q4FJM5_MOUSE	Rhob
Q4VAB0_MOUSE	Gpatch3
Q7TRW3_MOUSE	Olfr426
Q8BPW9_MOUSE	Dnpep
Q8C4F4_MOUSE	Bace1
Q8CCR6_MOUSE	Etv1
Q8K1J0_MOUSE	Trps1
Q8K2A4_MOUSE	Zfp87
Q8VFN5_MOUSE	Olfr229
Q8VGA3_MOUSE	Olfr1107
Q91YZ8_MOUSE	Pabpc4
Q923Q6_MOUSE	Olfr116
Q99JB5_MOUSE	Psmd8
Q9JLI0_MOUSE	Akr1c12
A0A0U1RNP1_MOUSE	Hddc3
A0A0U1RQ74_MOUSE	Map3k10
A2AV10_MOUSE	Olfr1188
B2RRY8_MOUSE	Hpcal4
D3YUA5_MOUSE	Fbxw7
D3YZG3_MOUSE	Gm16442
F6TTJ9_MOUSE	Tead3
G3X988_MOUSE	Ssc4d
L0MX76_MOUSE	Hyal4
Q0PD67_MOUSE	Rab1a
Q14A95_MOUSE	Rbm7
Q59IX1_MOUSE	Orc2
Q5NBZ3_MOUSE	Drg1
Q6S9I2_MOUSE	Kng2
Q8VGW1_MOUSE	Olfr649
Q99L59_MOUSE	Xlr3a
W4VSQ0_MOUSE	Ank3
A0A0N4SVQ1_MOUSE	Ndufa4
A0A0R4J0R1_MOUSE	Vamp8
B2RQ11_MOUSE	Lin52
B9EHG2_MOUSE	Olfr1496
B9EJP6_MOUSE	Lce1f
D3Z6F5_MOUSE	Atp5a1
G3X931_MOUSE	Vmn2r65
G3X9G2_MOUSE	Mink1
G5E8T6_MOUSE	Magi3
Q0VBD7_MOUSE	Bdkrb1
Q149G3_MOUSE	Slc16a7
Q14B74_MOUSE	Adamtsl1
Q20BD0_MOUSE	Hnrnpab
Q3LFS9_MOUSE	Ceacam1
Q3TE80_MOUSE	2410002F23Rik
Q3TK95_MOUSE	Eif4e
Q3TQV3_MOUSE	Crk
Q3U1J5_MOUSE	Cxcl2
Q3URZ4_MOUSE	Nkx2-2
Q497M6_MOUSE	Bcl2a1b
Q4FJX6_MOUSE	Snx10
Q4KL05_MOUSE	Gm10488
Q542R8_MOUSE	Gnaz
Q544B3_MOUSE	Fli1
Q545V2_MOUSE	S100a4
Q58DZ5_MOUSE	Mrps33
Q58E35_MOUSE	Rplp1
Q6NVH0_MOUSE	Tvp23a
Q6P8J0_MOUSE	Acsm5
Q6W9L1_MOUSE	H2-M2
Q7TQQ4_MOUSE	Olfr1496
Q8BML9_MOUSE	Qars
Q8BUH2_MOUSE	Nme7
Q8BV14_MOUSE	Ankrd55
Q8BY83_MOUSE	Izumo1r
Q8CFN8_MOUSE	Pim1
Q8R2C9_MOUSE	Vmn1r28
Q8VGL5_MOUSE	Olfr525
Q8VHT5_MOUSE	E2f6
A0A0G2JEM0_MOUSE	Trav3n-3
A2AKN9_MOUSE	Mup4
A2AVB0_MOUSE	Olfr1098
A6H643_MOUSE	Mos
B1AVF4_MOUSE	Mid2
B1AZQ8_MOUSE	Cldn34b1
B2RS09_MOUSE	Brd2
B2RSG4_MOUSE	Prr7
B2RT14_MOUSE	Ugt1a5
B9EHK9_MOUSE	Hacd1
D3Z6M7_MOUSE	Sult2a4
E5D8G1_MOUSE	Galntl6
E9Q4E2_MOUSE	Sncaip
F8VQM8_MOUSE	Xntrpc
G3UYE7_MOUSE	Zic4
Q0VBM1_MOUSE	Zfp956
Q0VBT9_MOUSE	Ush1g
Q3LFS8_MOUSE	Ceacam1
Q3TJ55_MOUSE	Stx2
Q3TP97_MOUSE	Tars2
Q3TSV7_MOUSE	Cd4
Q3U1W7_MOUSE	Notch2
Q3U3F7_MOUSE	Tnfrsf23
Q3U9V1_MOUSE	St13
Q3UI46_MOUSE	Nedd8
Q3URN6_MOUSE	Psg29
Q3V1S6_MOUSE	Muc13
Q4FK39_MOUSE	Isg20
Q4FZK4_MOUSE	Ddb2
Q4VAF4_MOUSE	Gchfr
Q545T2_MOUSE	Ly6g6c
Q54AA2_MOUSE	Pycard
Q54AE3_MOUSE	Gnb3
Q569N5_MOUSE	Lhx1
Q6W3E0_MOUSE	Calm5
Q7TQD5_MOUSE	Cpt1a
Q7TRM6_MOUSE	Olfr728
Q80UI7_MOUSE	Clec4a1
Q80Y51_MOUSE	Elavl2
Q8C1C2_MOUSE	Gfm2
Q8VFT4_MOUSE	Olfr734
Q99LD7_MOUSE	Mkrn1
Q9CXS2_MOUSE	Rab3c
Q9D5V1_MOUSE	Actl11
A2RT05_MOUSE	Lass1
B2RX77_MOUSE	Polr3c
B7ZP49_MOUSE	Zpbp
B8JK56_MOUSE	Adcy3
O55177_MOUSE	Bcl2a1b
Q05A65_MOUSE	Defb38
Q14C26_MOUSE	Emc7
Q2TB46_MOUSE	Rcvrn
Q3MIA8_MOUSE	Gps1
Q3U1X9_MOUSE	Adcy7
Q3UAE6_MOUSE	Rtca
Q3UKZ9_MOUSE	Ash2l
Q3V185_MOUSE	BC147527
Q4FK25_MOUSE	Psmb9
Q4KXB6_MOUSE	Wfdc5
Q544E0_MOUSE	Edn1
Q5EBP9_MOUSE	Trim28
Q7JCZ0_MOUSE	mt-Atp8
Q7TR86_MOUSE	Olfr1034
Q7TRE5_MOUSE	Olfr875
Q7TRW5_MOUSE	Olfr417
Q7TS09_MOUSE	Olfr294
Q8BWC5_MOUSE	Efr3a
Q8C782_MOUSE	Kcnh7
Q8VD29_MOUSE	Slc24a3
Q8VF30_MOUSE	Olfr461
Q8VF77_MOUSE	Olfr996
Q8VGR5_MOUSE	Olfr394
A1BN54_MOUSE	Actn1
A2A6Z6_MOUSE	Prrg4
A2AC19_MOUSE	Suv39h1
A2AFM0_MOUSE	Alas2
A2RS47_MOUSE	Kctd6
A3KN63_MOUSE	4933402N22Rik
A8R0U9_MOUSE	Esp16
B1AU64_MOUSE	Rs1
B2KF06_MOUSE	Pnpla1
B2RSR0_MOUSE	Cyp4v3
B2RVH1_MOUSE	Cenpw
D6RE55_MOUSE	Slx1b
D6RG88_MOUSE	Tmem234
E0CZ26_MOUSE	Kctd18
E9Q3K2_MOUSE	Olfr31
G5E8T0_MOUSE	Dnajc5
J3KMI7_MOUSE	Gm20822
Q0VFY0_MOUSE	Zfp72
Q3UCC5_MOUSE	Pcnp
Q3UDD3_MOUSE	Poldip3
Q3UPQ8_MOUSE	Zhx3
Q3USP9_MOUSE	Mt3
Q3UUU1_MOUSE	Col11a2
Q4FK35_MOUSE	Cd37
Q4FZE6_MOUSE	Rps7
Q543J4_MOUSE	Thrsp
Q545D8_MOUSE	Prg2
Q545P4_MOUSE	Tnfrsf1b
Q59IW5_MOUSE	Abi3bp
Q5BKP3_MOUSE	Bcl6b
Q5I0U6_MOUSE	Saa1
Q6DIC6_MOUSE	Tro
Q6GTN1_MOUSE	Dnajc4
Q6RI65_MOUSE	Tbp
Q8BGX6_MOUSE	Polq
Q8BM98_MOUSE	Zfp385b
Q8HWE7_MOUSE	Mill1
Q8VGT6_MOUSE	Olfr1125
Q91XZ7_MOUSE	Pcdhb3
Q9CY80_MOUSE	Prrx2
Q9R0K2_MOUSE	Olfr1264
W4VSP2_MOUSE	Vmn2r25
W4VSP4_MOUSE	Serpinb6c
B1AQ78_MOUSE	Krt19
B2RX15_MOUSE	Ankib1
Q3UBB6_MOUSE	Nolc1
Q505F4_MOUSE	Zfp280b
Q5R1D7_MOUSE	TRAV11
Q64306_MOUSE	Prpmp5
Q7TRE4_MOUSE	Olfr876
Q7TRT4_MOUSE	Olfr46
Q8BHH0_MOUSE	C130060K24Rik
Q9CV76_MOUSE	Klk12
A0A075B614_MOUSE	Trav3d-3
A0A0G2JE56_MOUSE	Zfp655
A0A0R4J1E2_MOUSE	Eef1d
A0JNW8_MOUSE	H2-Ob
B1AVH4_MOUSE	Coro2a
B1AWN6_MOUSE	Scn2a1
B1AY64_MOUSE	Cypt3
B2RPX9_MOUSE	Zfp770
B2RQN5_MOUSE	1700123I01Rik
B2RR33_MOUSE	Tnfsf15
B2RRQ1_MOUSE	Asic2
B2RSR5_MOUSE	Azin2
B7ZNC8_MOUSE	Pax4
B7ZNL8_MOUSE	Pus7
B7ZP08_MOUSE	Arid3c
D3Z7K9_MOUSE	Camk2a
E0CY38_MOUSE	Ubl5
E9QJT6_MOUSE	Papd5
G3UVV7_MOUSE	Cdc7
G3X9L6_MOUSE	Gm10250
G3X9V8_MOUSE	Serpinb3a
G5E8W8_MOUSE	Zfp185
G5E902_MOUSE	Slc25a3
Q14BI1_MOUSE	Slc24a2
Q1HL22_MOUSE	Sorcs3
Q2VPD6_MOUSE	Olfr1308
Q3TTF6_MOUSE	Ppp2r1b
Q3TVP0_MOUSE	mCG_120563
Q3U1L0_MOUSE	Hmg20b
Q3U607_MOUSE	Casp8
Q3UC81_MOUSE	Lpl
Q3UDC3_MOUSE	Tom1
Q3V3K3_MOUSE	Taok3
Q3ZB30_MOUSE	Hrh2
Q496X4_MOUSE	Olfr975
Q542T3_MOUSE	Irf7
Q5QHR8_MOUSE	Pea15b
Q5SS12_MOUSE	Stc2
Q6LC96_MOUSE	Rxra
Q7M708_MOUSE	Tas2r131
Q8K020_MOUSE	Lrrc29
Q8R1M4_MOUSE	Cd7
Q8VC91_MOUSE	Ikbkg
Q8VFC0_MOUSE	Olfr203
Q8VFM3_MOUSE	Olfr695
Q8VGD8_MOUSE	Olfr30
Q8VGW2_MOUSE	Olfr646
Q9D149_MOUSE	Lce1b
Q9EPF7_MOUSE	Olfr705
