From	To
Q8C427_MOUSE	Gm5087
Q8IWX3_MOUSE	Dbpht2
Q3U217_MOUSE	P2ry2
Q3UEY5_MOUSE	Crxos
Q3UIV7_MOUSE	Trap1a
Q9D4M5_MOUSE	4931400O07Rik
B7ZCB1_MOUSE	Zfp322a
Q3TGP5_MOUSE	Ifih1
Q3TWC7_MOUSE	Gpnmb
Q3UY85_MOUSE	Gm10754
Q8C864_MOUSE	Gm9936
Q8CEJ6_MOUSE	Csn1s2b
B9EJU4_MOUSE	Ccdc7b
G3UZH0_MOUSE	Magohb
Q3TBE9_MOUSE	Dfna5
Q542Q5_MOUSE	Nrep
Q9CQQ3_MOUSE	Ankrd12
Q9D488_MOUSE	4933406P04Rik
G3UYC7_MOUSE	Mterf3
Q8C620_MOUSE	Gm5922
B2RRA7_MOUSE	Acp7
E0CY71_MOUSE	Nwd1
Q05BE0_MOUSE	Zc4h2
Q0P521_MOUSE	1700013D24Rik
Q8C260_MOUSE	Mfsd7a
E3WH32_MOUSE	Swi5
Q5FWA2_MOUSE	Tcp11
Q80XN6_MOUSE	Fbxw9
Q8BME2_MOUSE	Ndufa12
Q9D2E5_MOUSE	4930581F22Rik
Q8C8Y3_MOUSE	A930002H24Rik
E9PZR4_MOUSE	Rgs1
G3UZN2_MOUSE	Duxbl3
Q3U4F0_MOUSE	Sfxn3
Q8BTN3_MOUSE	Tango2
J3QNW2_MOUSE	1700003H04Rik
Q3TYG3_MOUSE	Ccdc13
Q8C0S5_MOUSE	Clip1
Q8CEM4_MOUSE	Gata5os
Q9D3T1_MOUSE	4933436I01Rik
B1AS97_MOUSE	Phc2
C0KL25_MOUSE	Miip
D3Z219_MOUSE	Tfeb
E0CYF6_MOUSE	AW554918
E0CYZ1_MOUSE	Slc35c2
Q3UBB2_MOUSE	Vps36
Q8BY43_MOUSE	Arpp21
A2VDF9_MOUSE	Glis3
G3UWA1_MOUSE	Ccdc125
Q3LIG2_MOUSE	Ppargc1a
Q9DA18_MOUSE	Tsc22d4
A2AQ35_MOUSE	Usp20
G3UYJ4_MOUSE	Nnat
Q8K192_MOUSE	BC027582
Q1HCM7_MOUSE	Atp8a1
Q80UX3_MOUSE	Osbpl3
Q8BS47_MOUSE	9430097D07Rik
Q9D8U9_MOUSE	1810032O08Rik
A0A0G2JDM3_MOUSE	Myl3
E0CY46_MOUSE	Ipo9
G4WMX5_MOUSE	Klrb1a
Q3TMS7_MOUSE	Gm5431
Q9DAF1_MOUSE	1700012A03Rik
B5B2U4_MOUSE	Nfatc3
Q810Q2_MOUSE	1700016H13Rik
Q8VCL4_MOUSE	Zfp451
B1B0V2_MOUSE	AU022751
Q3U6J0_MOUSE	AW112010
Q50H70_MOUSE	Aqp4
Q8BL23_MOUSE	B430203G13Rik
Q8CCL0_MOUSE	AA388235
Q8R2A6_MOUSE	V1re4
Q8R2V6_MOUSE	Zfp280d
Q9EPB2_MOUSE	Klra23
A2A7Q0_MOUSE	Svbp
B7ZW84_MOUSE	Fmr1nb
D3YU07_MOUSE	Rint1
E0CYR2_MOUSE	Phc1
G3UZ43_MOUSE	Banp
Q542S6_MOUSE	Tirap
Q78TG6_MOUSE	A530088E08Rik
Q8BYQ0_MOUSE	Nceh1
Q8C1L7_MOUSE	mCG_6739
Q9CR32_MOUSE	Snrnp70
A0A0G2JF30_MOUSE	Klhl7
A5AA27_MOUSE	Gli2
A8W660_MOUSE	Naa11
Q5CZW8_MOUSE	Mical3
Q5M8M1_MOUSE	9030619P08Rik
D3YZP1_MOUSE	Rasgrp2
O35081_MOUSE	Nnat
Q3TFI4_MOUSE	Nicn1
Q3U241_MOUSE	Csf2rb2
Q3UJ07_MOUSE	Atf6b
Q3V3T2_MOUSE	9130213A22Rik
Q5FW88_MOUSE	Znhit3
Q6P3F7_MOUSE	Popdc2
Q7TT08_MOUSE	Lipo1
A0A075B662_MOUSE	Trac
A0A0J9YU23_MOUSE	Crcp
Q496T8_MOUSE	Sec1
Q80T58_MOUSE	Adgrg4
A0A0G2JEH3_MOUSE	Tmem243
A0JLM6_MOUSE	Smc1a
B0FFS9_MOUSE	Izumo1r
B2RWQ8_MOUSE	Exd1
C0IQA4_MOUSE	Spanxn4
D3YUZ0_MOUSE	Ccdc83
G1C1P2_MOUSE	Prkar1b
I7HFT6_MOUSE	E2f3
O35641_MOUSE	mCG_129835
Q3TMH8_MOUSE	Pvt1
Q9DAE7_MOUSE	1700012B09Rik
A0A0F6AIX5_MOUSE	Ldah
A3KML4_MOUSE	Larp7
Q1EDY4_MOUSE	Hdac7
Q8K1B2_MOUSE	Ccdc149
Q9D3H7_MOUSE	Gm11559
Q3V285_MOUSE	Uts2b
Q8CHP3_MOUSE	P2rx7
A0A087WRF0_MOUSE	Cipc
Q3TLK5_MOUSE	Abca4
Q3V0I6_MOUSE	Gm14092
Q3V411_MOUSE	Flrt3
Q9D5X9_MOUSE	4921508D12Rik
A1ILH6_MOUSE	Vps13a
Q3TI64_MOUSE	Zc3hc1
Q3UNC9_MOUSE	Cks1brt
Q8BQV4_MOUSE	Wdr60
Q8C9P4_MOUSE	Xkrx
Q9CPY8_MOUSE	Atp8b3
A2VCS4_MOUSE	Sipa1l3
Q3UYQ0_MOUSE	Prps1l3
Q8BKQ2_MOUSE	Pde4dip
Q9D4Z4_MOUSE	Rprd2
D6RFQ7_MOUSE	Sft2d1
Q14BV5_MOUSE	Aqp6
Q3TJZ1_MOUSE	Eef2
Q8R1H4_MOUSE	Ccdc166
Q05BZ2_MOUSE	Parp6
Q3V0T5_MOUSE	Gm10382
Q8C9X0_MOUSE	Gm5533
Q546L3_MOUSE	Nat1
B1AW18_MOUSE	4930402K13Rik
J7P1W8_MOUSE	Ifggb3
Q3TV71_MOUSE	Dgcr6
Q545W2_MOUSE	Polr1d
Q8CET7_MOUSE	Ept1
Q8CIG2_MOUSE	Acer3
B5B2R8_MOUSE	Nfatc2
Q8BQ62_MOUSE	Synm
G8CZ59_MOUSE	4930503L19Rik
P70382_MOUSE	Apc
Q3TYL9_MOUSE	Cnp
Q3V2J3_MOUSE	AI507597
Q544C0_MOUSE	Map3k7cl
Q69DJ0_MOUSE	Jph4
Q91UZ6_MOUSE	D17H6S56E-5
D6RHQ0_MOUSE	Scai
Q14AR3_MOUSE	Trim14
Q4U2P2_MOUSE	Oprm1
Q65Z89_MOUSE	Gm10244
B5B2Q4_MOUSE	Nfatc2
Q3U6I3_MOUSE	Aldh2
Q8R472_MOUSE	Higd1a
Q3U9J1_MOUSE	Klf6
Q63930_MOUSE	Scgb1b27
Q6NXX6_MOUSE	Atp6v0a1
Q6R5E0_MOUSE	Gm16508
Q6T9D4_MOUSE	Gja1
Q8K3S0_MOUSE	4930519F16Rik
Q8QZX9_MOUSE	Csf2rb
Q8VHJ6_MOUSE	Nfat5
I6L9U2_MOUSE	Trnp1
Q80Z12_MOUSE	mCG_124345
Q8BWI6_MOUSE	Auts2
Q9QXN9_MOUSE	Tcl1b3
G8CZ46_MOUSE	4930503L19Rik
Q0VES3_MOUSE	Polg2
Q3UCC3_MOUSE	Ifnar2
Q6ZPP3_MOUSE	Urgcp
Q9ESU8_MOUSE	Slc1a4
A0A023UED4_MOUSE	Prdm14
Q70YN3_MOUSE	COI
Q9EPB6_MOUSE	Klra16
Q9EQK3_MOUSE	Zfp120
A1ILI5_MOUSE	Vps13a
G4WMX6_MOUSE	Klrb1b
H3BJG6_MOUSE	Pid1
Q18PI2_MOUSE	Slamf7
Q32MU4_MOUSE	Slc6a4
Q8BH21_MOUSE	Ubp1
A1ILH9_MOUSE	Vps13a
B2RWZ7_MOUSE	Pla2g4f
G5E8M8_MOUSE	Lrif1
Q3U6J5_MOUSE	Sdcbp
Q3U763_MOUSE	Smc4
Q3U8L9_MOUSE	Abtb2
Q8C690_MOUSE	Thoc2
Q8C8D9_MOUSE	Sgcd
Q8CGI9_MOUSE	Psmd1
Q9CYU9_MOUSE	Prpf18
A7ISQ2_MOUSE	Fat1
Q8BWP2_MOUSE	Tnfsf13b
Q8C5Z8_MOUSE	mCG_148089
Q9D3H9_MOUSE	5530401A14Rik
Q9D4W6_MOUSE	Samsn1
Q9EP57_MOUSE	Klra23
B9EKF7_MOUSE	AI429214
G3X9S3_MOUSE	Tspan32
Q3TBF1_MOUSE	Padi2
Q3UK89_MOUSE	Vgll1
Q546X1_MOUSE	Il2
Q5BKS1_MOUSE	Slc4a1ap
Q8BZS1_MOUSE	Apol10b
Q8CB35_MOUSE	9930021J03Rik
Q9CPT6_MOUSE	2700046G09Rik
A0A0B7MHT7_MOUSE	Tet1
Q14BA3_MOUSE	Slc15a1
Q6J1F0_MOUSE	Itsn1
Q8VBY5_MOUSE	Evc
Q8VDG8_MOUSE	Pon2
Q9D5H9_MOUSE	Fam184a
B7ZNJ3_MOUSE	Caskin1
Q05BN2_MOUSE	Pa2g4
Q3ULQ2_MOUSE	Pin1rt1
Q8CGL5_MOUSE	BC117090
Q9D4S3_MOUSE	Nphp4
Q9D7Q6_MOUSE	Tm9sf3
Q9JHK6_MOUSE	Sgsh
B7ZWC9_MOUSE	4430402I18Rik
B9EKG1_MOUSE	Ccdc92b
B9EKK8_MOUSE	1700017B05Rik
Q3TAG4_MOUSE	AI427809
Q4U106_MOUSE	Nfkb2
Q6PDF8_MOUSE	Cfap61
Q8BG57_MOUSE	Mccc1os
Q8BI46_MOUSE	Rsrc2
Q8C3B4_MOUSE	D930027P08Rik
Q8VBZ2_MOUSE	6330403K07Rik
E9PZC6_MOUSE	Wiz
I6VVE3_MOUSE	COI
Q05A16_MOUSE	Nipal1
Q3TA11_MOUSE	Ttc28
Q3UT44_MOUSE	Gtf2a2
Q9CQN2_MOUSE	Rwdd3
Q9CZ26_MOUSE	Cecr2
Q9D325_MOUSE	Izumo4
Q9D3X0_MOUSE	Dlg5
Q9JHG5_MOUSE	Klra2
Q3SXG4_MOUSE	Znrf2
Q3U8F0_MOUSE	Coro1c
Q3V0X2_MOUSE	Cldn34b4
Q8CAU4_MOUSE	Slamf1
Q8CB92_MOUSE	Gm9860
Q8K1Z3_MOUSE	BC034902
Q9D1R8_MOUSE	Bet1l
Q9JHK8_MOUSE	Cd22
A0PJN0_MOUSE	Sprr2e
B2RR87_MOUSE	Ttll7
Q3T9L5_MOUSE	A630001O12Rik
Q3TDV5_MOUSE	Sh3pxd2b
Q3U3X8_MOUSE	Oxa1l
Q3UDH7_MOUSE	Srsf10
Q3UJV6_MOUSE	Uqcr11
Q5XJH3_MOUSE	Mbd6
Q7TMF4_MOUSE	Pccb
Q8BN16_MOUSE	5830427D03Rik
Q8K233_MOUSE	Ace
Q3TD89_MOUSE	Pcnx
Q3TJ76_MOUSE	Pisd
Q8BMV6_MOUSE	E130116L18Rik
Q99KL8_MOUSE	Nqo1
Q9EP87_MOUSE	Rad51d
A7MCV2_MOUSE	Depdc1b
B2RQQ5_MOUSE	Map1b
H9T841_MOUSE	Mecom
I1VGT4_MOUSE	Slc4a7
Q148S1_MOUSE	Slc30a4
Q8BFS0_MOUSE	C130018J17Rik
Q8C526_MOUSE	Trp53
P97406_MOUSE	D17H6S56E-5
Q14BY6_MOUSE	D330022A01Rik
Q3TC14_MOUSE	Impa2
Q3UNW4_MOUSE	Gm10836
Q8C0T4_MOUSE	Wdr63
Q8CB26_MOUSE	Shc4
Q99JL6_MOUSE	Rpl10a
Q9CXT5_MOUSE	mCG_147882
Q9D2Y3_MOUSE	9130019P16Rik
C4IXV3_MOUSE	Ksr2
D1MQ07_MOUSE	Kcnn4
Q0VDM1_MOUSE	Phxr1
Q3TDZ7_MOUSE	H60a
Q542M0_MOUSE	Rgs3
Q8CAF6_MOUSE	6330403A02Rik
G0TEB1_MOUSE	Abcg2
G8CZ71_MOUSE	4930503L19Rik
Q52KM3_MOUSE	Hoxaas2
Q6R5H2_MOUSE	Gm10248
Q8C325_MOUSE	Gm9898
Q3TQ57_MOUSE	Frmd4a
Q3TXG7_MOUSE	Gpnmb
Q3U6W3_MOUSE	Ppt1
Q3UAA9_MOUSE	Actb
Q64341_MOUSE	Eif4a1
Q64367_MOUSE	Sva
Q8BPK1_MOUSE	Terf2ip
Q8CBV7_MOUSE	Gm9876
Q9Z2S5_MOUSE	Plcg1
V9H190_MOUSE	Pisd-ps2
A0A0F6QAG2_MOUSE	Klra9
A6H614_MOUSE	Zdhhc18
O35940_MOUSE	Slc10a1
Q147V4_MOUSE	Tsks
Q3TJY5_MOUSE	Ik
Q8BH42_MOUSE	Bub3
Q8CAN6_MOUSE	Gm12830
Q9CQH2_MOUSE	Pigyl
Q9CQK2_MOUSE	Rps24
Q9CYP8_MOUSE	3930402G23Rik
Q9D999_MOUSE	Thg1l
A2AQ93_MOUSE	Duoxa1
B2RWT0_MOUSE	Armc3
B7ZP28_MOUSE	Dennd2a
B9EIA9_MOUSE	Cebpd
Q3UDL6_MOUSE	Aplp2
Q9CVY8_MOUSE	Pgp
A0JP49_MOUSE	9230110C19Rik
D3YWN7_MOUSE	Map7
Q18PH6_MOUSE	Slamf9
Q4VA24_MOUSE	Ccdc122
Q9D3K5_MOUSE	Slc6a19os
Q9D578_MOUSE	Nudt12os
V9H0T6_MOUSE	Pisd-ps3
A7VJ98_MOUSE	Gmfb
Q1WJL6_MOUSE	Myh7
Q3TRU6_MOUSE	9430060I03Rik
Q3TRX7_MOUSE	Gm10667
Q9D2A3_MOUSE	5330439B14Rik
Q9D2D5_MOUSE	4932443L11Rik
Q9JL28_MOUSE	Fut1
A1L367_MOUSE	Rad21
A9Q7H1_MOUSE	Trem5
B2RRE3_MOUSE	Camsap2
B8XR25_MOUSE	Gm17501
Q3TVS3_MOUSE	Nceh1
Q91VB5_MOUSE	FUT4
Q99L61_MOUSE	Tes
A2VCR6_MOUSE	Ndufaf7
Q3UFK9_MOUSE	Tyr
Q3UMW9_MOUSE	Rfxap
B2RWC6_MOUSE	Coq10a
D3YW50_MOUSE	Tenm3
F6M2J8_MOUSE	Trpm3
Q3UAS4_MOUSE	Psap
Q3UUD2_MOUSE	Spry3
Q8BPL7_MOUSE	Srebf2
Q8BS38_MOUSE	A530013C23Rik
Q8BU21_MOUSE	Qars
Q8CBF5_MOUSE	Zfp445
Q9D573_MOUSE	4930506F14Rik
Q9Z0V9_MOUSE	Scand1
A0A0B7MAW8_MOUSE	Tet1
Q2VPB3_MOUSE	Slc5a4b
Q3U0U2_MOUSE	Rnf213
Q80YZ1_MOUSE	bM168F16.1
Q91V20_MOUSE	FUT4
Q9D5G8_MOUSE	4930442E04Rik
B5B2R2_MOUSE	Nfatc2
C0LL95_MOUSE	Nphs2
A6H6D7_MOUSE	Erich3
Q9EPC4_MOUSE	Klra16
A4FUR1_MOUSE	Fam131b
A6H640_MOUSE	Vmn1r67
Q3THB3_MOUSE	Hnrnpm
Q8CED1_MOUSE	Ccdc134
Q9CQG4_MOUSE	Reep5
Q9D8W4_MOUSE	Iglv1
A1ILI2_MOUSE	Vps13a
Q3UDN2_MOUSE	Vps53
Q0PL64_MOUSE	Art3
Q8VEG5_MOUSE	Ice1
A0A0A6YXX6_MOUSE	Srsf6
B2RSG2_MOUSE	Nthl1
G0XYG8_MOUSE	Cerkl
O19453_MOUSE	L(w16)
Q6W9K4_MOUSE	H2-M2
Q8BTA7_MOUSE	Atpif1
Q9ES85_MOUSE	Lsm2
Q8BTE4_MOUSE	Tefm
Q8CHZ0_MOUSE	Srbd1
S4R2L1_MOUSE	Cln3
Q80SW0_MOUSE	Il15ra
Q8BNW3_MOUSE	Fam26f
A6H6B3_MOUSE	Ralbp1
D6RGA8_MOUSE	Coq2
Q2VQT9_MOUSE	Ptk2
Q3U8I1_MOUSE	Clic4
Q9D9I7_MOUSE	1700063H04Rik
E9Q6P9_MOUSE	Cacna1h
Q3TXJ0_MOUSE	Psap
Q3YEC8_MOUSE	Stam2
Q7TNR8_MOUSE	Epc1
Q8CCY2_MOUSE	Ttc39b
B2RX76_MOUSE	Qpct
G3UX37_MOUSE	Duxbl2
M0QWX6_MOUSE	Cenpl
Q3UH82_MOUSE	Samd8
Q3UNK6_MOUSE	Exosc10
Q8CC01_MOUSE	Chrna7
Q9CQW4_MOUSE	Rps8
Q9CWW9_MOUSE	2410002F23Rik
Q9JHL8_MOUSE	Prdx5
S4R1R3_MOUSE	Nox4
A2J006_MOUSE	mCG_113088
B5B2X4_MOUSE	Nfatc4
Q8VBX9_MOUSE	Pax6
Q9D4N0_MOUSE	4930597L12Rik
Q3THZ8_MOUSE	Gnpnat1
Q5R1I7_MOUSE	TRAV5-1
Q6P6M9_MOUSE	Vps13a
Q7TNY3_MOUSE	Rcan1
Q8C676_MOUSE	Ogt
Q8C9X7_MOUSE	Gm9948
Q9QUS8_MOUSE	Il2
I3PQX0_MOUSE	5730508B09Rik
Q7TPT9_MOUSE	Oog3
Q4U2P1_MOUSE	Oprm1
C0IMX0_MOUSE	Smarce1
H3BJA5_MOUSE	Cfap53
Q53WV9_MOUSE	Ascl1
Q8R292_MOUSE	V1rg3
Q66JY5_MOUSE	Fbxw24
Q8BG68_MOUSE	Naip5
Q9CQQ1_MOUSE	4930429B21Rik
B7ZMX9_MOUSE	Pnoc
D3YV94_MOUSE	Lce6a
Q70LM9_MOUSE	Ifi27
A2VCP9_MOUSE	Timm44
Q3U878_MOUSE	Dazap1
Q3UR41_MOUSE	Scml4
A6PWP4_MOUSE	Gm11627
B1AUF7_MOUSE	1700042G07Rik
Q9EPA3_MOUSE	Klra1
G8DM24_MOUSE	Poli
J3JS82_MOUSE	Tmco2
Q1WNQ4_MOUSE	Myh3
Q8BG66_MOUSE	Laptm4a
Q8BND2_MOUSE	Tnks
A0A0N4SW50_MOUSE	Tmem168
F8QPD5_MOUSE	Prune2
Q548L4_MOUSE	Gad2
Q61639_MOUSE	H19
G8DM21_MOUSE	Poli
Q3U5K4_MOUSE	Dph7
A0A0J9YUN0_MOUSE	Cutal
G3UYQ3_MOUSE	Ptdss2
G8CZ66_MOUSE	4930503L19Rik
Q8BLP7_MOUSE	Cdhr4
Q8K5E3_MOUSE	Lncpint
Q9EPM0_MOUSE	Zfp296
Q3TNL9_MOUSE	mt-Nd1
Q547J4_MOUSE	Mapt
Q6R5E2_MOUSE	Gm11426
Q8C0V2_MOUSE	Ttll8
J7NUP1_MOUSE	Irgm1
M4H2V6_MOUSE	Mx1
Q9D260_MOUSE	9230112D13Rik
B7FAT3_MOUSE	BC005537
Q3SYI6_MOUSE	Cntnap2
Q8BQG2_MOUSE	BC043934
B9EKF8_MOUSE	Samd3
X4ZGA7_MOUSE	Pdzd7
D0FZQ3_MOUSE	Lepr
F5BFG9_MOUSE	Clec2h
Q3T9M5_MOUSE	Tra2a
Q8CCK6_MOUSE	Sema3e
A6QR71_MOUSE	Gpr39
B5B2Q6_MOUSE	Nfatc2
D9YM45_MOUSE	Cxcl16
Q6ZQM6_MOUSE	Pigl
Q80W12_MOUSE	Trove2
Q80XH3_MOUSE	Tle6
Q8C0R4_MOUSE	4932414J04Rik
Q9EP92_MOUSE	Rad51d
B9EJX3_MOUSE	Gm9047
Q3U2V2_MOUSE	Nfatc3
Q3U9Y8_MOUSE	Psmd2
Q68FG2_MOUSE	Sptbn2
Q6RFG4_MOUSE	Mpo
Q810P0_MOUSE	BC049702
Q8BI58_MOUSE	Fbxw26
Q8C297_MOUSE	Tmem14c
Q8C660_MOUSE	Fam207a
Q8K0U0_MOUSE	Gm4983
Q8K425_MOUSE	Retnlb
A2ASC4_MOUSE	A630033H20Rik
A2VCN5_MOUSE	Vwf
A6H637_MOUSE	Sipa1l3
D6RFS8_MOUSE	Nepro
G3UX88_MOUSE	Cdk2ap2
G3X9K4_MOUSE	Ppp6r2
Q14B86_MOUSE	Ltn1
Q3TAH6_MOUSE	Mansc1
Q3U5H6_MOUSE	Eif2s3x
Q3V3D0_MOUSE	Gm5627
Q3YA38_MOUSE	Gje1
Q711T1_MOUSE	Dhcr7
Q8BL42_MOUSE	Klhl20
Q8CC72_MOUSE	9230106D20Rik
Q8CD37_MOUSE	Zeb2
Q9D3P2_MOUSE	5330417H12Rik
S4R1L3_MOUSE	Ano4
B1AXR5_MOUSE	Plin2
D3YWC7_MOUSE	Fam47e
Q3UV43_MOUSE	Tcf24
Q3UWS6_MOUSE	7420461P10Rik
Q99LS6_MOUSE	Smg8
A0A0G2JDX6_MOUSE	Traj19
D3YTR9_MOUSE	Ccdc64
H3BLJ0_MOUSE	Abhd5
J3QNB2_MOUSE	9330182O14Rik
Q3USD9_MOUSE	Usp53
Q641K9_MOUSE	Ep400
Q810P4_MOUSE	Slc36a3
Q8C9L1_MOUSE	BC106179
A0A0G2JER4_MOUSE	Paqr3
Q3TP33_MOUSE	Csn2
Q3UB97_MOUSE	Sdcbp
Q3UYF2_MOUSE	Cntn1
Q3UYZ8_MOUSE	Ctcf
Q6ZPF8_MOUSE	Ears2
Q8BIA7_MOUSE	Pdzd7
Q8BLS3_MOUSE	Fam135b
Q8C300_MOUSE	Gm20276
Q9CPP1_MOUSE	Khk
Q9CZK9_MOUSE	Ppia
Q9R201_MOUSE	Cd2
B7ZN59_MOUSE	Tmem132e
B7ZWE1_MOUSE	Gm5283
B7ZWF6_MOUSE	Ccdc17
B9EKP5_MOUSE	Flna
Q08AT2_MOUSE	Ccdc96
Q32MV8_MOUSE	Btla
Q3SXX6_MOUSE	Sgcz
Q3TBK6_MOUSE	Laptm5
Q3TNJ2_MOUSE	Mkln1
Q3TTC3_MOUSE	Zfc3h1
Q3TVR8_MOUSE	Smoc2
Q3U0U5_MOUSE	Cap1
Q3U449_MOUSE	Bpnt1
Q3V0W3_MOUSE	Nudt12os
Q499K2_MOUSE	Klra7
Q5RKT9_MOUSE	Mgat3
Q6NSR5_MOUSE	Ugt1a6a
Q8BGU4_MOUSE	Mettl4
Q8BJE4_MOUSE	BC065397
Q8BJX2_MOUSE	6820408C15Rik
Q8BRJ9_MOUSE	Helt
Q8C4K5_MOUSE	Gm10115
Q8C7C0_MOUSE	mCG_147151
Q9CPU6_MOUSE	1700001G17Rik
Q9CQU9_MOUSE	Slco2a1
Q9CTI0_MOUSE	Tmem57
Q9CYM8_MOUSE	Cbx6
Q9D4Y1_MOUSE	Ccdc7a
Q9D971_MOUSE	1700128E19Rik
A0A0N4SW91_MOUSE	Fam60a
A2ASL8_MOUSE	Lnp
A3KMI8_MOUSE	Cntnap2
A3KMJ8_MOUSE	Vbp1
D3Z159_MOUSE	Myeov2
J3QQ03_MOUSE	1110059E24Rik
Q3TQA8_MOUSE	Kdm7a
Q3U806_MOUSE	Dock7
Q3US64_MOUSE	Fam19a2
Q3V053_MOUSE	4933427I04Rik
Q4FJR3_MOUSE	Ltf
Q5FWB6_MOUSE	Rplp0
Q8C5C2_MOUSE	Gm9926
Q8C6R6_MOUSE	Zbtb44
Q8C776_MOUSE	mCG_1050977
Q8R2L7_MOUSE	Ahnak
Q9D8A9_MOUSE	Heatr5b
Q9D9K5_MOUSE	Dcbld2
A4QMY3_MOUSE	4930435E12Rik
Q14C53_MOUSE	Slc39a7
Q540M5_MOUSE	Ifngr1
Q571J7_MOUSE	Ppp2r2a
Q5FW74_MOUSE	Aoah
Q64097_MOUSE	Dcpp1
Q6P8I3_MOUSE	Wdr70
Q8C852_MOUSE	Dcx
Q99LF0_MOUSE	Plxnb2
Q9CZT2_MOUSE	Eif2s3y
Q9D3U1_MOUSE	4933434M16Rik
Q9D980_MOUSE	Pldi
Q9DAW4_MOUSE	1600015I10Rik
Q9EP94_MOUSE	Klra16
A0A087WS47_MOUSE	Gm8369
B2RUI7_MOUSE	Adamts17
B2RVN1_MOUSE	Lekr1
B8JJB0_MOUSE	Cox7c
D3YWS7_MOUSE	Fuom
F5CSM7_MOUSE	Clec2g
Q31153_MOUSE	H2-T23
Q3TFA9_MOUSE	Tmod3
Q3TN85_MOUSE	Rad23a
Q3TX35_MOUSE	Gpc3
Q3U689_MOUSE	Slc12a4
Q3UZ34_MOUSE	Apobec3
Q3V0S1_MOUSE	Gm10192
Q3V1V0_MOUSE	Ndfip2
Q78H50_MOUSE	Snhg5
Q80UY7_MOUSE	Scyl2
Q80XQ1_MOUSE	Ccdc88c
Q8BHC8_MOUSE	Sybu
Q8CFF2_MOUSE	Srsf11
Q8K076_MOUSE	Gm9821
Q99JC1_MOUSE	Iglc2
Q9CPQ6_MOUSE	Fbxw2
Q9CPS9_MOUSE	Dzip1
Q9CQJ9_MOUSE	Tctex1d2
Q9JHV3_MOUSE	Klra19
A0A0G2JGM3_MOUSE	Traj34
B2RWZ1_MOUSE	Skap1
B7ZN87_MOUSE	Ptchd3
Q3TBZ6_MOUSE	Necap2
Q3TIW9_MOUSE	Enpp7
Q3U9L3_MOUSE	Rpl3
Q3UA79_MOUSE	Tap2
Q3UPP6_MOUSE	Gm15441
Q5R1G5_MOUSE	TRAV12D-2
Q8C6S6_MOUSE	Neurl1b
Q8R1T7_MOUSE	Aqp9
Q9CVJ5_MOUSE	Lrrc8e
A1L357_MOUSE	Mzf1
A2A8Y5_MOUSE	Oscp1
A6H6F1_MOUSE	2610305D13Rik
B0G0Y0_MOUSE	Kif26b
B2RQW1_MOUSE	Tnfaip2
B2RR53_MOUSE	Cep57l1
B2RVF4_MOUSE	Fam47e
G3X8U2_MOUSE	1700067P10Rik
J3QQ32_MOUSE	A630076J17Rik
Q3T9T0_MOUSE	AW011738
Q3UCF8_MOUSE	Actb
Q3V0X7_MOUSE	Gm10604
Q8BFR9_MOUSE	Mela
Q8BSB8_MOUSE	2900052L18Rik
Q8C8J3_MOUSE	Trmt2b
Q8VCS7_MOUSE	Pqlc2
Q9D9S0_MOUSE	Acsl5
G3X9M9_MOUSE	Tmem116
G4WMX8_MOUSE	Klrb1f
Q6R5E1_MOUSE	Gm14164
Q8BGL5_MOUSE	C730034F03Rik
Q8CDX6_MOUSE	Gm9996
Q8R2L3_MOUSE	Mkl2
Q9D9P1_MOUSE	Chchd3
A0A087WS88_MOUSE	AF529169
B7ZNB2_MOUSE	Fmr1nb
K7R066_MOUSE	Alb
Q05CX4_MOUSE	Cenpl
Q3TG35_MOUSE	Rad21
Q548T4_MOUSE	Klra2
Q80ZQ7_MOUSE	BC048562
Q810H9_MOUSE	Wbscr25
Q8BJV4_MOUSE	Ard1
Q8BQ55_MOUSE	E2f7
Q8C1W8_MOUSE	Nnt
A0AUN4_MOUSE	Hcfc2
Q0P6I6_MOUSE	Ccdc91
Q3U672_MOUSE	Csde1
Q3U7A6_MOUSE	Stau1
Q3UTD5_MOUSE	Gm1965
Q60968_MOUSE	Klra1
Q6PD36_MOUSE	Nptxr
Q6PGJ8_MOUSE	H13
Q8BIT5_MOUSE	Zdhhc17
Q8C6Y2_MOUSE	Slc12a7
Q8CEL0_MOUSE	6430503K07Rik
Q8CER1_MOUSE	4930583K01Rik
Q8K2F6_MOUSE	Ncoa4
Q8K338_MOUSE	Pigf
Q99M55_MOUSE	Atp6v0a1
Q9CQA2_MOUSE	Mcm8
Q9CQQ9_MOUSE	Mdp1
Q9CYV3_MOUSE	Prkar2a
Q9D5C5_MOUSE	2900005J15Rik
Q9D5C7_MOUSE	4930463O16Rik
Q9QZY1_MOUSE	Klra16
B2RPZ7_MOUSE	Fam234b
Q14A61_MOUSE	Cenpl
Q14AQ9_MOUSE	Ryr3
Q3U5X7_MOUSE	Mgat2
Q45GR7_MOUSE	Sh2d1b1
Q5XLJ1_MOUSE	Nrp
Q6PKE3_MOUSE	Spp1
Q8C8W7_MOUSE	A930004D18Rik
Q9CWF8_MOUSE	2410124H12Rik
S4R1Y3_MOUSE	Abhd12b
A0A0A6YWE1_MOUSE	Il1f5
A6PWJ8_MOUSE	Smim23
B9EJ03_MOUSE	Slc5a12
G3X8T0_MOUSE	Mov10l1
