From	To
ABCC9_HUMAN	hsa:10060
ABCCB_HUMAN	hsa:85320
ABCD1_HUMAN	hsa:215
ABCD2_HUMAN	hsa:225
ABCD3_HUMAN	hsa:5825
ABCD4_HUMAN	hsa:5826
ABCE1_HUMAN	hsa:6059
ABCF1_HUMAN	hsa:23
ABCF2_HUMAN	hsa:10061
ABCF3_HUMAN	hsa:55324
ABCG1_HUMAN	hsa:9619
ABCG2_HUMAN	hsa:9429
ABCG4_HUMAN	hsa:64137
ABCG5_HUMAN	hsa:64240
ABCG8_HUMAN	hsa:64241
ABD12_HUMAN	hsa:26090
ABD18_HUMAN	hsa:80167
ABEC1_HUMAN	hsa:339
ABEC2_HUMAN	hsa:10930
ABEC4_HUMAN	hsa:403314
ABH15_HUMAN	hsa:116236
ABHD1_HUMAN	hsa:84696
ABHD2_HUMAN	hsa:11057
ABHD3_HUMAN	hsa:171586
ABHD4_HUMAN	hsa:63874
ABHD5_HUMAN	hsa:51099
ABHD6_HUMAN	hsa:57406
ABHD8_HUMAN	hsa:79575
ABHDA_HUMAN	hsa:55347
ABHDB_HUMAN	hsa:83451
ABHDD_HUMAN	hsa:84945
ABHEA_HUMAN	hsa:25864
ABHEB_HUMAN	hsa:84836
ABHGA_HUMAN	hsa:7920
ABHGB_HUMAN	hsa:140701
ABI1_HUMAN	hsa:10006
ABI2_HUMAN	hsa:10152
ABI3_HUMAN	hsa:51225
ABL1_HUMAN	hsa:25
ABL2_HUMAN	hsa:27
ABLM1_HUMAN	hsa:3983
ABLM2_HUMAN	hsa:84448
ABLM3_HUMAN	hsa:22885
ABRAL_HUMAN	hsa:58527
ABRA_HUMAN	hsa:137735
ABR_HUMAN	hsa:29
ABT1_HUMAN	hsa:29777
ABTB1_HUMAN	hsa:80325
ABTB2_HUMAN	hsa:25841
ACACA_HUMAN	hsa:31
ACACB_HUMAN	hsa:32
ACAD8_HUMAN	hsa:27034
ACAD9_HUMAN	hsa:28976
ACADL_HUMAN	hsa:33
ACADM_HUMAN	hsa:34
ACADS_HUMAN	hsa:35
ACADV_HUMAN	hsa:37
ACAP1_HUMAN	hsa:9744
ACAP2_HUMAN	hsa:23527
ACAP3_HUMAN	hsa:116983
ACATN_HUMAN	hsa:9197
ACBD4_HUMAN	hsa:79777
ACBD5_HUMAN	hsa:91452
ACBD6_HUMAN	hsa:84320
ACBD7_HUMAN	hsa:414149
ACBG1_HUMAN	hsa:23205
ACBG2_HUMAN	hsa:81616
ACBP_HUMAN	hsa:1622
ACD10_HUMAN	hsa:80724
ACD11_HUMAN	hsa:84129
ACDSB_HUMAN	hsa:36
ACD_HUMAN	hsa:65057
ACE2_HUMAN	hsa:59272
ACER1_HUMAN	hsa:125981
ACER2_HUMAN	hsa:340485
ACES_HUMAN	hsa:43
ACE_HUMAN	hsa:1636
ACH10_HUMAN	hsa:57053
ACHA2_HUMAN	hsa:1135
ACHA3_HUMAN	hsa:1136
ACHA4_HUMAN	hsa:1137
ACHA5_HUMAN	hsa:1138
ACHA6_HUMAN	hsa:8973
ACHA7_HUMAN	hsa:1139
ACHA9_HUMAN	hsa:55584
ACHA_HUMAN	hsa:1134
ACHB2_HUMAN	hsa:1141
ACHB3_HUMAN	hsa:1142
ACHB4_HUMAN	hsa:1143
ACHB_HUMAN	hsa:1140
ACHD_HUMAN	hsa:1144
ACHE_HUMAN	hsa:1145
ACHG_HUMAN	hsa:1146
ACINU_HUMAN	hsa:22985
ACK1_HUMAN	hsa:10188
ACKR1_HUMAN	hsa:2532
ACKR2_HUMAN	hsa:1238
ACKR3_HUMAN	hsa:57007
ACKR4_HUMAN	hsa:51554
ACL10_HUMAN	hsa:170487
ACL6A_HUMAN	hsa:86
ACL6B_HUMAN	hsa:51412
ACL7A_HUMAN	hsa:10881
ACL7B_HUMAN	hsa:10880
ACLY_HUMAN	hsa:47
ACM1_HUMAN	hsa:1128
ACM2_HUMAN	hsa:1129
ACM3_HUMAN	hsa:1131
ACM4_HUMAN	hsa:1132
ACM5_HUMAN	hsa:1133
ACMSD_HUMAN	hsa:130013
ACO11_HUMAN	hsa:26027
ACO12_HUMAN	hsa:134526
ACO13_HUMAN	hsa:55856
ACO15_HUMAN	hsa:284486
ACOC_HUMAN	hsa:48
ACOD_HUMAN	hsa:6319
ACON_HUMAN	hsa:50
ACOT1_HUMAN	hsa:641371
ACOT2_HUMAN	hsa:10965
ACOT4_HUMAN	hsa:122970
ACOT6_HUMAN	hsa:641372
ACOT8_HUMAN	hsa:10005
ACOT9_HUMAN	hsa:23597
ACOX1_HUMAN	hsa:51
ACOX2_HUMAN	hsa:8309
ACOX3_HUMAN	hsa:8310
ACOXL_HUMAN	hsa:55289
ACP7_HUMAN	hsa:390928
ACPH_HUMAN	hsa:327
ACPM_HUMAN	hsa:4706
ACRBP_HUMAN	hsa:84519
ACRC_HUMAN	hsa:93953
ACRO_HUMAN	hsa:49
ACS2B_HUMAN	hsa:348158
ACS2L_HUMAN	hsa:84532
ACSA_HUMAN	hsa:55902
ACSF2_HUMAN	hsa:80221
ACSF3_HUMAN	hsa:197322
ACSF4_HUMAN	hsa:132949
ACSL1_HUMAN	hsa:2180
ACSL3_HUMAN	hsa:2181
ACSL4_HUMAN	hsa:2182
ACSL5_HUMAN	hsa:51703
ACSL6_HUMAN	hsa:23305
ACSM1_HUMAN	hsa:116285
ACSM3_HUMAN	hsa:6296
ACSM4_HUMAN	hsa:341392
ACSM5_HUMAN	hsa:54988
ACSM6_HUMAN	hsa:142827
ACSS3_HUMAN	hsa:79611
ACTA_HUMAN	hsa:59
ACTBL_HUMAN	hsa:345651
ACTB_HUMAN	hsa:60
ACTC_HUMAN	hsa:70
ACTG_HUMAN	hsa:71
ACTHR_HUMAN	hsa:4158
ACTH_HUMAN	hsa:72
ACTL8_HUMAN	hsa:81569
ACTL9_HUMAN	hsa:284382
ACTN1_HUMAN	hsa:87
ACTN2_HUMAN	hsa:88
ACTN3_HUMAN	hsa:89
ACTN4_HUMAN	hsa:81
ACTS_HUMAN	hsa:58
ACTT1_HUMAN	hsa:139741
ACTT2_HUMAN	hsa:140625
ACTT3_HUMAN	hsa:84517
ACTY_HUMAN	hsa:10120
ACTZ_HUMAN	hsa:10121
ACV1B_HUMAN	hsa:91
ACV1C_HUMAN	hsa:130399
ACVL1_HUMAN	hsa:94
ACVR1_HUMAN	hsa:90
ACY1_HUMAN	hsa:95
ACY2_HUMAN	hsa:443
ACY3_HUMAN	hsa:91703
ACYP1_HUMAN	hsa:97
ACYP2_HUMAN	hsa:98
ADA10_HUMAN	hsa:102
ADA11_HUMAN	hsa:4185
ADA15_HUMAN	hsa:8751
ADA17_HUMAN	hsa:6868
ADA18_HUMAN	hsa:8749
ADA19_HUMAN	hsa:8728
ADA1A_HUMAN	hsa:148
ADA1B_HUMAN	hsa:147
ADA1D_HUMAN	hsa:146
ADA20_HUMAN	hsa:8748
ADA21_HUMAN	hsa:8747
ADA22_HUMAN	hsa:53616
ADA23_HUMAN	hsa:8745
ADA28_HUMAN	hsa:10863
ADA29_HUMAN	hsa:11086
ADA2A_HUMAN	hsa:150
ADA2B_HUMAN	hsa:151
ADA2C_HUMAN	hsa:152
ADA30_HUMAN	hsa:11085
ADA32_HUMAN	hsa:203102
ADA33_HUMAN	hsa:80332
ADAD1_HUMAN	hsa:132612
ADAD2_HUMAN	hsa:161931
ADAL_HUMAN	hsa:161823
ADAM2_HUMAN	hsa:2515
ADAM7_HUMAN	hsa:8756
ADAM8_HUMAN	hsa:101
ADAM9_HUMAN	hsa:8754
ADAP1_HUMAN	hsa:11033
ADAP2_HUMAN	hsa:55803
ADAS_HUMAN	hsa:8540
ADAT1_HUMAN	hsa:23536
ADAT2_HUMAN	hsa:134637
ADAT3_HUMAN	hsa:113179
ADA_HUMAN	hsa:100
ADCK1_HUMAN	hsa:57143
ADCK2_HUMAN	hsa:90956
ADCK3_HUMAN	hsa:56997
ADCK4_HUMAN	hsa:79934
ADCK5_HUMAN	hsa:203054
ADCL2_HUMAN	hsa:344752
ADCL3_HUMAN	hsa:126767
ADCL4_HUMAN	hsa:343066
ADCY2_HUMAN	hsa:108
ADCY3_HUMAN	hsa:109
ADCY4_HUMAN	hsa:196883
ADCY5_HUMAN	hsa:111
ADCY6_HUMAN	hsa:112
ADCY7_HUMAN	hsa:113
ADCY8_HUMAN	hsa:114
ADCY9_HUMAN	hsa:115
ADCYA_HUMAN	hsa:55811
ADDA_HUMAN	hsa:118
ADDB_HUMAN	hsa:119
ADDG_HUMAN	hsa:120
ADEC1_HUMAN	hsa:27299
ADGB_HUMAN	hsa:79747
ADH1A_HUMAN	hsa:124
ADH1B_HUMAN	hsa:125
ADH1G_HUMAN	hsa:126
ADH4_HUMAN	hsa:127
ADH6_HUMAN	hsa:130
ADH7_HUMAN	hsa:131
ADHX_HUMAN	hsa:128
ADIG_HUMAN	hsa:149685
ADIPL_HUMAN	hsa:388581
ADIPO_HUMAN	hsa:9370
ADIP_HUMAN	hsa:117178
ADIRF_HUMAN	hsa:10974
ADK_HUMAN	hsa:132
ADM2_HUMAN	hsa:79924
ADM5_HUMAN	hsa:199800
ADML_HUMAN	hsa:133
ADNP2_HUMAN	hsa:22850
ADNP_HUMAN	hsa:23394
ADPGK_HUMAN	hsa:83440
ADPPT_HUMAN	hsa:60496
ADPRH_HUMAN	hsa:141
ADPRM_HUMAN	hsa:56985
ADR1_HUMAN	hsa:51094
ADR2_HUMAN	hsa:79602
ADRB1_HUMAN	hsa:153
ADRB2_HUMAN	hsa:154
ADRB3_HUMAN	hsa:155
ADRM1_HUMAN	hsa:11047
ADRO_HUMAN	hsa:2232
ADSV_HUMAN	hsa:85477
ADT1_HUMAN	hsa:291
ADT2_HUMAN	hsa:292
ADT3_HUMAN	hsa:293
ADT4_HUMAN	hsa:83447
ADTRP_HUMAN	hsa:84830
ADXL_HUMAN	hsa:112812
ADX_HUMAN	hsa:2230
AEBP1_HUMAN	hsa:165
AEBP2_HUMAN	hsa:121536
AEDO_HUMAN	hsa:84890
AEGP_HUMAN	hsa:158056
AEN_HUMAN	hsa:64782
AES_HUMAN	hsa:166
AF10_HUMAN	hsa:8028
AF17_HUMAN	hsa:4302
AF1L1_HUMAN	hsa:134265
AF1L2_HUMAN	hsa:84632
AF1Q_HUMAN	hsa:10962
AF9_HUMAN	hsa:4300
AFAD_HUMAN	hsa:4301
AFAM_HUMAN	hsa:173
AFAP1_HUMAN	hsa:60312
AFF1_HUMAN	hsa:4299
AFF2_HUMAN	hsa:2334
AFF3_HUMAN	hsa:3899
AFF4_HUMAN	hsa:27125
AFG32_HUMAN	hsa:10939
AFTIN_HUMAN	hsa:54812
AG10A_HUMAN	hsa:84920
AG10B_HUMAN	hsa:144245
AG1L2_HUMAN	hsa:644974
AGA11_HUMAN	hsa:119385
AGAL_HUMAN	hsa:2717
AGAP1_HUMAN	hsa:116987
AGAP2_HUMAN	hsa:116986
AGAP3_HUMAN	hsa:116988
AGAP4_HUMAN	hsa:119016
AGAP5_HUMAN	hsa:729092
AGAP6_HUMAN	hsa:414189
AGAP9_HUMAN	hsa:642517
AGFG1_HUMAN	hsa:3267
AGFG2_HUMAN	hsa:3268
AGGF1_HUMAN	hsa:55109
AGK_HUMAN	hsa:55750
AGM1_HUMAN	hsa:5238
AGO1_HUMAN	hsa:26523
AGO2_HUMAN	hsa:27161
AGO3_HUMAN	hsa:192669
AGO4_HUMAN	hsa:192670
AGR2_HUMAN	hsa:10551
AGR3_HUMAN	hsa:155465
AGRA1_HUMAN	hsa:84435
AGRA2_HUMAN	hsa:25960
AGRA3_HUMAN	hsa:166647
AGRB2_HUMAN	hsa:576
AGRB3_HUMAN	hsa:577
AGRD1_HUMAN	hsa:283383
AGRE1_HUMAN	hsa:2015
AGRE2_HUMAN	hsa:30817
AGRE3_HUMAN	hsa:84658
AGRF1_HUMAN	hsa:266977
AGRF2_HUMAN	hsa:222611
AGRF3_HUMAN	hsa:165082
AGRF4_HUMAN	hsa:221393
AGRF5_HUMAN	hsa:221395
AGRG2_HUMAN	hsa:10149
AGRG3_HUMAN	hsa:222487
AGRG4_HUMAN	hsa:139378
AGRG5_HUMAN	hsa:221188
AGRL1_HUMAN	hsa:22859
AGRL2_HUMAN	hsa:23266
AGRL3_HUMAN	hsa:23284
AGRL4_HUMAN	hsa:64123
AGRP_HUMAN	hsa:181
AGT2_HUMAN	hsa:64902
AGTR1_HUMAN	hsa:185
AGTR2_HUMAN	hsa:186
AHDC1_HUMAN	hsa:27245
AHI1_HUMAN	hsa:54806
AHNK2_HUMAN	hsa:113146
AHNK_HUMAN	hsa:79026
AHRR_HUMAN	hsa:57491
AHR_HUMAN	hsa:196
AHSA1_HUMAN	hsa:10598
AHSA2_HUMAN	hsa:130872
AHSP_HUMAN	hsa:51327
AICDA_HUMAN	hsa:57379
AIDA_HUMAN	hsa:64853
AIF1L_HUMAN	hsa:83543
AIF1_HUMAN	hsa:199
AIFM1_HUMAN	hsa:9131
AIFM2_HUMAN	hsa:84883
AIFM3_HUMAN	hsa:150209
AIG1_HUMAN	hsa:51390
AIM1L_HUMAN	hsa:55057
AIM1_HUMAN	hsa:202
AIM2_HUMAN	hsa:9447
AIMP1_HUMAN	hsa:9255
AIMP2_HUMAN	hsa:7965
AINX_HUMAN	hsa:9118
AIPL1_HUMAN	hsa:23746
AIP_HUMAN	hsa:9049
AIRE_HUMAN	hsa:326
AJAP1_HUMAN	hsa:55966
AJUBA_HUMAN	hsa:84962
AK17A_HUMAN	hsa:8227
AK1A1_HUMAN	hsa:10327
AK1BA_HUMAN	hsa:57016
AK1BF_HUMAN	hsa:441282
AK1C1_HUMAN	hsa:1645
AK1C2_HUMAN	hsa:1646
AK1C3_HUMAN	hsa:8644
AK1C4_HUMAN	hsa:1109
AK1D1_HUMAN	hsa:6718
AKA10_HUMAN	hsa:11216
AKA11_HUMAN	hsa:11215
AKA12_HUMAN	hsa:9590
AKA28_HUMAN	hsa:158798
AKA7A_HUMAN	hsa:9465
AKAP1_HUMAN	hsa:8165
AKAP2_HUMAN	hsa:11217
AKAP2_HUMAN	hsa:445815
AKAP3_HUMAN	hsa:10566
AKAP4_HUMAN	hsa:8852
AKAP5_HUMAN	hsa:9495
AKAP6_HUMAN	hsa:9472
AKAP8_HUMAN	hsa:10270
AKAP9_HUMAN	hsa:10142
AKCL2_HUMAN	hsa:83592
AKD1A_HUMAN	hsa:348094
AKD1B_HUMAN	hsa:728780
AKIB1_HUMAN	hsa:54467
AKIP1_HUMAN	hsa:56672
AKIP_HUMAN	hsa:54998
AKIR1_HUMAN	hsa:79647
AKIR2_HUMAN	hsa:55122
AKNA_HUMAN	hsa:80709
AKND1_HUMAN	hsa:254268
AKP13_HUMAN	hsa:11214
AKP8L_HUMAN	hsa:26993
AKT1_HUMAN	hsa:207
AKT3_HUMAN	hsa:10000
AKTIP_HUMAN	hsa:64400
AKTS1_HUMAN	hsa:84335
AL14E_HUMAN	hsa:120534
AL1A1_HUMAN	hsa:216
AL1A2_HUMAN	hsa:8854
AL1A3_HUMAN	hsa:220
AL1B1_HUMAN	hsa:219
AL1L1_HUMAN	hsa:10840
AL1L2_HUMAN	hsa:160428
AL2CL_HUMAN	hsa:259173
AL2SA_HUMAN	hsa:151254
AL2SB_HUMAN	hsa:130540
AL3A1_HUMAN	hsa:218
AL3A2_HUMAN	hsa:224
AL3B1_HUMAN	hsa:221
AL3B2_HUMAN	hsa:222
AL4A1_HUMAN	hsa:8659
AL5AP_HUMAN	hsa:241
AL7A1_HUMAN	hsa:501
AL8A1_HUMAN	hsa:64577
AL9A1_HUMAN	hsa:223
ALAT1_HUMAN	hsa:2875
ALAT2_HUMAN	hsa:84706
ALBU_HUMAN	hsa:213
ALDH2_HUMAN	hsa:217
ALDOA_HUMAN	hsa:226
ALDOB_HUMAN	hsa:229
ALDOC_HUMAN	hsa:230
ALDR_HUMAN	hsa:231
ALG11_HUMAN	hsa:440138
ALG12_HUMAN	hsa:79087
ALG13_HUMAN	hsa:79868
ALG14_HUMAN	hsa:199857
ALG1L_HUMAN	hsa:200810
ALG1_HUMAN	hsa:56052
ALG2_HUMAN	hsa:85365
ALG3_HUMAN	hsa:10195
ALG5_HUMAN	hsa:29880
ALG6_HUMAN	hsa:29929
ALG8_HUMAN	hsa:79053
ALG9_HUMAN	hsa:79796
ALKB1_HUMAN	hsa:8846
ALKB2_HUMAN	hsa:121642
ALKB3_HUMAN	hsa:221120
ALKB4_HUMAN	hsa:54784
ALKB5_HUMAN	hsa:54890
ALKB6_HUMAN	hsa:84964
ALKB7_HUMAN	hsa:84266
ALKB8_HUMAN	hsa:91801
ALKMO_HUMAN	hsa:392636
ALK_HUMAN	hsa:238
ALLC_HUMAN	hsa:55821
ALMS1_HUMAN	hsa:7840
ALPK1_HUMAN	hsa:80216
ALPK2_HUMAN	hsa:115701
ALPK3_HUMAN	hsa:57538
ALR_HUMAN	hsa:2671
ALS2_HUMAN	hsa:57679
ALS_HUMAN	hsa:3483
ALX1_HUMAN	hsa:8092
ALX3_HUMAN	hsa:257
ALX4_HUMAN	hsa:60529
AMACR_HUMAN	hsa:23600
AMBN_HUMAN	hsa:258
AMBP_HUMAN	hsa:259
AMD_HUMAN	hsa:5066
AMELX_HUMAN	hsa:265
AMELY_HUMAN	hsa:266
AMER1_HUMAN	hsa:139285
AMER2_HUMAN	hsa:219287
AMER3_HUMAN	hsa:205147
AMERL_HUMAN	hsa:83607
AMFR_HUMAN	hsa:267
AMGO1_HUMAN	hsa:57463
AMGO2_HUMAN	hsa:347902
AMGO3_HUMAN	hsa:386724
AMHR2_HUMAN	hsa:269
AMMR1_HUMAN	hsa:9949
AMN1_HUMAN	hsa:196394
AMNLS_HUMAN	hsa:81693
AMOL1_HUMAN	hsa:154810
AMOL2_HUMAN	hsa:51421
AMOT_HUMAN	hsa:154796
AMPB_HUMAN	hsa:6051
AMPD1_HUMAN	hsa:270
AMPD2_HUMAN	hsa:271
AMPD3_HUMAN	hsa:272
AMPE_HUMAN	hsa:2028
AMPH_HUMAN	hsa:273
AMPL_HUMAN	hsa:51056
AMPN_HUMAN	hsa:290
AMPO_HUMAN	hsa:84909
AMPQ_HUMAN	hsa:206338
AMRA1_HUMAN	hsa:55626
AMRP_HUMAN	hsa:4043
AMTN_HUMAN	hsa:401138
AMY1_HUMAN	hsa:277
AMY1_HUMAN	hsa:276
AMY1_HUMAN	hsa:278
AMY2B_HUMAN	hsa:280
AMYP_HUMAN	hsa:279
AMZ1_HUMAN	hsa:155185
AMZ2_HUMAN	hsa:51321
AN13A_HUMAN	hsa:88455
AN13B_HUMAN	hsa:124930
AN13C_HUMAN	hsa:81573
AN13D_HUMAN	hsa:338692
AN18A_HUMAN	hsa:253650
AN30A_HUMAN	hsa:91074
AN30B_HUMAN	hsa:374860
AN32A_HUMAN	hsa:8125
AN32B_HUMAN	hsa:10541
AN32C_HUMAN	hsa:23520
AN32D_HUMAN	hsa:23519
AN32E_HUMAN	hsa:81611
AN33B_HUMAN	hsa:651746
AN34A_HUMAN	hsa:284615
AN34B_HUMAN	hsa:340120
AN34C_HUMAN	hsa:390616
AN36A_HUMAN	hsa:375248
AN36B_HUMAN	hsa:57730
ANAG_HUMAN	hsa:4669
ANC2_HUMAN	hsa:29882
ANCHR_HUMAN	hsa:84936
ANDR_HUMAN	hsa:367
ANFB_HUMAN	hsa:4879
ANFC_HUMAN	hsa:4880
ANFY1_HUMAN	hsa:51479
ANF_HUMAN	hsa:4878
ANGE1_HUMAN	hsa:23357
ANGE2_HUMAN	hsa:90806
ANGI_HUMAN	hsa:283
ANGL1_HUMAN	hsa:9068
ANGL2_HUMAN	hsa:23452
ANGL3_HUMAN	hsa:27329
ANGL4_HUMAN	hsa:51129
ANGL5_HUMAN	hsa:253935
ANGL6_HUMAN	hsa:83854
ANGL7_HUMAN	hsa:10218
ANGL8_HUMAN	hsa:55908
ANGP1_HUMAN	hsa:284
ANGP2_HUMAN	hsa:285
ANGP4_HUMAN	hsa:51378
ANGT_HUMAN	hsa:183
ANHX_HUMAN	hsa:647589
ANK1_HUMAN	hsa:286
ANK2_HUMAN	hsa:287
ANK3_HUMAN	hsa:288
ANKAR_HUMAN	hsa:150709
ANKE1_HUMAN	hsa:63926
ANKF1_HUMAN	hsa:162282
ANKH1_HUMAN	hsa:404734
ANKH1_HUMAN	hsa:54882
ANKH_HUMAN	hsa:56172
ANKK1_HUMAN	hsa:255239
ANKL1_HUMAN	hsa:126549
ANKL2_HUMAN	hsa:23141
ANKR1_HUMAN	hsa:27063
ANKR2_HUMAN	hsa:26287
ANKR6_HUMAN	hsa:22881
ANKR7_HUMAN	hsa:56311
ANKR9_HUMAN	hsa:122416
ANKS3_HUMAN	hsa:124401
ANKS6_HUMAN	hsa:203286
ANKUB_HUMAN	hsa:389161
ANKY1_HUMAN	hsa:51281
ANKY2_HUMAN	hsa:57037
ANKZ1_HUMAN	hsa:55139
ANLN_HUMAN	hsa:54443
ANM2_HUMAN	hsa:3275
ANM5_HUMAN	hsa:10419
ANM6_HUMAN	hsa:55170
ANM7_HUMAN	hsa:54496
ANM8_HUMAN	hsa:56341
ANM9_HUMAN	hsa:90826
ANO10_HUMAN	hsa:55129
ANO1_HUMAN	hsa:55107
ANO2_HUMAN	hsa:57101
ANO3_HUMAN	hsa:63982
ANO4_HUMAN	hsa:121601
ANO5_HUMAN	hsa:203859
ANO6_HUMAN	hsa:196527
ANO7_HUMAN	hsa:50636
ANO8_HUMAN	hsa:57719
ANO9_HUMAN	hsa:338440
ANPRA_HUMAN	hsa:4881
ANPRB_HUMAN	hsa:4882
ANPRC_HUMAN	hsa:4883
ANR10_HUMAN	hsa:55608
ANR11_HUMAN	hsa:29123
ANR12_HUMAN	hsa:23253
ANR16_HUMAN	hsa:54522
ANR17_HUMAN	hsa:26057
ANR22_HUMAN	hsa:118932
ANR23_HUMAN	hsa:200539
ANR24_HUMAN	hsa:170961
ANR26_HUMAN	hsa:22852
ANR27_HUMAN	hsa:84079
ANR28_HUMAN	hsa:23243
ANR29_HUMAN	hsa:147463
ANR31_HUMAN	hsa:256006
ANR33_HUMAN	hsa:341405
ANR37_HUMAN	hsa:353322
ANR39_HUMAN	hsa:51239
ANR40_HUMAN	hsa:91369
