From	To
FIG4_HUMAN	hsa:9896
FIGL1_HUMAN	hsa:63979
FIGL2_HUMAN	hsa:401720
FIGLA_HUMAN	hsa:344018
FIGN_HUMAN	hsa:55137
FIL1L_HUMAN	hsa:11259
FILA2_HUMAN	hsa:388698
FILA_HUMAN	hsa:2312
FINC_HUMAN	hsa:2335
FIP1_HUMAN	hsa:81608
FIS1_HUMAN	hsa:51024
FITM1_HUMAN	hsa:161247
FITM2_HUMAN	hsa:128486
FIZ1_HUMAN	hsa:84922
FJX1_HUMAN	hsa:24147
FKB10_HUMAN	hsa:60681
FKB11_HUMAN	hsa:51303
FKB14_HUMAN	hsa:55033
FKB15_HUMAN	hsa:23307
FKB1A_HUMAN	hsa:2280
FKB1B_HUMAN	hsa:2281
FKBP2_HUMAN	hsa:2286
FKBP3_HUMAN	hsa:2287
FKBP4_HUMAN	hsa:2288
FKBP5_HUMAN	hsa:2289
FKBP6_HUMAN	hsa:8468
FKBP7_HUMAN	hsa:51661
FKBP8_HUMAN	hsa:23770
FKBP9_HUMAN	hsa:11328
FKBPL_HUMAN	hsa:63943
FKRP_HUMAN	hsa:79147
FKTN_HUMAN	hsa:2218
FL2D_HUMAN	hsa:9589
FLCN_HUMAN	hsa:201163
FLI1_HUMAN	hsa:2313
FLII_HUMAN	hsa:2314
FLIP1_HUMAN	hsa:27145
FLNA_HUMAN	hsa:2316
FLNB_HUMAN	hsa:2317
FLNC_HUMAN	hsa:2318
FLOT1_HUMAN	hsa:10211
FLOT2_HUMAN	hsa:2319
FLOWR_HUMAN	hsa:11094
FLRT1_HUMAN	hsa:23769
FLRT2_HUMAN	hsa:23768
FLRT3_HUMAN	hsa:23767
FLT3L_HUMAN	hsa:2323
FLT3_HUMAN	hsa:2322
FLTOP_HUMAN	hsa:257177
FLVC1_HUMAN	hsa:28982
FLVC2_HUMAN	hsa:55640
FM25A_HUMAN	hsa:644054
FM25A_HUMAN	hsa:643161
FM25A_HUMAN	hsa:100133093
FM25B_HUMAN	hsa:644054
FM25B_HUMAN	hsa:643161
FM25B_HUMAN	hsa:100133093
FM25C_HUMAN	hsa:644054
FM25C_HUMAN	hsa:643161
FM25C_HUMAN	hsa:100133093
FM25G_HUMAN	hsa:644054
FM25G_HUMAN	hsa:643161
FM25G_HUMAN	hsa:100133093
FMN1_HUMAN	hsa:342184
FMN2_HUMAN	hsa:56776
FMNL1_HUMAN	hsa:752
FMNL2_HUMAN	hsa:114793
FMNL3_HUMAN	hsa:91010
FMO1_HUMAN	hsa:2326
FMO3_HUMAN	hsa:2328
FMO4_HUMAN	hsa:2329
FMO5_HUMAN	hsa:2330
FMOD_HUMAN	hsa:2331
FMR1N_HUMAN	hsa:158521
FMR1_HUMAN	hsa:2332
FMT_HUMAN	hsa:123263
FN3K_HUMAN	hsa:64122
FNBP1_HUMAN	hsa:23048
FNBP4_HUMAN	hsa:23360
FND3A_HUMAN	hsa:22862
FND3B_HUMAN	hsa:64778
FNDC1_HUMAN	hsa:84624
FNDC4_HUMAN	hsa:64838
FNDC5_HUMAN	hsa:252995
FNDC7_HUMAN	hsa:163479
FNDC8_HUMAN	hsa:54752
FNDC9_HUMAN	hsa:408263
FNIP1_HUMAN	hsa:96459
FNIP2_HUMAN	hsa:57600
FNTA_HUMAN	hsa:2339
FNTB_HUMAN	hsa:100529261
FNTB_HUMAN	hsa:2342
FOCAD_HUMAN	hsa:54914
FOG1_HUMAN	hsa:161882
FOG2_HUMAN	hsa:23414
FOH1B_HUMAN	hsa:219595
FOLC_HUMAN	hsa:2356
FOLH1_HUMAN	hsa:2346
FOLR1_HUMAN	hsa:2348
FOLR2_HUMAN	hsa:2350
FOLR3_HUMAN	hsa:2352
FOPNL_HUMAN	hsa:123811
FOSB_HUMAN	hsa:2354
FOSL1_HUMAN	hsa:8061
FOSL2_HUMAN	hsa:2355
FOS_HUMAN	hsa:2353
FOXA1_HUMAN	hsa:3169
FOXA2_HUMAN	hsa:3170
FOXA3_HUMAN	hsa:3171
FOXB1_HUMAN	hsa:27023
FOXB2_HUMAN	hsa:442425
FOXC1_HUMAN	hsa:2296
FOXC2_HUMAN	hsa:2303
FOXD1_HUMAN	hsa:2297
FOXD2_HUMAN	hsa:2306
FOXD3_HUMAN	hsa:27022
FOXD4_HUMAN	hsa:2298
FOXE1_HUMAN	hsa:2304
FOXE3_HUMAN	hsa:2301
FOXF1_HUMAN	hsa:2294
FOXF2_HUMAN	hsa:2295
FOXG1_HUMAN	hsa:2290
FOXH1_HUMAN	hsa:8928
FOXI1_HUMAN	hsa:2299
FOXI2_HUMAN	hsa:399823
FOXI3_HUMAN	hsa:344167
FOXJ1_HUMAN	hsa:2302
FOXJ2_HUMAN	hsa:55810
FOXJ3_HUMAN	hsa:22887
FOXK1_HUMAN	hsa:221937
FOXK2_HUMAN	hsa:3607
FOXL1_HUMAN	hsa:2300
FOXL2_HUMAN	hsa:668
FOXM1_HUMAN	hsa:2305
FOXN1_HUMAN	hsa:8456
FOXN2_HUMAN	hsa:3344
FOXN3_HUMAN	hsa:1112
FOXN4_HUMAN	hsa:121643
FOXNB_HUMAN	hsa:401089
FOXO1_HUMAN	hsa:2308
FOXO3_HUMAN	hsa:2309
FOXO4_HUMAN	hsa:4303
FOXP1_HUMAN	hsa:27086
FOXP2_HUMAN	hsa:93986
FOXP3_HUMAN	hsa:50943
FOXP4_HUMAN	hsa:116113
FOXQ1_HUMAN	hsa:94234
FOXR1_HUMAN	hsa:283150
FOXR2_HUMAN	hsa:139628
FOXS1_HUMAN	hsa:2307
FP100_HUMAN	hsa:80233
FPGT_HUMAN	hsa:8790
FPPS_HUMAN	hsa:2224
FPR1_HUMAN	hsa:2357
FPR2_HUMAN	hsa:2358
FPR3_HUMAN	hsa:2359
FPRP_HUMAN	hsa:5738
FR1L5_HUMAN	hsa:90342
FR1L6_HUMAN	hsa:654463
FRAS1_HUMAN	hsa:80144
FRAT1_HUMAN	hsa:10023
FRAT2_HUMAN	hsa:23401
FRDA_HUMAN	hsa:2395
FREM1_HUMAN	hsa:158326
FREM2_HUMAN	hsa:341640
FREM3_HUMAN	hsa:166752
FRG1_HUMAN	hsa:2483
FRG2B_HUMAN	hsa:441581
FRG2C_HUMAN	hsa:100288801
FRG2_HUMAN	hsa:448831
FRIH_HUMAN	hsa:2495
FRIL_HUMAN	hsa:2512
FRITZ_HUMAN	hsa:51057
FRK_HUMAN	hsa:2444
FRM4A_HUMAN	hsa:55691
FRM4B_HUMAN	hsa:23150
FRMD1_HUMAN	hsa:79981
FRMD3_HUMAN	hsa:257019
FRMD6_HUMAN	hsa:122786
FRMD7_HUMAN	hsa:90167
FRMD8_HUMAN	hsa:83786
FRPD1_HUMAN	hsa:22844
FRPD2_HUMAN	hsa:143162
FRPD3_HUMAN	hsa:84443
FRPD4_HUMAN	hsa:9758
FRRS1_HUMAN	hsa:391059
FRS1L_HUMAN	hsa:23732
FRS2_HUMAN	hsa:10818
FRS3_HUMAN	hsa:10817
FRYL_HUMAN	hsa:285527
FRY_HUMAN	hsa:10129
FSBP_HUMAN	hsa:100861412
FSBP_HUMAN	hsa:25788
FSCB_HUMAN	hsa:84075
FSCN1_HUMAN	hsa:6624
FSCN2_HUMAN	hsa:25794
FSCN3_HUMAN	hsa:29999
FSD1L_HUMAN	hsa:83856
FSD1_HUMAN	hsa:79187
FSD2_HUMAN	hsa:123722
FSHB_HUMAN	hsa:2488
FSHR_HUMAN	hsa:2492
FSIP1_HUMAN	hsa:161835
FSTL1_HUMAN	hsa:11167
FSTL3_HUMAN	hsa:10272
FSTL4_HUMAN	hsa:23105
FSTL5_HUMAN	hsa:56884
FST_HUMAN	hsa:10468
FTCD_HUMAN	hsa:10841
FTMT_HUMAN	hsa:94033
FTM_HUMAN	hsa:23322
FTO_HUMAN	hsa:79068
FUBP1_HUMAN	hsa:8880
FUBP2_HUMAN	hsa:8570
FUBP3_HUMAN	hsa:8939
FUCM_HUMAN	hsa:282969
FUCO2_HUMAN	hsa:2519
FUCO_HUMAN	hsa:2517
FUCT1_HUMAN	hsa:55343
FUK_HUMAN	hsa:197258
FUMH_HUMAN	hsa:2271
FUND1_HUMAN	hsa:139341
FUND2_HUMAN	hsa:65991
FURIN_HUMAN	hsa:5045
FUS_HUMAN	hsa:2521
FUT10_HUMAN	hsa:84750
FUT11_HUMAN	hsa:170384
FUT1_HUMAN	hsa:2523
FUT2_HUMAN	hsa:2524
FUT3_HUMAN	hsa:2525
FUT4_HUMAN	hsa:2526
FUT5_HUMAN	hsa:2527
FUT6_HUMAN	hsa:2528
FUT7_HUMAN	hsa:2529
FUT8_HUMAN	hsa:2530
FUT9_HUMAN	hsa:10690
FUZZY_HUMAN	hsa:80199
FWCH1_HUMAN	hsa:84256
FWCH2_HUMAN	hsa:114984
FX4L1_HUMAN	hsa:200350
FX4L3_HUMAN	hsa:286380
FX4L4_HUMAN	hsa:349334
FX4L5_HUMAN	hsa:653427
FX4L6_HUMAN	hsa:653404
FXDC2_HUMAN	hsa:10826
FXL12_HUMAN	hsa:54850
FXL13_HUMAN	hsa:222235
FXL14_HUMAN	hsa:144699
FXL15_HUMAN	hsa:79176
FXL16_HUMAN	hsa:146330
FXL17_HUMAN	hsa:64839
FXL18_HUMAN	hsa:80028
FXL19_HUMAN	hsa:54620
FXL20_HUMAN	hsa:84961
FXL21_HUMAN	hsa:26223
FXL22_HUMAN	hsa:283807
FXR1_HUMAN	hsa:8087
FXR2_HUMAN	hsa:9513
FXRD1_HUMAN	hsa:55572
FXRD2_HUMAN	hsa:80020
FXYD3_HUMAN	hsa:5349
FXYD4_HUMAN	hsa:53828
FXYD5_HUMAN	hsa:53827
FXYD6_HUMAN	hsa:53826
FXYD7_HUMAN	hsa:53822
FYB_HUMAN	hsa:2533
FYCO1_HUMAN	hsa:79443
FYN_HUMAN	hsa:2534
FYV1_HUMAN	hsa:200576
FZD10_HUMAN	hsa:11211
FZD1_HUMAN	hsa:8321
FZD2_HUMAN	hsa:2535
FZD3_HUMAN	hsa:7976
FZD4_HUMAN	hsa:8322
FZD5_HUMAN	hsa:7855
FZD6_HUMAN	hsa:8323
FZD7_HUMAN	hsa:8324
FZD8_HUMAN	hsa:8325
FZD9_HUMAN	hsa:8326
FZR_HUMAN	hsa:51343
G0S2_HUMAN	hsa:50486
G137A_HUMAN	hsa:56834
G137B_HUMAN	hsa:7107
G137C_HUMAN	hsa:283554
G2E3_HUMAN	hsa:55632
G3BP1_HUMAN	hsa:10146
G3BP2_HUMAN	hsa:9908
G3PT_HUMAN	hsa:26330
G3P_HUMAN	hsa:2597
G3ST1_HUMAN	hsa:9514
G3ST2_HUMAN	hsa:64090
G3ST3_HUMAN	hsa:89792
G3ST4_HUMAN	hsa:79690
G45IP_HUMAN	hsa:90480
G6B_HUMAN	hsa:80739
G6PC2_HUMAN	hsa:57818
G6PC3_HUMAN	hsa:92579
G6PC_HUMAN	hsa:2538
G6PD_HUMAN	hsa:2539
G6PI_HUMAN	hsa:2821
G6PT1_HUMAN	hsa:2542
G6PT2_HUMAN	hsa:54020
G6PT3_HUMAN	hsa:219855
G8_HUMAN	hsa:50854
GA2L1_HUMAN	hsa:10634
GA2L2_HUMAN	hsa:246176
GA2L3_HUMAN	hsa:283431
GA45A_HUMAN	hsa:1647
GA45B_HUMAN	hsa:4616
GA45G_HUMAN	hsa:10912
GAB1_HUMAN	hsa:2549
GAB2_HUMAN	hsa:9846
GAB3_HUMAN	hsa:139716
GAB4_HUMAN	hsa:128954
GABP1_HUMAN	hsa:2553
GABP2_HUMAN	hsa:126626
GABPA_HUMAN	hsa:2551
GABR1_HUMAN	hsa:2550
GABR2_HUMAN	hsa:9568
GABT_HUMAN	hsa:18
GADL1_HUMAN	hsa:339896
GAG2A_HUMAN	hsa:729447
GAG2B_HUMAN	hsa:645037
GAG2B_HUMAN	hsa:2574
GAG2E_HUMAN	hsa:26749
GAGE4_HUMAN	hsa:2576
GAGE4_HUMAN	hsa:2543
GAGE5_HUMAN	hsa:2577
GAGE5_HUMAN	hsa:2576
GAGE6_HUMAN	hsa:2578
GAGE7_HUMAN	hsa:26748
GAGE7_HUMAN	hsa:645073
GAGE7_HUMAN	hsa:2579
GAGE7_HUMAN	hsa:100008586
GAK_HUMAN	hsa:2580
GALA_HUMAN	hsa:51083
GALC_HUMAN	hsa:2581
GALE_HUMAN	hsa:2582
GALK1_HUMAN	hsa:2584
GALK2_HUMAN	hsa:2585
GALM_HUMAN	hsa:130589
GALNS_HUMAN	hsa:2588
GALP_HUMAN	hsa:85569
GALR1_HUMAN	hsa:2587
GALR2_HUMAN	hsa:8811
GALR3_HUMAN	hsa:8484
GALT1_HUMAN	hsa:2589
GALT2_HUMAN	hsa:2590
GALT3_HUMAN	hsa:2591
GALT4_HUMAN	hsa:8693
GALT5_HUMAN	hsa:11227
GALT6_HUMAN	hsa:11226
GALT7_HUMAN	hsa:51809
GALT8_HUMAN	hsa:26290
GALT9_HUMAN	hsa:50614
GALT_HUMAN	hsa:2592
GAMT_HUMAN	hsa:2593
GANAB_HUMAN	hsa:23193
GANP_HUMAN	hsa:8888
GAN_HUMAN	hsa:8139
GAPD1_HUMAN	hsa:26130
GAPT_HUMAN	hsa:202309
GAR1_HUMAN	hsa:54433
GARE1_HUMAN	hsa:64762
GARE2_HUMAN	hsa:150946
GARL3_HUMAN	hsa:84253
GAS1_HUMAN	hsa:2619
GAS2_HUMAN	hsa:2620
GAS6_HUMAN	hsa:2621
GAS7_HUMAN	hsa:8522
GAS8_HUMAN	hsa:2622
GASP1_HUMAN	hsa:9737
GASP2_HUMAN	hsa:114928
GASP2_HUMAN	hsa:100528062
GASR_HUMAN	hsa:887
GAST_HUMAN	hsa:2520
GATA1_HUMAN	hsa:2623
GATA2_HUMAN	hsa:2624
GATA3_HUMAN	hsa:2625
GATA4_HUMAN	hsa:2626
GATA5_HUMAN	hsa:140628
GATA6_HUMAN	hsa:2627
GATA_HUMAN	hsa:55278
GATB_HUMAN	hsa:5188
GATC_HUMAN	hsa:283459
GATD1_HUMAN	hsa:57798
GATL2_HUMAN	hsa:729438
GATL3_HUMAN	hsa:652968
GATM_HUMAN	hsa:2628
GATS_HUMAN	hsa:352954
GBA2_HUMAN	hsa:57704
GBA3_HUMAN	hsa:57733
GBB1_HUMAN	hsa:2782
GBB2_HUMAN	hsa:2783
GBB3_HUMAN	hsa:2784
GBB4_HUMAN	hsa:59345
GBB5_HUMAN	hsa:10681
GBF1_HUMAN	hsa:8729
GBG10_HUMAN	hsa:2790
GBG11_HUMAN	hsa:2791
GBG12_HUMAN	hsa:55970
GBG13_HUMAN	hsa:51764
GBG1_HUMAN	hsa:2792
GBG2_HUMAN	hsa:54331
GBG3_HUMAN	hsa:2785
GBG4_HUMAN	hsa:2786
GBG5_HUMAN	hsa:2787
GBG7_HUMAN	hsa:2788
GBG8_HUMAN	hsa:94235
GBGT1_HUMAN	hsa:26301
GBGT2_HUMAN	hsa:2793
GBP1_HUMAN	hsa:2633
GBP2_HUMAN	hsa:2634
GBP3_HUMAN	hsa:2635
GBP4_HUMAN	hsa:115361
GBP5_HUMAN	hsa:115362
GBP6_HUMAN	hsa:163351
GBP7_HUMAN	hsa:388646
GBRA1_HUMAN	hsa:2554
GBRA2_HUMAN	hsa:2555
GBRA3_HUMAN	hsa:2556
GBRA4_HUMAN	hsa:2557
GBRA5_HUMAN	hsa:2558
GBRA6_HUMAN	hsa:2559
GBRAP_HUMAN	hsa:11337
GBRB1_HUMAN	hsa:2560
GBRB2_HUMAN	hsa:2561
GBRB3_HUMAN	hsa:2562
GBRD_HUMAN	hsa:2563
GBRE_HUMAN	hsa:2564
GBRG1_HUMAN	hsa:2565
GBRG2_HUMAN	hsa:2566
GBRG3_HUMAN	hsa:2567
GBRL1_HUMAN	hsa:23710
GBRL2_HUMAN	hsa:11345
GBRP_HUMAN	hsa:2568
GBRR1_HUMAN	hsa:2569
GBRR2_HUMAN	hsa:2570
GBRR3_HUMAN	hsa:200959
GBRT_HUMAN	hsa:55879
GBX1_HUMAN	hsa:2636
GCC1_HUMAN	hsa:79571
GCC2_HUMAN	hsa:9648
GCDH_HUMAN	hsa:2639
GCFC2_HUMAN	hsa:6936
GCH1_HUMAN	hsa:2643
GCKR_HUMAN	hsa:2646
GCM1_HUMAN	hsa:8521
GCM2_HUMAN	hsa:9247
GCN1_HUMAN	hsa:10985
GCNT1_HUMAN	hsa:2650
GCNT3_HUMAN	hsa:9245
GCNT4_HUMAN	hsa:51301
GCNT7_HUMAN	hsa:140687
GCP2_HUMAN	hsa:10844
GCP3_HUMAN	hsa:10426
GCP4_HUMAN	hsa:27229
GCP5_HUMAN	hsa:114791
GCP60_HUMAN	hsa:64746
GCP6_HUMAN	hsa:85378
GCR_HUMAN	hsa:2908
GCSAM_HUMAN	hsa:257144
GCSH_HUMAN	hsa:2653
GCSP_HUMAN	hsa:2731
GCST_HUMAN	hsa:275
GCYA2_HUMAN	hsa:2977
GCYA3_HUMAN	hsa:2982
GCYB1_HUMAN	hsa:2983
GD1L1_HUMAN	hsa:78997
GDAP1_HUMAN	hsa:54332
GDAP2_HUMAN	hsa:54834
GDC_HUMAN	hsa:8034
GDE1_HUMAN	hsa:51573
GDE_HUMAN	hsa:178
GDF10_HUMAN	hsa:2662
GDF11_HUMAN	hsa:10220
GDF15_HUMAN	hsa:9518
GDF1_HUMAN	hsa:2657
GDF2_HUMAN	hsa:2658
GDF3_HUMAN	hsa:9573
GDF5_HUMAN	hsa:8200
GDF6_HUMAN	hsa:392255
GDF7_HUMAN	hsa:151449
GDF8_HUMAN	hsa:2660
GDF9_HUMAN	hsa:2661
GDIA_HUMAN	hsa:2664
GDIB_HUMAN	hsa:2665
GDIR1_HUMAN	hsa:396
GDIR2_HUMAN	hsa:397
GDIR3_HUMAN	hsa:398
GDNF_HUMAN	hsa:2668
GDN_HUMAN	hsa:5270
GDPD1_HUMAN	hsa:284161
GDPD2_HUMAN	hsa:54857
GDPD3_HUMAN	hsa:79153
GDPD4_HUMAN	hsa:220032
GDPD5_HUMAN	hsa:81544
GDPP1_HUMAN	hsa:390637
GDS1_HUMAN	hsa:5910
GELS_HUMAN	hsa:2934
GEMC1_HUMAN	hsa:647309
GEMI2_HUMAN	hsa:8487
GEMI4_HUMAN	hsa:50628
GEMI5_HUMAN	hsa:25929
GEMI6_HUMAN	hsa:79833
GEMI7_HUMAN	hsa:79760
GEMI8_HUMAN	hsa:54960
GEMI_HUMAN	hsa:51053
GEM_HUMAN	hsa:2669
GEN_HUMAN	hsa:348654
GEPH_HUMAN	hsa:10243
GET4_HUMAN	hsa:51608
GFAP_HUMAN	hsa:2670
GFI1B_HUMAN	hsa:8328
GFI1_HUMAN	hsa:2672
GFOD1_HUMAN	hsa:54438
GFOD2_HUMAN	hsa:81577
GFPT1_HUMAN	hsa:2673
GFPT2_HUMAN	hsa:9945
GFRA1_HUMAN	hsa:2674
GFRA2_HUMAN	hsa:2675
GFRA3_HUMAN	hsa:2676
GFRA4_HUMAN	hsa:64096
GFRAL_HUMAN	hsa:389400
GFRP_HUMAN	hsa:2644
GFY_HUMAN	hsa:100507003
GG12C_HUMAN	hsa:729428
GG12C_HUMAN	hsa:729431
GG12C_HUMAN	hsa:729422
GG12C_HUMAN	hsa:100132399
GG12F_HUMAN	hsa:26748
GG12F_HUMAN	hsa:645073
GG12F_HUMAN	hsa:2579
GG12F_HUMAN	hsa:100008586
GG12G_HUMAN	hsa:26748
GG12G_HUMAN	hsa:645073
GG12G_HUMAN	hsa:2579
GG12G_HUMAN	hsa:100008586
GG12H_HUMAN	hsa:729442
GG12I_HUMAN	hsa:26748
GG12I_HUMAN	hsa:645073
GG12I_HUMAN	hsa:2579
GG12I_HUMAN	hsa:100008586
GG6L2_HUMAN	hsa:283685
GG6L4_HUMAN	hsa:643707
GG6L6_HUMAN	hsa:727832
GG6L9_HUMAN	hsa:440295
GG6LA_HUMAN	hsa:647042
GG6LS_HUMAN	hsa:101927601
GGA1_HUMAN	hsa:26088
GGA2_HUMAN	hsa:23062
GGA3_HUMAN	hsa:23163
GGACT_HUMAN	hsa:87769
GGCT_HUMAN	hsa:79017
GGE2D_HUMAN	hsa:729408
GGE2D_HUMAN	hsa:100101629
GGEE3_HUMAN	hsa:389860
GGH_HUMAN	hsa:8836
GGNB2_HUMAN	hsa:79893
GGN_HUMAN	hsa:199720
GGPPS_HUMAN	hsa:9453
GGT1_HUMAN	hsa:2678
GGT5_HUMAN	hsa:2687
GGT6_HUMAN	hsa:124975
GGT7_HUMAN	hsa:2686
GGTL1_HUMAN	hsa:92086
GGTL2_HUMAN	hsa:91227
GHC1_HUMAN	hsa:79751
GHC2_HUMAN	hsa:83733
GHDC_HUMAN	hsa:84514
GHITM_HUMAN	hsa:27069
GHRHR_HUMAN	hsa:2692
GHRL_HUMAN	hsa:51738
GHR_HUMAN	hsa:2690
GHSR_HUMAN	hsa:2693
GID4_HUMAN	hsa:79018
GID8_HUMAN	hsa:54994
GILT_HUMAN	hsa:10437
GIMA1_HUMAN	hsa:170575
GIMA2_HUMAN	hsa:26157
GIMA4_HUMAN	hsa:55303
GIMA5_HUMAN	hsa:55340
GIMA6_HUMAN	hsa:474344
GIMA7_HUMAN	hsa:168537
GIMA8_HUMAN	hsa:155038
GIMD1_HUMAN	hsa:100507096
GIN1_HUMAN	hsa:54826
GINM1_HUMAN	hsa:116254
GIPC1_HUMAN	hsa:10755
GIPC2_HUMAN	hsa:54810
GIPC3_HUMAN	hsa:126326
GIPR_HUMAN	hsa:2696
GIP_HUMAN	hsa:2695
GIT1_HUMAN	hsa:28964
GIT2_HUMAN	hsa:9815
GKAP1_HUMAN	hsa:80318
GKN1_HUMAN	hsa:56287
GKN2_HUMAN	hsa:200504
GL1AD_HUMAN	hsa:81488
GL1D1_HUMAN	hsa:144423
GL6D1_HUMAN	hsa:360203
GL8D1_HUMAN	hsa:55830
GL8D2_HUMAN	hsa:83468
GLB1L_HUMAN	hsa:79411
GLBL2_HUMAN	hsa:89944
GLBL3_HUMAN	hsa:112937
GLCE_HUMAN	hsa:26035
GLCI1_HUMAN	hsa:113263
GLCM_HUMAN	hsa:2629
GLCNE_HUMAN	hsa:10020
GLCTK_HUMAN	hsa:132158
GLD2_HUMAN	hsa:167153
GLDN_HUMAN	hsa:342035
GLE1_HUMAN	hsa:2733
GLGB_HUMAN	hsa:2632
GLHA_HUMAN	hsa:1081
GLI1_HUMAN	hsa:2735
GLI2_HUMAN	hsa:2736
GLI3_HUMAN	hsa:2737
GLI4_HUMAN	hsa:2738
GLIP1_HUMAN	hsa:11010
GLIS1_HUMAN	hsa:148979
GLIS2_HUMAN	hsa:84662
GLIS3_HUMAN	hsa:169792
GLMN_HUMAN	hsa:11146
GLNA_HUMAN	hsa:2752
GLO2_HUMAN	hsa:3029
GLOD4_HUMAN	hsa:51031
GLOD5_HUMAN	hsa:392465
GLP1R_HUMAN	hsa:2740
GLP2R_HUMAN	hsa:9340
GLP3L_HUMAN	hsa:55204
GLPB_HUMAN	hsa:2994
GLPC_HUMAN	hsa:2995
GLPE_HUMAN	hsa:2996
GLPK2_HUMAN	hsa:2712
GLPK5_HUMAN	hsa:256356
GLPK_HUMAN	hsa:2710
GLRA1_HUMAN	hsa:2741
GLRA2_HUMAN	hsa:2742
GLRA3_HUMAN	hsa:8001
GLRA4_HUMAN	hsa:441509
GLRB_HUMAN	hsa:2743
GLRX1_HUMAN	hsa:2745
GLRX2_HUMAN	hsa:51022
GLRX3_HUMAN	hsa:10539
GLRX5_HUMAN	hsa:51218
GLR_HUMAN	hsa:2642
GLSK_HUMAN	hsa:2744
GLT10_HUMAN	hsa:55568
GLT12_HUMAN	hsa:79695
GLT13_HUMAN	hsa:114805
GLT14_HUMAN	hsa:79623
GLT15_HUMAN	hsa:117248
GLT16_HUMAN	hsa:57452
GLT18_HUMAN	hsa:374378
GLTL3_HUMAN	hsa:64409
GLTL5_HUMAN	hsa:168391
GLTL6_HUMAN	hsa:442117
GLTP_HUMAN	hsa:51228
GLU2B_HUMAN	hsa:5589
GLUC_HUMAN	hsa:2641
GLYAT_HUMAN	hsa:10249
GLYC_HUMAN	hsa:6470
GLYG2_HUMAN	hsa:8908
GLYG_HUMAN	hsa:2992
GLYL1_HUMAN	hsa:92292
GLYL2_HUMAN	hsa:219970
GLYL3_HUMAN	hsa:389396
GLYM_HUMAN	hsa:6472
GLYR1_HUMAN	hsa:84656
GMCL1_HUMAN	hsa:64395
GMDS_HUMAN	hsa:2762
GMEB1_HUMAN	hsa:10691
GMEB2_HUMAN	hsa:26205
GMFB_HUMAN	hsa:2764
GMFG_HUMAN	hsa:9535
GMIP_HUMAN	hsa:51291
GML_HUMAN	hsa:2765
GMPPA_HUMAN	hsa:29926
GMPPB_HUMAN	hsa:29925
GMPR1_HUMAN	hsa:2766
GMPR2_HUMAN	hsa:51292
GNA11_HUMAN	hsa:2767
GNA13_HUMAN	hsa:10672
GNA14_HUMAN	hsa:9630
GNA15_HUMAN	hsa:2769
GNA1_HUMAN	hsa:64841
GNAI1_HUMAN	hsa:2770
GNAI2_HUMAN	hsa:2771
GNAI3_HUMAN	hsa:2773
GNAL_HUMAN	hsa:2774
GNAO_HUMAN	hsa:2775
GNAQ_HUMAN	hsa:2776
GNAS2_HUMAN	hsa:2778
GNAS3_HUMAN	hsa:2778
GNAT1_HUMAN	hsa:2779
GNAT2_HUMAN	hsa:2780
GNAT3_HUMAN	hsa:346562
GNAZ_HUMAN	hsa:2781
GNB1L_HUMAN	hsa:54584
GNDS_HUMAN	hsa:5900
GNL1_HUMAN	hsa:2794
GNL3L_HUMAN	hsa:54552
GNL3_HUMAN	hsa:26354
GNLY_HUMAN	hsa:10578
GNMT_HUMAN	hsa:27232
GNPAT_HUMAN	hsa:8443
GNPI1_HUMAN	hsa:10007
GNPI2_HUMAN	hsa:132789
GNPTA_HUMAN	hsa:79158
GNPTG_HUMAN	hsa:84572
GNRHR_HUMAN	hsa:2798
GNS_HUMAN	hsa:2799
GNT2B_HUMAN	hsa:2651
GNT2C_HUMAN	hsa:2651
GNTK_HUMAN	hsa:414328
GO45_HUMAN	hsa:8548
GOG6A_HUMAN	hsa:342096
GOG6B_HUMAN	hsa:55889
GOG6C_HUMAN	hsa:653641
GOG6D_HUMAN	hsa:653643
GOG7B_HUMAN	hsa:401647
GOG8A_HUMAN	hsa:23015
GOG8B_HUMAN	hsa:440270
GOG8H_HUMAN	hsa:728498
GOG8J_HUMAN	hsa:653073
GOG8M_HUMAN	hsa:653720
GOG8N_HUMAN	hsa:643699
GOG8O_HUMAN	hsa:728047
GOG8R_HUMAN	hsa:101059918
GOGA1_HUMAN	hsa:2800
GOGA2_HUMAN	hsa:2801
GOGA3_HUMAN	hsa:2802
GOGA4_HUMAN	hsa:2803
GOGA5_HUMAN	hsa:9950
GOGA7_HUMAN	hsa:51125
GOGB1_HUMAN	hsa:2804
GOLI_HUMAN	hsa:55819
GOLM1_HUMAN	hsa:51280
GOLP3_HUMAN	hsa:64083
GON2_HUMAN	hsa:2797
GON4L_HUMAN	hsa:54856
GOPC_HUMAN	hsa:57120
GORAB_HUMAN	hsa:92344
GORS1_HUMAN	hsa:64689
GORS2_HUMAN	hsa:26003
GOSR1_HUMAN	hsa:9527
GOSR2_HUMAN	hsa:9570
GOT1A_HUMAN	hsa:127845
GOT1B_HUMAN	hsa:51026
GP101_HUMAN	hsa:83550
GP107_HUMAN	hsa:57720
GP108_HUMAN	hsa:56927
GP119_HUMAN	hsa:139760
GP126_HUMAN	hsa:57211
GP132_HUMAN	hsa:29933
GP135_HUMAN	hsa:64582
GP139_HUMAN	hsa:124274
GP141_HUMAN	hsa:353345
GP142_HUMAN	hsa:350383
