From	To
E7E2P6_HUMAN	ND3
E9PS34_HUMAN	NAP1L4
F2Z3L6_HUMAN	GUSB
F5CUT2_HUMAN	ND2
F5H515_HUMAN	DNAH10
F8RZN0_HUMAN	ND2
F8WCM8_HUMAN	EPHB6
G4W3B5_HUMAN	ND4
G9LLB5_HUMAN	ND5
H0UID5_HUMAN	AP2B1
H9E7A3_HUMAN	ND2
H9Q7X0_HUMAN	ND2
I3L3R1_HUMAN	HOXB8
I3L4V2_HUMAN	FOPNL
J3KPQ3_HUMAN	NR1I2
O19760_HUMAN	HLA-DQA1
Q2QBA2_HUMAN	TNFSF13
Q53X91_HUMAN	SULT1E1
Q5XTG6_HUMAN	ND2
Q5Y191_HUMAN	AURKC
Q68DL0_HUMAN	DKFZp779K1237
Q9B2V9_HUMAN	ND3
R4I9Z4_HUMAN	ND5
S4UQ76_HUMAN	COX2
U5Z9R9_HUMAN	COX2
V9QDN7_HUMAN	MC1R
W4VSQ9_HUMAN	TRIP10
X5BKA4_HUMAN	COX2
A0A023QVC6_HUMAN	ND5
A0A024R3P0_HUMAN	hCG_1983452
A0A024RD56_HUMAN	TJAP1
A0A0S2Z454_HUMAN	MEF2A
A0JD25_HUMAN	hADV29S1
A6ZDH3_HUMAN	ND6
B2RB89_HUMAN	PRKACB
B3KVC8_HUMAN	IBRDC1
B4DGW9_HUMAN	HPCAL4
B4DHQ7_HUMAN	PLXNC1
B4DMQ7_HUMAN	TP53I3
B4E124_HUMAN	ANKLE1
B7Z306_HUMAN	UBE2E1
B7Z3M0_HUMAN	PODNL1
C6ZRJ6_HUMAN	TCF7L2
D2DTW1_HUMAN	MEFV
E5RIQ1_HUMAN	LY6E
E9PFM0_HUMAN	TRIM6
G1JVH5_HUMAN	ND6
H9Q8L4_HUMAN	ND6
I3L4L7_HUMAN	TRAP1
J3QRS3_HUMAN	MYL12A
Q6ZYK7_HUMAN	COX-2
Q71QC6_HUMAN	ZNF331
A0A024R3H9_HUMAN	SLC37A4
A0A097Q5J3_HUMAN	ND5
B4DT96_HUMAN	NUPL2
B7Z1Y6_HUMAN	CNTNAP2
D3DPF9_HUMAN	TTN
D3DXI2_HUMAN	hCG_28371
K7EJF7_HUMAN	TMUB2
M0R0R0_HUMAN	ZNF814
Q5U8S2_HUMAN	STX10
A0A023QIP2_HUMAN	ND2
A0A023QQE5_HUMAN	ND6
A0A023QRK5_HUMAN	ND6
A0A059QHV3_HUMAN	ND3
A0A059RRM4_HUMAN	ND3
A0A087WT08_HUMAN	ZNF221
A0A087WZN1_HUMAN	IDH3B
A0A087WZN3_HUMAN	DHRS11
A0A0A0MRJ6_HUMAN	PCMT1
A0A0A0MTC7_HUMAN	LAMA4
A0A0J9YY16_HUMAN	DLGAP2
B3KWA8_HUMAN	ADCY5
B4DF51_HUMAN	CD33
B4DLN5_HUMAN	SH2B1
B4DM50_HUMAN	MOB4
B4DT68_HUMAN	MYOT
B4DYN2_HUMAN	ABCC12
B4E2I7_HUMAN	DIAPH1
B5MDW0_HUMAN	ERG
B7Z2U2_HUMAN	TOM1L2
B7Z7Y1_HUMAN	RAPGEF6
B8XYF4_HUMAN	ND2
C5J406_HUMAN	HLA-B
D0EV56_HUMAN	HLA-DRB1
D3DP96_HUMAN	RND3
D3DSN9_HUMAN	PRMT2
D6C3M0_HUMAN	ND4
D7RIG6_HUMAN	HLA-DRB1
E9PHG0_HUMAN	KEL
F1AIH3_HUMAN	ND3
F1B6S1_HUMAN	ND3
F2WEV7_HUMAN	ND5
H9LP57_HUMAN	ND5
I3Q3L2_HUMAN	ND3
J3KNW7_HUMAN	CEP83
J3KS72_HUMAN	TRIM37
Q5ST80_HUMAN	FLOT1
Q5U077_HUMAN	LDHB
Q6FGN4_HUMAN	TNFSF13
Q8WUS2_HUMAN	LRRC28
X5D2P6_HUMAN	NLGN3
X6R7S7_HUMAN	FRMD7
A0A024R794_HUMAN	TNPO3
A0A024RCL4_HUMAN	ZNF323
A0A087WSV8_HUMAN	NUCB2
A0A0C4DGZ7_HUMAN	ANKDD1A
A0A0J9YW13_HUMAN	RBM8A
A6XMH3_HUMAN	PRL
A6ZBM3_HUMAN	ND5
B0ZBE0_HUMAN	ADRA1D
B4DFN8_HUMAN	PTH2R
B4E0K5_HUMAN	MAPK14
B4E1P3_HUMAN	HN1L
B4E3S5_HUMAN	GLIPR1
C9JNI2_HUMAN	GUCA1C
D3DX76_HUMAN	CBFA2T3
E2GIM7_HUMAN	IRF3
E9PIC4_HUMAN	RBBP4
E9PJ33_HUMAN	PACSIN3
G9LLY5_HUMAN	ND4
Q0ZK82_HUMAN	ATP8
Q1ADK8_HUMAN	ND5
Q5JPC9_HUMAN	DKFZp667H216
Q5JRI7_HUMAN	TCEA2
Q8IZS0_HUMAN	MRDS1
V9J9X6_HUMAN	ND2
A0A024R225_HUMAN	TJP2
A0A087WU35_HUMAN	ZNF714
A0A087X1P4_HUMAN	ZNF334
A0A087X1Q3_HUMAN	USP17L26
A4D0T1_HUMAN	LRRN3
A4ZL74_HUMAN	ND4
B2XJ88_HUMAN	ND5
B2Y8X6_HUMAN	ND4
B4DZG7_HUMAN	ARL1
B4E372_HUMAN	RCBTB2
B7Z369_HUMAN	SUSD4
B7ZAR1_HUMAN	CCT5
B9ED50_HUMAN	NADH3
C9D5R1_HUMAN	ND4
D2WEZ3_HUMAN	NOTCH2
D3DT36_HUMAN	GFI1
D3DT49_HUMAN	RWDD3
D3DU03_HUMAN	hCG_95695
D3DUR0_HUMAN	PLEKHG6
E2JJS1_HUMAN	DUX4
E9JYA5_HUMAN	ND2
F8WAL6_HUMAN	ABI2
H0YLJ1_HUMAN	ATP8B4
H3BPN3_HUMAN	TRAPPC2L
H8YS97_HUMAN	WNT11
J3KPA4_HUMAN	VEGFA
K9N0C7_HUMAN	il15ra
L7XV85_HUMAN	ND5
Q6IMJ8_HUMAN	OLFM1
Q96RZ2_HUMAN	RJD9
Q9B2V4_HUMAN	ND5
A0A024RDX3_HUMAN	ATP7B
A0A059QVT6_HUMAN	ND3
A0A059RLE2_HUMAN	ND3
A0A087WVN7_HUMAN	TRIM49D1
A0A090KFR2_HUMAN	HLA-B
A0A0A0MTI2_HUMAN	SH2B2
A1ECB6_HUMAN	NKX2-5
A8MPY5_HUMAN	SRPK3
B3KPE6_HUMAN	ZNF608
B3VCG5_HUMAN	CHN2
B4DFY5_HUMAN	MAP2K1
B7ZBN5_HUMAN	KIAA0226L
C5IWY9_HUMAN	HLA-A
D2KR88_HUMAN	ND5
D3DRD3_HUMAN	FGFR2
I3L534_HUMAN	XAF1
I6LM06_HUMAN	FGFR3
J3KN59_HUMAN	BNIP2
J3KQU4_HUMAN	TOM1L1
J7M2B1_HUMAN	EZR-ROS1
K7EL03_HUMAN	ZNF573
K7ESL1_HUMAN	TXNL4A
Q152R5_HUMAN	TBX1
Q5H935_HUMAN	HUWE1
Q5T376_HUMAN	FRMD4A
Q6PIP6_HUMAN	IMPA2
U3LQM9_HUMAN	ND2
A0A023QXN0_HUMAN	ATP8
A0A024QZI3_HUMAN	CPT1C
A0A024QZY5_HUMAN	PRPF4B
A0A075B6P5_HUMAN	IGKV2D-28
A0A087WY26_HUMAN	NBPF9
A0A0P0HJ83_HUMAN	MC1R
A1L384_HUMAN	LHFPL3
B4DJC3_HUMAN	H2AFY
B4E1Z9_HUMAN	PSTPIP1
B5BU52_HUMAN	CSK
C5IWY4_HUMAN	HLA-A
E7EP81_HUMAN	CORO7
E9PNT4_HUMAN	ZNF585B
F1CIP3_HUMAN	ND5
G5E9P6_HUMAN	SOD2
H0YLT7_HUMAN	PRTG
I3Q2Q4_HUMAN	ND6
O15187_HUMAN	TIAL1
Q5TEC6_HUMAN	HIST2H3PS2
Q6FGT0_HUMAN	AQP9
Q86YL8_HUMAN	IL18R1
T1Q524_HUMAN	ND6
U3NG26_HUMAN	BTK
V9J6L5_HUMAN	ND2
A0A023QFH0_HUMAN	ND5
A0A024RBS0_HUMAN	DDX55
A0A087WUE5_HUMAN	CCL16
A0A090N7X8_HUMAN	ACCN3
A6Z8G6_HUMAN	ND3
B4DPZ9_HUMAN	DNM1L
B4DQT1_HUMAN	MAEA
B7Z2T3_HUMAN	TTC26
B9VVT8_HUMAN	HNF4alpha
C5IYE4_HUMAN	HLA-Cw
D3DQ70_HUMAN	SERBP1
D3DUG9_HUMAN	USP14
D3DWV9_HUMAN	hCG_2004980
D3YPT7_HUMAN	COX2
E5EWL4_HUMAN	COX2
E7EQ64_HUMAN	PRSS1
F1B657_HUMAN	ND2
F6KD01_HUMAN	PTEN
G9LEM5_HUMAN	ND5
G9LGV6_HUMAN	ND6
I7GW38_HUMAN	ND3
J3KNC9_HUMAN	CLEC3A
K7PPA8_HUMAN	TP53
Q1W0U7_HUMAN	ND5
Q2TA81_HUMAN	DOK1
Q5TF85_HUMAN	FAM46A
Q5Y7C6_HUMAN	HLA-DQA1
Q6MZZ4_HUMAN	DKFZp686H0575
Q6VIZ4_HUMAN	ND5
Q8HNR1_HUMAN	COX2
A0A024R028_HUMAN	C6orf32
A0A087WXK8_HUMAN	FAM83D
A8K571_HUMAN	BMP7
C5HTZ1_HUMAN	SCNN1A
C9JYH8_HUMAN	WDR45
D3DPG0_HUMAN	TTN
F1T0E5_HUMAN	CADPS
G5E9W3_HUMAN	CPSF3
I6QTG3_HUMAN	GPC3
Q32MK9_HUMAN	ZNF509
Q6IFQ5_HUMAN	OR10C1
Q6VI80_HUMAN	ND4
Q6ZN50_HUMAN	OSBP2
A0A024R8B0_HUMAN	ZYG11BL
A0A0G2JJW2_HUMAN	AGER
B0QZZ4_HUMAN	PHF8
C9IYW5_HUMAN	MROH2A
E5KPM7_HUMAN	OGG1
Q541I1_HUMAN	ND5
Q96QI9_HUMAN	GOSR1
V9N5T7_HUMAN	ND5
A0A024QYU9_HUMAN	EIF3S8
A0A024QZE4_HUMAN	NTF5
A0A024QZQ1_HUMAN	SIRT1
A0A024R9C2_HUMAN	ELK4
A0A0K8K5V0_HUMAN	HLA-C
A0A0S2Z3W7_HUMAN	ITPA
A4D0Y8_HUMAN	LEP
B2R5R8_HUMAN	D4S234E
B3KSM0_HUMAN	TMBIM1
F1T0L2_HUMAN	CDHR1
Q9BZ64_HUMAN	FKSG59
V9HWC7_HUMAN	HEL-S-128m
A0A024QZ81_HUMAN	NECAP2
A0A024R3Q6_HUMAN	FBXO28
A0A024RB55_HUMAN	CENTG1
A0A0U5KJH1_HUMAN	HLA-DQB1
B0YJ93_HUMAN	SCN4B
C9J762_HUMAN	MAPK8
D3DVL8_HUMAN	ADCY1
G3V1C2_HUMAN	KRT40
Q5SSV3_HUMAN	DDAH2
A0A024QZ36_HUMAN	WSB1
A0A024R6A3_HUMAN	PSEN1
A0A024RBM3_HUMAN	USP30
A0A0A0MSE3_HUMAN	AGTR1
A0A126LAV5_HUMAN	DR6
B4DXN4_HUMAN	CNKSR1
B7ZVY7_HUMAN	CDC2L1
B7ZVZ1_HUMAN	SEPT8
C0MHM2_HUMAN	SGMS1
A0A023QSS7_HUMAN	ND5
A0A024R7N4_HUMAN	RGS14
A0A024RAL7_HUMAN	MEF2C
A0A068BPU9_HUMAN	ND6
A0A0S2Z662_HUMAN	MCM9
A4D1F7_HUMAN	CCM1
A6YZ26_HUMAN	ND2
B2XKN1_HUMAN	ND5
G3V1T7_HUMAN	GABARAPL1
G5E9X3_HUMAN	FNDC3A
G9LGE9_HUMAN	ND5
O76104_HUMAN	PDE4C
Q5QP19_HUMAN	NFS1
Q5T4U5_HUMAN	ACADM
Q64EU5_HUMAN	HLA-Cw
A0A024QZT8_HUMAN	SERPINB6
A0A024R120_HUMAN	TFCP2
A0A024R5C3_HUMAN	SSH3
A0A024RC53_HUMAN	PDE8A
A8R1N6_HUMAN	ND6
B2KLY6_HUMAN	ND4
E5E1A6_HUMAN	COX2
G9JKG7_HUMAN	EPO
H9QVE0_HUMAN	COX3
Q4JCQ2_HUMAN	BMP6
Q53Y73_HUMAN	DLX5
Q546I7_HUMAN	HLA-C
A0A024QZM5_HUMAN	KIAA1274
A0A024R5J4_HUMAN	SSH3
A0A024RCS7_HUMAN	KIFC1
A0A059RUA6_HUMAN	ND5
A0A068BDV0_HUMAN	BRCA1
B0YIY5_HUMAN	CD3G
C5IWX6_HUMAN	HLA-A
C8Y8P1_HUMAN	ND5
D3DTZ7_HUMAN	SEPT4
D6RHC2_HUMAN	ZCCHC10
D6W5S0_HUMAN	SMURF1
H9LNU2_HUMAN	ND5
H9SQF7_HUMAN	ND5
I3QA79_HUMAN	ND5
Q4EWF0_HUMAN	ND5
Q4GLM9_HUMAN	NADH5
Q6IFG6_HUMAN	OR10A5
Q6IZA2_HUMAN	FUT1
Q7YEG3_HUMAN	ND5
Q7Z3A3_HUMAN	DKFZp686M216
Q8HG20_HUMAN	ND5
Q9UBW9_HUMAN	AT3
R4GMQ2_HUMAN	DLG5
V9HW90_HUMAN	HEL-75
A0A024RC37_HUMAN	P15RS
A1DSK0_HUMAN	ND5
B2RGG0_HUMAN	ZBTB7C
B3KUR1_HUMAN	FBXO11
C4B4C6_HUMAN	feat
D3DPS9_HUMAN	MRPS15
G3V115_HUMAN	LRRC34
G3V203_HUMAN	RPL18
G3V4T4_HUMAN	TCL1A
G5E9A7_HUMAN	DMWD
Q29748_HUMAN	HLA-B
Q29911_HUMAN	HLA-B*1513
Q5U0D2_HUMAN	DKFZp686P11128
Q8WY19_HUMAN	DSCAM
A0A024R252_HUMAN	FGD3
A0A024R3Z1_HUMAN	MAP2
A0A024R6J0_HUMAN	C14orf118
A0A024R732_HUMAN	SNTB2
A0A097IW49_HUMAN	GJA8
B2RDU6_HUMAN	MVK
B3VCF5_HUMAN	CHN2
G3V207_HUMAN	TMCC3
Q96P73_HUMAN	DFFB
Q9B2W5_HUMAN	ND4
A0A024R0T7_HUMAN	TEX101
A0A024R398_HUMAN	ANKRD49
A0A024R3T3_HUMAN	TMEM63A
A0A024R8D8_HUMAN	PAEP
B7Z4K9_HUMAN	NAP1L1
B7Z6U3_HUMAN	ACP2
C5J400_HUMAN	HLA-B
C9JVP0_HUMAN	FOXJ3
E9PLZ3_HUMAN	RNH1
F8W6M3_HUMAN	ZDHHC3
F8WDE8_HUMAN	SKIV2L
G3V1J5_HUMAN	DIS3
I1Z9G3_HUMAN	PFKFB1
O75238_HUMAN	PSG1
Q4GJP0_HUMAN	NADH5
Q4VAQ3_HUMAN	CHRNA4
A0A024R814_HUMAN	RPL7
A0A024R937_HUMAN	TNFSF4
A0A024RA36_HUMAN	KIAA0241
A0A024RB97_HUMAN	TAC3
A0A0C4DGX3_HUMAN	EDA
A2ACR1_HUMAN	PSMB9
A8K015_HUMAN	SULT2A1
B7ZM87_HUMAN	SRGAP2
C9JZI7_HUMAN	NAP1L4
F2Z2Y9_HUMAN	SIRPB2
G9LAZ4_HUMAN	COX2
G9LI64_HUMAN	ND2
Q9B2Z3_HUMAN	ND2
A0A024R5T1_HUMAN	TCF12
A4D125_HUMAN	SOSTDC1
A8MUU7_HUMAN	RAB37
B4DNJ1_HUMAN	PLAT
D3DNA7_HUMAN	SLC41A3
D3DUW5_HUMAN	DNM1L
F5H5S9_HUMAN	ASB8
H3BM58_HUMAN	VPS9D1
I3Q4M2_HUMAN	COX2
I6QHF7_HUMAN	ND2
Q3SYF1_HUMAN	SNX12
A0A024R0Y5_HUMAN	PFKM
A0A024R1M3_HUMAN	MGC17330
A1Z4V2_HUMAN	COX2
B1NU71_HUMAN	ND5
B4DIE3_HUMAN	TMX3
B4DJ94_HUMAN	ATP9B
I3L1Z6_HUMAN	ABCC6
Q573B4_HUMAN	LCK
Q6PEW3_HUMAN	ATP10D
A0A024R2F3_HUMAN	TATDN2
A0A024R6B5_HUMAN	HSPA2
A0A024RB05_HUMAN	CD63
B7Z5B4_HUMAN	CEACAM3
E2FPA7_HUMAN	ND5
E7E499_HUMAN	ND2
K7ES30_HUMAN	ZNF180
A0A024R2M7_HUMAN	OXSR1
A0A024R7N6_HUMAN	PIK3R2
A0A024R9T1_HUMAN	hCG_39634
A0A0G2JI09_HUMAN	MSH5
A0A126GVG1_HUMAN	OR4S2
B2RE76_HUMAN	CHMP2B
B4DJX9_HUMAN	STX16
B7ZCJ6_HUMAN	VARS2
E9PI39_HUMAN	EEF1D
F6N1U0_HUMAN	ND6
G3V0Z8_HUMAN	FBXO16
G9LCQ3_HUMAN	ND2
I2G9G1_HUMAN	HLA-DPA1
Q5SZ64_HUMAN	SF3B4
Q7LC14_HUMAN	NFKBIE
Q9B2X8_HUMAN	ND4
X5D146_HUMAN	BTNL2
A0A024QZF6_HUMAN	AKT1S1
A0A024R6P5_HUMAN	MTA1
A0A024RB84_HUMAN	ERBB3
A0A0G2JH46_HUMAN	HLA-DRA
A3KCU8_HUMAN	RNF19
D6R9R1_HUMAN	MCCC2
Q75MR5_HUMAN	TOM7
Q8IXN4_HUMAN	MAK
V9N7M1_HUMAN	CYTB
A0A024R1Y6_HUMAN	PALM
A0A0A7E6I2_HUMAN	ERAP1
A0A0G2JJ13_HUMAN	PSMB9
A1DV51_HUMAN	ND4
B3KNF6_HUMAN	SEC61A1
D6BXZ9_HUMAN	ND2
D6C0C7_HUMAN	ND5
D6RAW1_HUMAN	GTF2H2C
F2YMB8_HUMAN	ND5
I3L232_HUMAN	B3GNTL1
K7PPU3_HUMAN	CDKN2B
Q4G9P1_HUMAN	cytb
Q4VG42_HUMAN	ATP8
Q5K3W3_HUMAN	HLA-D
Q8WUV1_HUMAN	TSPAN18
A0A024QYZ8_HUMAN	hCG_1985585
A0A075B7A7_HUMAN	ZNF780B
A0A126GW41_HUMAN	OR4F15
A8JN25_HUMAN	ND2
B3KRB7_HUMAN	IKBKB
B7ZMN2_HUMAN	XKR3
C3W5D6_HUMAN	CYTB
D5M834_HUMAN	ND5
E5RIX6_HUMAN	SERF1A
Q0PHP6_HUMAN	HLA-C
Q4GVU8_HUMAN	COI
A0A024R7X3_HUMAN	ATP6V1H
B4DWG0_HUMAN	RCBTB2
E7CLZ5_HUMAN	COX3
E9PEM0_HUMAN	ARHGEF4
F8W201_HUMAN	TMBIM6
G3V0I8_HUMAN	SREBF2
G3V180_HUMAN	DPP3
G3V1C1_HUMAN	AKR1E2
Q498B9_HUMAN	ASXL1
A0A024R2B8_HUMAN	MBD2
A0A024R7M3_HUMAN	CSPG3
A0A024RDT1_HUMAN	MTRF1
A0A0D9SF76_HUMAN	DLL1
A0A0S2Z5M8_HUMAN	ELAC2
A4D2L1_HUMAN	RAMP3
B0UXQ0_HUMAN	HLA-A
B1A4G7_HUMAN	GH1
C1ID52_HUMAN	CYP2D6
G3XAJ6_HUMAN	RFTN1
Q4F5W1_HUMAN	ND2
Q4ZEH6_HUMAN	ND2
Q53XR6_HUMAN	SMAD2
Q549M8_HUMAN	C14orf166
A0A023QRX9_HUMAN	COX2
A0A024R4N6_HUMAN	ZNF577
A0A090N7S8_HUMAN	ZNF398
A0A0S2Z3G3_HUMAN	SLC25A10
A1DVU9_HUMAN	ND5
A8MX15_HUMAN	WBP1
G3V387_HUMAN	SERPINA1
G3V588_HUMAN	ITPK1
G3XAK1_HUMAN	MST1
Q4G6Z0_HUMAN	NADH2
Q5H907_HUMAN	MAGED2
Q5T9Y4_HUMAN	TNFSF11
Q9UBR6_HUMAN	TERT
A0A024QZ59_HUMAN	TRAF4
A0A024RCW6_HUMAN	PPARD
A0A024RD43_HUMAN	PRIM2A
A0A087WWJ3_HUMAN	KRTAP5-4
A0A0A0MT18_HUMAN	ZNF623
A0A0U5J8I0_HUMAN	TNLG5A
A0A140HIE5_HUMAN	BRCA1
A8K3C2_HUMAN	NECAP1
B2R6D8_HUMAN	CDC42EP4
B4DDG6_HUMAN	PTPN7
H0YCR7_HUMAN	RNH1
M1RL68_HUMAN	HLA-A
Q15HH9_HUMAN	COX2
Q4GAR3_HUMAN	ATPase
Q4GB09_HUMAN	cytb
Q86X91_HUMAN	PTK7
A0A024R542_HUMAN	TNKS1BP1
A1Z565_HUMAN	CYTB
E9PNV2_HUMAN	RABGAP1L
G3V1A9_HUMAN	NCAPD3
H9NIM5_HUMAN	RGS20
Q5HYF5_HUMAN	DKFZp313C1916
U3L957_HUMAN	CYTB
A0A0G2JLK6_HUMAN	PPT2
A4D0W0_HUMAN	LSM8
B2XHU6_HUMAN	ND5
B4DDB6_HUMAN	HNRPA3
F5H285_HUMAN	CCDC92
Q5VT82_HUMAN	PCDH9
Q5W005_HUMAN	IL2RA
Q6RMM5_HUMAN	ND5
Q6RS27_HUMAN	ND5
Q7Y6V6_HUMAN	COX1
Q96F92_HUMAN	TAZ
R9Y323_HUMAN	ND4
A0A024R1T2_HUMAN	KRTHA5
A0A024R6S6_HUMAN	FTS
A0A024R7Q1_HUMAN	RNF44
A0A0A8K8C2_HUMAN	URLC7
A0M8W4_HUMAN	UBE2V2
A0M8W9_HUMAN	NGB
A2RUS0_HUMAN	ADRA2B
D3DS96_HUMAN	BAZ1A
H0YH52_HUMAN	HYDIN
Q7Y7B0_HUMAN	ND4
A0A126GVP1_HUMAN	OR3A1
A5D8W4_HUMAN	CDH1
B4E059_HUMAN	NUDT13
G3V0I9_HUMAN	DECR2
G3V118_HUMAN	PPP1R42
K7ENL2_HUMAN	WBP2
Q09U41_HUMAN	COX2
Q96G26_HUMAN	MTF2
Q9BXE4_HUMAN	FKSG51
A0A024R0K3_HUMAN	BCKDHA
A0A024R1Q0_HUMAN	SREBF2
A0A140G952_HUMAN	CRYAA
A4D1U7_HUMAN	CLECSF5
B4DIH5_HUMAN	COPS2
D7RIH0_HUMAN	HLA-DRB1
G3V1E0_HUMAN	FBXO3
G5E9R0_HUMAN	ACTB
H0UI99_HUMAN	ZGPAT
Q4F0N3_HUMAN	ND4
Q5SPU2_HUMAN	TRIM26
Q6TCH8_HUMAN	ME3
Q9B2Y0_HUMAN	ND6
U5L3Q0_HUMAN	ND3
A0A024R6A2_HUMAN	ARID4A
A0A024RAE6_HUMAN	CDC42
A0A126GWI7_HUMAN	OR2M2
B7Z3I4_HUMAN	CHD2
F1T0F2_HUMAN	TLX2
F8WDU0_HUMAN	TAF1B
G3V0G6_HUMAN	ELN
O78759_HUMAN	ND2
Q4GPN6_HUMAN	COIII
Q6PIF1_HUMAN	TTC7B
A0A024R3V6_HUMAN	ARV1
A0A024RDD8_HUMAN	DKFZp686L1814
A0A087WY64_HUMAN	B3GALNT2
A0A096LP39_HUMAN	TRIM39-RPP21
A0A0G2JH31_HUMAN	HLA-DQB2
A0A0G2JLB3_HUMAN	GBA
A0N0R1_HUMAN	CCL3
B1AK88_HUMAN	CAPZB
C4N363_HUMAN	KIR3DL1
D3DNE5_HUMAN	DZIP1L
G3V1X1_HUMAN	ZFC3H1
G3V3R4_HUMAN	TUBB3
H0UI04_HUMAN	EPM2A
Q96C94_HUMAN	PHLDB1
Q9B2Z1_HUMAN	ND4L
Q9P1E4_HUMAN	hCG_1775437
A0A024R1Y5_HUMAN	LGP2
A0A024R426_HUMAN	PRKAG3
A0A087WT44_HUMAN	HMOX2
A6XGL3_HUMAN	PRSS1
B2KLD8_HUMAN	COX3
G3V3C6_HUMAN	SHMT2
H9PEI6_HUMAN	CYTB
Q4F3W3_HUMAN	ND5
A0A024R045_HUMAN	hCG_37731
A0A024R1K0_HUMAN	EIF4ENIF1
A0A024R8Y5_HUMAN	SLC19A2
A0A024RC89_HUMAN	ABHD2
A0A0G2JMW8_HUMAN	LILRA2
A7MD06_HUMAN	ZNF483
B2RCP4_HUMAN	IHPK2
E9PK13_HUMAN	PICALM
G3V153_HUMAN	CAPRIN1
G3XAA7_HUMAN	PSG9
H9N1E7_HUMAN	FLT1
A0A024R2Z3_HUMAN	CCR3
A0A024R7T3_HUMAN	HNRPF
A8WEK0_HUMAN	ND2
C5IWY3_HUMAN	HLA-A
E7CM12_HUMAN	ND5
G3V4Q2_HUMAN	SEC23A
H2E272_HUMAN	MST1R
H3BUR4_HUMAN	NOB1
Q6ZQU4_HUMAN	C20orf151
A0A024R1Z4_HUMAN	NKIRAS2
A0A126GWI0_HUMAN	OR3A1
A8K3N4_HUMAN	PTN2
J3KQA9_HUMAN	MTUS2
Q15HL1_HUMAN	ND5
Q5SAC6_HUMAN	ND2
U3KVH5_HUMAN	ND3
V5T9A0_HUMAN	SRRM4
A0A024R6C2_HUMAN	hCG_21618
A0A024R857_HUMAN	FBXL18
A0A0G2JIS2_HUMAN	EHMT2
A0A0K0MJ49_HUMAN	APOBEC3A
A5PKX1_HUMAN	KLHL4
B1ANR0_HUMAN	PABPC4
K7ELX1_HUMAN	NLRP2
Q15H01_HUMAN	CYTB
Q53YY0_HUMAN	AGTR1
Q5SS57_HUMAN	HLA-B
Q5VT61_HUMAN	TRIM46
Q96CZ9_HUMAN	CDH11
X6R5A3_HUMAN	TDP2
A0A024R3K9_HUMAN	NFRKB
A0A024RBY9_HUMAN	HCCS
B2CB77_HUMAN	ATP8
B3KQ23_HUMAN	MEF2B
B7Z6B6_HUMAN	ZNF346
B7ZA85_HUMAN	BRCA1
C9J5S8_HUMAN	ZNF3
C9K0G7_HUMAN	BDH1
C9K0Q9_HUMAN	BCL2L14
E9KL36_HUMAN	TTR
E9PNJ7_HUMAN	NAP1L4
F5H345_HUMAN	HMBS
F8WA18_HUMAN	TRIB2
I3L1N0_HUMAN	PHF23
L7XZG8_HUMAN	ND5
Q5T203_HUMAN	NHLH1
Q5TIH2_HUMAN	SFT2D2
Q7YQB2_HUMAN	HLA-Cw
U3M3X4_HUMAN	ND5
V9HW44_HUMAN	HEL-S-303
A0A024R3A9_HUMAN	JOSD3
A0A024RDH0_HUMAN	CCNI
A0A087X295_HUMAN	WDR6
A0A0D9SFE5_HUMAN	LMNB1
A0A0S2Z3G5_HUMAN	CASP10
A8K1F3_HUMAN	ARPP-21
B2KM00_HUMAN	ND5
B7Z6R6_HUMAN	TTC26
C9JTJ1_HUMAN	ZNF780B
D3DVD1_HUMAN	FCRL3
E9PIM9_HUMAN	RNH1
F8WBB3_HUMAN	ABHD1
H0UI49_HUMAN	LAMA4
K9N163_HUMAN	il15ra
Q5T2B5_HUMAN	CUL2
Q6VK65_HUMAN	ND3
Q7Z2J4_HUMAN	RPS6KA3
Q96B13_HUMAN	PPP2R5C
W4VSR2_HUMAN	MPND
A0A024QZ20_HUMAN	MAPK7
A0A024R2A6_HUMAN	XAGE2
A0A024R2B2_HUMAN	CDH7
A0A024RB48_HUMAN	TENC1
A0A024RDS4_HUMAN	GJB6
A0A0X8GKR4_HUMAN	SLC11A2
A6ZHQ4_HUMAN	ND6
B9ECT3_HUMAN	NADH3
C8YC28_HUMAN	ND2
D8L7E9_HUMAN	MEF2C
E3P8H6_HUMAN	MEFV
F5H1T9_HUMAN	KRTAP2-1
K7EPP4_HUMAN	ANKS3
Q15HH2_HUMAN	ND5
Q2LC93_HUMAN	HLA-A
Q2M3K2_HUMAN	RGS6
Q4F675_HUMAN	ATP8
Q4GEA1_HUMAN	NADH2
Q7YCH3_HUMAN	ATP6
Q8IUW1_HUMAN	ANKRD10
U3L359_HUMAN	ND2
A0A0G2JP96_HUMAN	LILRA1
A0SB29_HUMAN	ND5
A6YUF6_HUMAN	ND2
B2D3W3_HUMAN	ND6
B2XP28_HUMAN	COX2
B5M7M0_HUMAN	COX2
B7Z3B5_HUMAN	RPS6KA2
D2K1G3_HUMAN	COX2
D3DRD6_HUMAN	FGFR2
D6R5P0_HUMAN	ND6
D7NV19_HUMAN	ND4
D7RIG2_HUMAN	HLA-DRB1
G3V411_HUMAN	ZC3H14
G9LMI1_HUMAN	ND5
H6WHI1_HUMAN	ATP8
O14563_HUMAN	A-735G6.3
Q0KH87_HUMAN	KEL
