From	To
E9LY05_HUMAN	HLA-A
E9PGB1_HUMAN	CTBP1
E9PH88_HUMAN	PMS1
E9PIE0_HUMAN	CNKSR1
E9PLF1_HUMAN	GSTM2
E9PN87_HUMAN	SLCO2B1
E9PP98_HUMAN	PEX16
E9PPF6_HUMAN	PPFIA1
E9PQ19_HUMAN	PGAP2
E9PR62_HUMAN	AP2A2
E9PRT7_HUMAN	SYBU
E9PSB9_HUMAN	IFT46
G0X8S3_HUMAN	HLA-B
G0Z8E4_HUMAN	HLA-C
G0Z8F1_HUMAN	HLA-C
G0ZDW7_HUMAN	HLA-C
G0ZMK2_HUMAN	HLA-C
G1EPL8_HUMAN	HLA-B
G1EQL6_HUMAN	HLA-C
G1FDV2_HUMAN	MLL/AF4
G3V258_HUMAN	ADCY4
G3V2S6_HUMAN	ATP6V1D
G3V3H3_HUMAN	KLC1
H2BDQ4_HUMAN	HLA-C
J3KTF9_HUMAN	ORMDL3
K9L7Y7_HUMAN	HLA-A
Q16028_HUMAN	OCRL-1
Q16413_HUMAN	BCL6
Q1PSX1_HUMAN	Gli2
Q29RX9_HUMAN	MTNR1A
Q7Z375_HUMAN	DKFZp686I22213
Q7Z3R7_HUMAN	DKFZp686C06176
Q86WA3_HUMAN	HDM2
Q8TCZ8_HUMAN	APOE
Q8TER2_HUMAN	FLJ00131
X6R7Y7_HUMAN	HSPB11
A0A0A0MS16_HUMAN	KCNIP1
A0A0A0MSE2_HUMAN	HADH
A0A0A0MT72_HUMAN	CCM2
B0L3P7_HUMAN	A4GALT
B1AKH8_HUMAN	RP4-695O20__B.10
C7FDQ5_HUMAN	HLA-B
E0YMJ0_HUMAN	HNF1A
F4NBV3_HUMAN	HLA-B
F4NBZ6_HUMAN	HLA-B
F4NC11_HUMAN	HLA-B
F4NCC0_HUMAN	HLA-B
F5GYF7_HUMAN	COPS7A
F5GYT3_HUMAN	LPCAT3
F5H7T7_HUMAN	KDM2B
G0LNT6_HUMAN	TCF4
G9HW75_HUMAN	HLA-A
H0Y4R5_HUMAN	TMEM201
H0Y5U0_HUMAN	PCCA
H0YBH9_HUMAN	PLAT
H0YBL6_HUMAN	DPY19L4
H0YHS4_HUMAN	TGFBR1
H0YHT0_HUMAN	CRY1
H0YJ01_HUMAN	TTC6
L0R6H4_HUMAN	HLA-C
L0R823_HUMAN	BDH2
Q1PHJ7_HUMAN	GLIS3
Q5JWU1_HUMAN	PIGU
Q9UF61_HUMAN	DKFZp434E202
U3KQB8_HUMAN	C5orf63
U3KQG4_HUMAN	HAUS5
U3KQP6_HUMAN	ASNSD1
A0A059QUX8_HUMAN	ND4L
A0A0A0MRR6_HUMAN	FNDC5
A0A0A0MT93_HUMAN	IGLJ6
A7UP00_HUMAN	HLA-DRB1
A7UP02_HUMAN	HLA-DRB1
A8MUT9_HUMAN	DLG2
B1AQ55_HUMAN	CELA3A
C9JAM5_HUMAN	TBC1D23
E2D5M6_HUMAN	HLA-A
E2D5S1_HUMAN	HLA-C
E2GJL5_HUMAN	HLA-B
E5RGN5_HUMAN	SLC45A4
E5RID2_HUMAN	RASA4
E5RIP6_HUMAN	PENK
F1AQN4_HUMAN	HLA-B
F4YTC6_HUMAN	HLA-B
F5GXE0_HUMAN	M6PR
F5H0F1_HUMAN	CCDC62
F6IQ93_HUMAN	HLA-C
F6IQA6_HUMAN	HLA-C
F6K0U0_HUMAN	DRD4
F6S220_HUMAN	DOCK2
H0Y2S2_HUMAN	MKS1
H0Y3H0_HUMAN	IFITM10
H0Y4B0_HUMAN	ERI3
H0Y787_HUMAN	MEI1
H0Y9M0_HUMAN	PPIP5K2
H0YA53_HUMAN	CLDND1
H0YAP2_HUMAN	PABPC1
H0YB93_HUMAN	RHOQ
H0YBE1_HUMAN	XPO7
H0YFZ0_HUMAN	RFXANK
H0YGS2_HUMAN	TEAD4
H0YJM1_HUMAN	MIS18BP1
H0YK80_HUMAN	SMAD6
H0YKF9_HUMAN	ALDH1A3
H0YKH3_HUMAN	INO80
H0YKL8_HUMAN	SLC12A6
H0YL68_HUMAN	GMPR2
H0YLH2_HUMAN	USP8
H0YMJ6_HUMAN	AEN
H0YML7_HUMAN	MAN2A2
I3L139_HUMAN	FN3KRP
I3L2F1_HUMAN	SHBG
I3L357_HUMAN	TEKT1
I3L459_HUMAN	PITPNA
I3L4B1_HUMAN	MYL4
I3L4B9_HUMAN	SHBG
I3L4C7_HUMAN	DNASE1
I3L4Q8_HUMAN	CARD14
I3ZNT3_HUMAN	FADS1
I6TEY6_HUMAN	HLA-B
J3QSZ6_HUMAN	TMEM138
Q13369_HUMAN	RBM
Q53SE4_HUMAN	DGKD
Q5T4K5_HUMAN	CRTC2
Q6P707_HUMAN	CALD1
Q7Z5R4_HUMAN	NEFL
Q8N1C8_HUMAN	HSPA9
Q8ND26_HUMAN	DKFZp434L1215
Q9TNT6_HUMAN	HLA-C
R4GN97_HUMAN	FAM177A1
S5DHK4_HUMAN	HLA-C
S5DLJ6_HUMAN	HLA-C
S6CBB2_HUMAN	SOX9
U3KQH0_HUMAN	CA14
U3KQI8_HUMAN	AZIN1
X1WI22_HUMAN	SAR1A
X5D7K9_HUMAN	MVP
A0A087WT22_HUMAN	TP53
A0A087WTL9_HUMAN	LARP4
A0A087WUK6_HUMAN	SAMD4B
A0A087WUZ3_HUMAN	SPTBN1
A0A087WV86_HUMAN	BORA
A0A087WWE6_HUMAN	DLGAP4
A0A087X236_HUMAN	DZANK1
A0A0A7C9E3_HUMAN	HLA-DQB1
A4FUA5_HUMAN	ANTXR2
A9JPF1_HUMAN	HLA-A
B1NUS1_HUMAN	COX1
C1K3N4_HUMAN	TNFRSF10A
C7DRS0_HUMAN	HLA-B
C8CHC3_HUMAN	HLA-DRB1
D5FHN7_HUMAN	HLA-A
D7NNM8_HUMAN	HLA-A
D7NQT7_HUMAN	HLA-A
E5G0Z3_HUMAN	HLA-B
E5RFY9_HUMAN	C1orf198
E5RFZ4_HUMAN	PROSC
F1LLU8_HUMAN	HPS4
G3XL78_HUMAN	HEXA
L7URE3_HUMAN	HLA-B
M1F4V1_HUMAN	HLA-A
M1GL77_HUMAN	HLA-DQB1
M9P8K6_HUMAN	HLA-C
M9P9N8_HUMAN	HLA-DR15
M9P9T2_HUMAN	HLA-A
Q08947_HUMAN	dystrophin
Q49U56_HUMAN	HLA-DPB1
Q5D221_HUMAN	RPGRIP1
Q5QR80_HUMAN	HLA-B
Q658N7_HUMAN	DKFZp666E245
Q67AN8_HUMAN	HLA-DPB1
Q68CZ0_HUMAN	DKFZp686C2342
Q6LDK5_HUMAN	ITGA2B
Q6NWR6_HUMAN	GPR68
Q8NF62_HUMAN	FLJ00325
Q8TDT0_HUMAN	GPCR
Q96CM9_HUMAN	PKD1L2
Q9UQ24_HUMAN	TERT
A0A075B6L2_HUMAN	TRGV11
A0A075B6R3_HUMAN	HELZ
A0A075B725_HUMAN	TUBB8
A0A087WUG3_HUMAN	ASRGL1
A0A087WUQ6_HUMAN	GPX1
A3RKJ8_HUMAN	HLA-B
B7SFD2_HUMAN	DSPP
F8W1G2_HUMAN	EGLN3
F8W1U7_HUMAN	ARFGAP1
F8W1X1_HUMAN	SPATS2
H7C0M2_HUMAN	ABCB4
H7C0R9_HUMAN	RPUSD3
H7C0X6_HUMAN	IYD
H7C109_HUMAN	DHX57
I7G101_HUMAN	SAMD11
J7F508_HUMAN	HLA-C
J7F579_HUMAN	HLA-C
J7F690_HUMAN	HLA-C
J7HAX1_HUMAN	NANOGP8
J7IJ78_HUMAN	RHD
J7K4S1_HUMAN	HLA-C
L0BVX9_HUMAN	HLA-DQB1
L8E9P5_HUMAN	UNC13C
M0QXR5_HUMAN	CEACAM3
Q0JW41_HUMAN	HLA-DQB1
Q3B7B9_HUMAN	EIF3C
Q4W5B1_HUMAN	EVC2
Q53T40_HUMAN	FHL2
Q6IA66_HUMAN	C14orf159
Q6ISE7_HUMAN	ATOH1
Q6YHU3_HUMAN	GITA/7p
Q71M29_HUMAN	FP3420
Q9NQY3_HUMAN	TCF12
A0A068BI53_HUMAN	BRCA1
B7XH58_HUMAN	HLA-B
C9WEQ6_HUMAN	HLA-B
D3IP03_HUMAN	CYP2D6
E9PN16_HUMAN	HSPB2-C11orf52
G0KXK4_HUMAN	HLA-C
H3BMT7_HUMAN	PLCG2
H3BMV0_HUMAN	C16orf92
H3BMZ8_HUMAN	CCDC113
H3BNH4_HUMAN	ADGRG1
H3BPT7_HUMAN	ZNF276
H3BRK6_HUMAN	PIGB
H3BSK0_HUMAN	DOK4
H3BTR2_HUMAN	METTL22
H3BV03_HUMAN	RPGRIP1L
H3BV05_HUMAN	NSMCE1
H3BV23_HUMAN	UBL7
L8EAC1_HUMAN	TJP2
L8EAR0_HUMAN	ZNF507
L8EAR3_HUMAN	MLXIP
L8EB63_HUMAN	GALNT12
M0QX48_HUMAN	EPHX3
M0QXW0_HUMAN	PSG6
M0QY15_HUMAN	CCDC61
M0QY67_HUMAN	ETFB
M0QYM6_HUMAN	ZNF610
M0QZZ7_HUMAN	OCEL1
M0R2X7_HUMAN	DKKL1
M0R3B2_HUMAN	NOSIP
Q14388_HUMAN	GALT
Q14880_HUMAN	MUC5B
Q14DX0_HUMAN	CDX1
Q29707_HUMAN	HLA-B
Q32Q17_HUMAN	PPIL5
Q6QBN6_HUMAN	TCIRG1
Q6QNY5_HUMAN	GNE
Q75MA1_HUMAN	CNTNAP2
Q861C1_HUMAN	HLA-B
Q9GJ12_HUMAN	HLA-B
Q9UJ51_HUMAN	LPHH1
R4RWW2_HUMAN	HLA-B
T1Q6R9_HUMAN	COX3
U5YF48_HUMAN	HLA-C
U5YMN1_HUMAN	HLA-A
U5YQI8_HUMAN	HLA-A
U5YV97_HUMAN	COX3
W5XNU6_HUMAN	KEL
W8Y519_HUMAN	HLA-DRB1
A7E2C9_HUMAN	PRIC285
C0M115_HUMAN	HLA-Cw
C9WEX0_HUMAN	HLA-DRB1
C9WEX6_HUMAN	HLA-DRB1
F2Z2E0_HUMAN	DDO
F2Z2X1_HUMAN	SCML4
H3BQI4_HUMAN	MAZ
H3BS84_HUMAN	FANCA
J3KPV0_HUMAN	PEX5
J3KQ61_HUMAN	BRD1
K7EN95_HUMAN	MARK4
K7ERD0_HUMAN	ZNF506
L7XRA8_HUMAN	COX1
L8E7T4_HUMAN	LIMK2
L8E8E6_HUMAN	PLA2R1
L8E8K7_HUMAN	TECPR2
L8E8V8_HUMAN	C1orf106
M4MD23_HUMAN	HLA-DQB1
M4MD33_HUMAN	HLA-B
M4VLN4_HUMAN	HLA-B
M4YNM9_HUMAN	HLA-B
Q1HGV2_HUMAN	TP53
Q6RAR7_HUMAN	MCPH1
Q99694_HUMAN	PERB11.1
S4R2Y6_HUMAN	SSX2IP
W5REB1_HUMAN	HLA-DQB1
A0A0B5J4A8_HUMAN	FOXE3
A0A0C4DG18_HUMAN	TRDMT1
A0A0C4DG51_HUMAN	PNPLA8
A0A0C4DGR8_HUMAN	PPFIA3
A0A0C5PF30_HUMAN	IL12B
A1A428_HUMAN	HLA-DRB5
E5E1W3_HUMAN	COX1
H3BNI5_HUMAN	COX4I1
H3BU68_HUMAN	LPCAT2
J3KSD7_HUMAN	MED1
J3KT60_HUMAN	C17orf80
K7EIX9_HUMAN	ZSCAN5A
K7EJQ1_HUMAN	RERE
K7EKG9_HUMAN	ATXN7L3
K7EKT4_HUMAN	ZNF536
K7EMG2_HUMAN	PQLC1
K7EN27_HUMAN	PARK7
K7EQC2_HUMAN	SRP68
K7EQN3_HUMAN	ATG4D
K7ES24_HUMAN	FUT3
O19567_HUMAN	HLA-B
Q5HYL3_HUMAN	DKFZp686H16220
Q9BCP8_HUMAN	HLA-DRB1
V9N370_HUMAN	HLA-DQB1
A0A087X2C0_HUMAN	IGHM
A0A0D9SEX9_HUMAN	GLIS1
A0A0E3DC23_HUMAN	HLA-A
A0A0E3DC39_HUMAN	HLA-A
A0A0E3DCE3_HUMAN	HLA-C
A0A0E3DD78_HUMAN	HLA-A
A0A0E3DDL4_HUMAN	HLA-C
A0A0E3DDV2_HUMAN	HLA-DRB1
A0A0E3DK35_HUMAN	ND1
A0A0F7T737_HUMAN	IGHV4-34
A0A0G2JL00_HUMAN	FRS2
A0A0G2JN55_HUMAN	IGHV3-73
A0A0G2JPA3_HUMAN	HLA-F
A0A0G2R176_HUMAN	HLA-B
A0A0M3LB98_HUMAN	MICA
A0A0S2Z5U2_HUMAN	NDUFAF2
A0A0U1RQR5_HUMAN	PRICKLE4
A0A0U1RR21_HUMAN	RYR3
A0A0D9SEV2_HUMAN	ZNF133
A0A0J9YXM6_HUMAN	WDR81
A0A0J9YXQ8_HUMAN	HERC2
A0A0K0KMW9_HUMAN	POU5F1
A0A0K0KR47_HUMAN	HLA-B
A0A0K0KR79_HUMAN	HLA-A
A0A0K0KSP0_HUMAN	HLA-DPB1
A0A0M3LBB1_HUMAN	MICA
A0A0N7A4B8_HUMAN	HLA-B
A0A0N7A4W4_HUMAN	HLA-C
A0A0N9FIP2_HUMAN	HLA-DPB1
A0A0H4LX41_HUMAN	HLA-G
A0A0H4LXE8_HUMAN	HLA-G
A0AQY2_HUMAN	HLA-DRB1
D2KZ30_HUMAN	HLA-A
D6R9R5_HUMAN	SAR1B
E8ZWG7_HUMAN	HLA-DRB1
G1ENC8_HUMAN	HLA-A
G1EPL7_HUMAN	HLA-B
Q13373_HUMAN	RBM
Q209I1_HUMAN	HLA-Cw
Q567U8_HUMAN	COPS7A
Q569H2_HUMAN	RBPMS
Q69YT3_HUMAN	DKFZp667F1912
Q8N0X6_HUMAN	KIR3DL1
Q99993_HUMAN	WUGSC:H_2G3A.1
R4I3G4_HUMAN	HLA-A
R4I4D5_HUMAN	HLA-A
S4T6M1_HUMAN	HLA-DRB1
S4T6T1_HUMAN	HLA-C
V5L602_HUMAN	HLA-C
V5LER4_HUMAN	HLA-A
V5NRG5_HUMAN	HLA-C
V5NVZ3_HUMAN	HLA-C
V5NWA4_HUMAN	HLA-B
V5UUM3_HUMAN	ABO
W8GJG8_HUMAN	KLK10
A0A090IB78_HUMAN	HLA-C
A0A090LXA5_HUMAN	HLA-B
A5D8X6_HUMAN	MAP1B
B4XAL0_HUMAN	TP53
B5MCA9_HUMAN	DNAJC5G
B6VAW5_HUMAN	HLA-A
B7ZLA9_HUMAN	KIAA1715
D6C6G9_HUMAN	HLA-C
D6CJC8_HUMAN	CYLD
D6R9S4_HUMAN	CENPU
D6RB17_HUMAN	G3BP2
D6RBU7_HUMAN	DDR1
D6RCA5_HUMAN	TARS
D6REZ8_HUMAN	PRKCZ
D6RHE3_HUMAN	SLC41A3
D6RID6_HUMAN	MAEA
D7RJ47_HUMAN	HLA-Cw
E5RH51_HUMAN	SMIM12
F6U0H7_HUMAN	HLA-B
F8R1C2_HUMAN	HLA-C
F8R8K9_HUMAN	HLA-C
F8RHH7_HUMAN	HLA-C
F8VNX2_HUMAN	PFKM
F8W7T0_HUMAN	TES
F8WAT3_HUMAN	EIF2A
F8WAW4_HUMAN	ECI2
F8WAX5_HUMAN	TBC1D15
F8WAY5_HUMAN	TLE4
F8WBF9_HUMAN	NDRG3
F8WCI8_HUMAN	CCDC191
F8WD39_HUMAN	FAM3A
F8WDM7_HUMAN	CAV1
F8WEA7_HUMAN	TMEM18
F8WEG3_HUMAN	PSMA2
F8WEN6_HUMAN	XXYLT1
F8WFA0_HUMAN	SNX17
G3D6I1_HUMAN	HLA-C
G3DR79_HUMAN	HLA-A
G8XRH5_HUMAN	OPRM1
G9HRP5_HUMAN	HLA-A
J9PVB4_HUMAN	HLA-B
J9PW12_HUMAN	HLA-A
J9UP97_HUMAN	HLA-B
K7P5S2_HUMAN	HLA-B
M9P9T0_HUMAN	HLA-C
M9PAC6_HUMAN	HLA-C
M9PAE4_HUMAN	HLA-C
M9PAK0_HUMAN	HLA-B
M9XGG1_HUMAN	HLA-A
O15095_HUMAN	F10
Q5JU20_HUMAN	FPGS
Q5T981_HUMAN	SFMBT2
Q5VWJ6_HUMAN	INIP
Q6AHY5_HUMAN	DKFZp686N1150
Q9UKM0_HUMAN	RR2M
V9GWR4_HUMAN	ABO
A0A096LNK1_HUMAN	DNAH10
A0A0A7C4D3_HUMAN	HLA-A
A0A0A7C7F2_HUMAN	HLA-A
A0A0A7C826_HUMAN	HLA-DQB1
A0MVS8_HUMAN	HLA-A
C4P0B2_HUMAN	DISC1
C9E1G2_HUMAN	HLA-B
C9J0T2_HUMAN	ICA1L
C9J115_HUMAN	FAM126B
C9J6A9_HUMAN	LIPT1
C9JAS2_HUMAN	RHBDD1
C9JJ64_HUMAN	SMC4
C9JTY3_HUMAN	TFG
C9JWZ0_HUMAN	COBLL1
C9JZU8_HUMAN	PRKCD
D4HPC3_HUMAN	HLA-B
D5FIE4_HUMAN	HLA-DRB1
D6MJJ6_HUMAN	HLA-C
D6MKV3_HUMAN	HLA-C
D6ML07_HUMAN	HLA-A
E5RFC4_HUMAN	PPP2R2B
E7BYD5_HUMAN	HLA-DR15
E7EPT8_HUMAN	RGL4
E7EQL2_HUMAN	CWH43
E7ETA6_HUMAN	PCM1
E7ETM0_HUMAN	CSNK1A1
F2VNC9_HUMAN	HLA-A
F2VNF9_HUMAN	HLA-A
F2VNU8_HUMAN	HLA-DR15
F2X676_HUMAN	HLA-B
H6SSQ2_HUMAN	HLA-B
H7BXP8_HUMAN	IAH1
H7C392_HUMAN	PIGF
H7C3B9_HUMAN	GRB10
H7C4L6_HUMAN	CLIP2
H7C543_HUMAN	ALCAM
H7C5L3_HUMAN	INSIG1
H7C5U3_HUMAN	MFSD1
H9BNV2_HUMAN	HLA-A
J3QQJ2_HUMAN	NAT9
O00497_HUMAN	hMLH1
Q15931_HUMAN	ZNF
Q29674_HUMAN	HLA-B41
Q5G0E1_HUMAN	EXOC7
Q5K2Q6_HUMAN	HLA-B
Q5ND70_HUMAN	HLA-B
Q5XLQ3_HUMAN	NEDD4L
Q7L2M4_HUMAN	TMC6
Q9TQL5_HUMAN	HLA-A
Q9UE97_HUMAN	HLA-A
V9H0F5_HUMAN	61E3.4
A0A023W4F4_HUMAN	RHD
A0A024R0R4_HUMAN	SAE1
A0A024R9F5_HUMAN	GEM
A0A0A0MQW7_HUMAN	LILRB4
A0A0A7C5Q0_HUMAN	HLA-A
A0A0A7C613_HUMAN	HLA-C
A0A0A7C6M1_HUMAN	HLA-DPB1
A0A0A7C7Y6_HUMAN	HLA-B
A4Z6Y3_HUMAN	NAT2
B3Y1W9_HUMAN	WAPL
B7ZM04_HUMAN	C18orf34
C8C3Y9_HUMAN	HLA-C
C9IYS5_HUMAN	PHYH
C9J1K5_HUMAN	CYP27A1
C9J4Y6_HUMAN	GPC1
C9J5S6_HUMAN	GORASP1
C9J5W5_HUMAN	UBA5
C9J6N7_HUMAN	CPA4
C9JD09_HUMAN	SLAIN1
C9JE25_HUMAN	MTERF1
C9JFX5_HUMAN	EPHA4
C9JJ39_HUMAN	STARD3NL
C9JMY2_HUMAN	SLC38A5
C9JPP7_HUMAN	C1orf87
C9JVC2_HUMAN	SLC4A2
C9JVX2_HUMAN	INTS6
C9JYB3_HUMAN	WDHD1
D5L7X0_HUMAN	HLA-Cw
D5M8C7_HUMAN	HLA-B
D5M8F6_HUMAN	HLA-A
D6MLE9_HUMAN	HLA-C
D6R980_HUMAN	UBE2D3
E5RJK2_HUMAN	SNX31
E9LY59_HUMAN	HLA-B
E9PFN4_HUMAN	SLC4A7
E9PII7_HUMAN	MUS81
E9PJE9_HUMAN	BTN3A2
E9PJP0_HUMAN	ST5
E9PKN3_HUMAN	ST5
E9PMM9_HUMAN	RPS2
E9PRT0_HUMAN	IFT46
E9PSE9_HUMAN	C14orf105
F4NC15_HUMAN	HLA-B
G0ZDU3_HUMAN	HLA-B
G1ENB9_HUMAN	HLA-A
G1EP22_HUMAN	HLA-A
G1EP31_HUMAN	HLA-A
G1EPH8_HUMAN	HLA-A
G1EPP8_HUMAN	HLA-B
G1EPX7_HUMAN	HLA-B
G1EPZ6_HUMAN	HLA-B
G3V2U6_HUMAN	TDP1
G3V2V5_HUMAN	ZNF410
G3V3J7_HUMAN	FBXO33
H8WV98_HUMAN	HLA-DRB1
H9BYR9_HUMAN	HLA-B
K4MTH0_HUMAN	ABO
K4RGV3_HUMAN	HLA-B
K9LC36_HUMAN	HLA-B
L0BW00_HUMAN	HLA-B
L0BXU9_HUMAN	HLA-DQB1
Q5JXR6_HUMAN	ZNFX1
Q687H3_HUMAN	RILP
Q68D70_HUMAN	DKFZp779L1853
Q6B7S7_HUMAN	HLA-B
Q7JFN0_HUMAN	HLA-G
Q7Z5F9_HUMAN	MAP1A
Q7Z675_HUMAN	DKFZp779O2152
Q7Z7I0_HUMAN	PDE7A
Q8IWX4_HUMAN	TFAP2G
Q8IY73_HUMAN	GNAZ
Q8WXJ4_HUMAN	NTRK2
W6AX83_HUMAN	RHD
A0A024R1H3_HUMAN	UPB1
A0A024R210_HUMAN	IFITM1
A0A024R9X5_HUMAN	GNPDA2
A0A024RBY1_HUMAN	SMPX
A0A0A0MRB0_HUMAN	FHIT
A0A0A7C487_HUMAN	HLA-DRB1
A0A0A7C4K0_HUMAN	HLA-DRB1
A0A0A7C622_HUMAN	HLA-DPB1
A0A0A7C6B9_HUMAN	HLA-C
A0A0A7C6N3_HUMAN	HLA-DPB1
A0A0A7C7L3_HUMAN	HLA-A
A0A0A7C7W8_HUMAN	HLA-DQB1
A2RQE0_HUMAN	HLA-A
B0ZSE8_HUMAN	HLA-B
B1B6Q4_HUMAN	HLA-A
B1N7F7_HUMAN	CHRNA7-2
E0WN57_HUMAN	HLA-A
E0X9L5_HUMAN	HLA-C
E0X9Q8_HUMAN	HLA-B
E0X9R7_HUMAN	HLA-B
E0YTL9_HUMAN	HLA-C
E0YTN6_HUMAN	HLA-C
E0YTP3_HUMAN	HLA-DRB1
E1Y3Y5_HUMAN	RHCE
E9NVH2_HUMAN	HLA-DRB1
E9PDQ8_HUMAN	SUCLG2
E9PFB9_HUMAN	CCDC18
E9PFH1_HUMAN	RND3
E9PIT4_HUMAN	TMEM25
E9PLI3_HUMAN	TM7SF2
E9PLK4_HUMAN	AHNAK
E9PM71_HUMAN	ZBED5
E9PMS5_HUMAN	KCTD21
E9PN31_HUMAN	SYBU
E9PN43_HUMAN	MYB
E9PQ69_HUMAN	GANAB
E9PQR3_HUMAN	FTH1
E9PRU6_HUMAN	ECHDC1
E9PS09_HUMAN	TM7SF2
E9PS48_HUMAN	NDUFS3
G3V1W4_HUMAN	SEC23A
G3V2V1_HUMAN	TMEM63C
G3V3K8_HUMAN	MIPOL1
G3V4U1_HUMAN	SLC7A7
G4VYZ1_HUMAN	COX3
H0YB17_HUMAN	CDKL3
H0YB89_HUMAN	MGAT4B
H0YBI2_HUMAN	EFCAB13
H0YCL0_HUMAN	MRVI1
H0YCQ5_HUMAN	NPEPPS
H0YID2_HUMAN	AK1
H0YNT4_HUMAN	SECISBP2L
H1ZZW4_HUMAN	CADM1
Q8TE39_HUMAN	CYP11B1
Q9HC65_HUMAN	HFE
Q9NSY8_HUMAN	DKFZp586F0824
R7RV73_HUMAN	HLA-A
X6RJK6_HUMAN	PHYHD1
A0A059RGC7_HUMAN	ATP6
A0A059RMR4_HUMAN	COX3
A0A059RNF0_HUMAN	ND1
A0A059RU01_HUMAN	ND4L
A0A0A0MS53_HUMAN	TET2
A0A0A0MSI4_HUMAN	PLEKHB2
A0A0A0MT32_HUMAN	LIPA
A0A0A0MTF6_HUMAN	MORN5
B1APY8_HUMAN	ELAVL4
B2RUU2_HUMAN	ABCA1
C7C5G9_HUMAN	HLA-Cw
C7E572_HUMAN	HLA-B
C9E865_HUMAN	HLA-C
C9JUY2_HUMAN	EIF4E3
E2DHB3_HUMAN	HLA-C
E5RFJ5_HUMAN	TERF1
E5RFK0_HUMAN	ACSM1
F1D990_HUMAN	FUT1
F4NBK9_HUMAN	HLA-DRB1
F4NBX5_HUMAN	HLA-B
F5GWR3_HUMAN	MMP17
F5GX58_HUMAN	CDCA3
F5H1V9_HUMAN	GPR137
F5H2Q3_HUMAN	C12orf66
F5H397_HUMAN	EMP1
F5H3X7_HUMAN	PEX5
F5H4X9_HUMAN	SIRT4
F5H6I6_HUMAN	CAND1
F5H800_HUMAN	MLF2
F6KS17_HUMAN	HLA-C
G9FP31_HUMAN	HLA-B
G9FTJ9_HUMAN	HLA-A
H0YGS6_HUMAN	C12orf4
H0YM84_HUMAN	TM2D3
I3L0W4_HUMAN	SAT2
I3L2Y2_HUMAN	ASPHD1
I3L4B7_HUMAN	SGSH
I3L4E5_HUMAN	ALDH3A1
I3L500_HUMAN	TBCD
I3Q6Q2_HUMAN	ATP6
I6ZTP9_HUMAN	HLA-B
Q2LDE4_HUMAN	HLA-DRB1
Q53RL0_HUMAN	LRP1B
Q53T28_HUMAN	GAF1
Q53TI5_HUMAN	TANK
Q545Z0_HUMAN	HLA-Cw
Q9MYD4_HUMAN	HLA-B
U3KQ86_HUMAN	KISS1R
A0A087WUQ1_HUMAN	PDLIM2
A0A087WUV5_HUMAN	MFGE8
A0A087WYP0_HUMAN	HNF1A
A0A087X083_HUMAN	LHX9
A2N0U4_HUMAN	VH6DJ
C1KBJ7_HUMAN	HLA-A
C1PHC3_HUMAN	CD44
D3U468_HUMAN	HLA-B
D3XDF9_HUMAN	HLA-B
D6RAD2_HUMAN	RFC1
D6RCD8_HUMAN	ACAD9
D7NNS2_HUMAN	HLA-A
D7NPN1_HUMAN	HLA-B
D7NQT3_HUMAN	HLA-A
E1XUP9_HUMAN	HLA-C
E1Y6P7_HUMAN	HLA-DRB1
E2DH79_HUMAN	HLA-A
E2GJN5_HUMAN	HLA-DRB1
E5RGG9_HUMAN	AGO2
E5RJM5_HUMAN	PSEN2
E5RJS4_HUMAN	CRISPLD1
E5RJY1_HUMAN	NDRG1
E5RKA1_HUMAN	RGAG1
F6IQI6_HUMAN	HLA-C
F6VN83_HUMAN	IYD
F6XGT7_HUMAN	PTGR1
G9HW70_HUMAN	HLA-A
G9I2L6_HUMAN	HLA-B
H0Y8F2_HUMAN	TACC3
H0YF08_HUMAN	CD44
H0YF85_HUMAN	IAPP
H0YFY8_HUMAN	DDX11
H0YKK2_HUMAN	PCSK6
H0YKQ2_HUMAN	MAN2A2
H0YNL3_HUMAN	INO80
I6S3U2_HUMAN	HLA-B
I7A6W0_HUMAN	HLA-A
M1F358_HUMAN	HLA-A
O43696_HUMAN	ZFS-4
Q05BU6_HUMAN	SFRS11
Q13707_HUMAN	ACTA2
Q29780_HUMAN	DPB1
Q49U35_HUMAN	HLA-DPA1
Q49U70_HUMAN	HLA-DPB1
Q67AB3_HUMAN	HLA-DQA1
Q6EVJ4_HUMAN	PADI4
Q8MH27_HUMAN	HLA-DQA1
Q8N5A0_HUMAN	EIF5B
Q8WXY6_HUMAN	ABO
Q9HDB0_HUMAN	CATX-5
Q9NZ69_HUMAN	F13A1
R4GMQ4_HUMAN	ANKS1B
R4GN48_HUMAN	CCNY
V9GYF5_HUMAN	ARHGEF2
V9GYF8_HUMAN	GDI2
X5D3F6_HUMAN	IRF-1
A0A087WTL2_HUMAN	ARMCX1
A0A087WV23_HUMAN	SH3BGRL3
A0A087WX34_HUMAN	RPGRIP1L
A0A0A7C3H6_HUMAN	HLA-DRB1
A0A0A7C4Q8_HUMAN	HLA-C
A0A0A7C523_HUMAN	HLA-C
A0A0A7C577_HUMAN	HLA-DPB1
A0A0A7C5E6_HUMAN	HLA-DPB1
A0A0A7C6W0_HUMAN	HLA-A
A0A0A7C6W9_HUMAN	HLA-A
A0A0A7C710_HUMAN	HLA-A
A0A0A7C7U9_HUMAN	HLA-C
