From	To
AATM_MOUSE	mmu:14719
AB17A_MOUSE	mmu:216169
AB17B_MOUSE	mmu:226016
AB17C_MOUSE	mmu:70178
AB1IP_MOUSE	mmu:54519
ABC8A_MOUSE	mmu:217258
ABC8B_MOUSE	mmu:27404
ABCA1_MOUSE	mmu:11303
ABCA3_MOUSE	mmu:27410
ABCA4_MOUSE	mmu:11304
ABCA5_MOUSE	mmu:217265
ABCA6_MOUSE	mmu:76184
ABCA7_MOUSE	mmu:27403
ABCA9_MOUSE	mmu:217262
ABCAD_MOUSE	mmu:268379
ABCB5_MOUSE	mmu:77706
ABCB6_MOUSE	mmu:74104
ABCB7_MOUSE	mmu:11306
ABCB8_MOUSE	mmu:74610
ABCB9_MOUSE	mmu:56325
ABCBA_MOUSE	mmu:56199
ABCBB_MOUSE	mmu:27413
ABCC9_MOUSE	mmu:20928
ABCD1_MOUSE	mmu:11666
ABCD2_MOUSE	mmu:26874
ABCD3_MOUSE	mmu:19299
ABCD4_MOUSE	mmu:19300
ABCE1_MOUSE	mmu:24015
ABCF1_MOUSE	mmu:224742
ABCF2_MOUSE	mmu:27407
ABCF3_MOUSE	mmu:27406
ABCG1_MOUSE	mmu:11307
ABCG2_MOUSE	mmu:26357
ABCG3_MOUSE	mmu:27405
ABCG5_MOUSE	mmu:27409
ABCG8_MOUSE	mmu:67470
ABD12_MOUSE	mmu:76192
ABD18_MOUSE	mmu:269423
ABEC1_MOUSE	mmu:11810
ABEC2_MOUSE	mmu:11811
ABH15_MOUSE	mmu:67477
ABHD1_MOUSE	mmu:57742
ABHD2_MOUSE	mmu:54608
ABHD3_MOUSE	mmu:106861
ABHD4_MOUSE	mmu:105501
ABHD5_MOUSE	mmu:67469
ABHD6_MOUSE	mmu:66082
ABHD8_MOUSE	mmu:64296
ABHDA_MOUSE	mmu:213012
ABHDB_MOUSE	mmu:68758
ABHDD_MOUSE	mmu:68904
ABHGA_MOUSE	mmu:193742
ABHGB_MOUSE	mmu:241850
ABI1_MOUSE	mmu:11308
ABI2_MOUSE	mmu:329165
ABI3_MOUSE	mmu:66610
ABL1_MOUSE	mmu:11350
ABLM1_MOUSE	mmu:226251
ABLM2_MOUSE	mmu:231148
ABLM3_MOUSE	mmu:319713
ABRAL_MOUSE	mmu:73112
ABRA_MOUSE	mmu:223513
ABR_MOUSE	mmu:109934
ABT1_MOUSE	mmu:30946
ABTB1_MOUSE	mmu:80283
ABTB2_MOUSE	mmu:99382
ACACA_MOUSE	mmu:107476
ACACB_MOUSE	mmu:100705
ACAD8_MOUSE	mmu:66948
ACAD9_MOUSE	mmu:229211
ACADL_MOUSE	mmu:11363
ACADM_MOUSE	mmu:11364
ACADS_MOUSE	mmu:11409
ACADV_MOUSE	mmu:11370
ACAP1_MOUSE	mmu:216859
ACAP2_MOUSE	mmu:78618
ACATN_MOUSE	mmu:11416
ACBD5_MOUSE	mmu:74159
ACBD6_MOUSE	mmu:72482
ACBD7_MOUSE	mmu:78245
ACBG1_MOUSE	mmu:94180
ACBG2_MOUSE	mmu:328845
ACBP_MOUSE	mmu:13167
ACD10_MOUSE	mmu:71985
ACD11_MOUSE	mmu:102632
ACDSB_MOUSE	mmu:66885
ACD_MOUSE	mmu:497652
ACE2_MOUSE	mmu:70008
ACER1_MOUSE	mmu:171168
ACER2_MOUSE	mmu:230379
ACER3_MOUSE	mmu:66190
ACES_MOUSE	mmu:11423
ACE_MOUSE	mmu:11421
ACHA2_MOUSE	mmu:110902
ACHA3_MOUSE	mmu:110834
ACHA4_MOUSE	mmu:11438
ACHA5_MOUSE	mmu:110835
ACHA6_MOUSE	mmu:11440
ACHA7_MOUSE	mmu:11441
ACHA_MOUSE	mmu:11435
ACHB2_MOUSE	mmu:11444
ACHB3_MOUSE	mmu:108043
ACHB4_MOUSE	mmu:108015
ACHB_MOUSE	mmu:11443
ACHD_MOUSE	mmu:11447
ACHE_MOUSE	mmu:11448
ACINU_MOUSE	mmu:56215
ACK1_MOUSE	mmu:51789
ACKR1_MOUSE	mmu:13349
ACKR2_MOUSE	mmu:59289
ACKR3_MOUSE	mmu:12778
ACKR4_MOUSE	mmu:252837
ACL10_MOUSE	mmu:70362
ACL6A_MOUSE	mmu:56456
ACL6B_MOUSE	mmu:83766
ACL7A_MOUSE	mmu:11470
ACL7B_MOUSE	mmu:11471
ACLY_MOUSE	mmu:104112
ACM1_MOUSE	mmu:12669
ACM2_MOUSE	mmu:243764
ACM3_MOUSE	mmu:12671
ACM4_MOUSE	mmu:12672
ACM5_MOUSE	mmu:213788
ACMSD_MOUSE	mmu:266645
ACNT1_MOUSE	mmu:230161
ACNT2_MOUSE	mmu:209186
ACO10_MOUSE	mmu:64833
ACO11_MOUSE	mmu:329910
ACO12_MOUSE	mmu:74156
ACO13_MOUSE	mmu:66834
ACO15_MOUSE	mmu:66198
ACOC_MOUSE	mmu:11428
ACOD1_MOUSE	mmu:20249
ACOD2_MOUSE	mmu:20250
ACON_MOUSE	mmu:11429
ACOT1_MOUSE	mmu:26897
ACOT2_MOUSE	mmu:171210
ACOT3_MOUSE	mmu:171281
ACOT4_MOUSE	mmu:171282
ACOT5_MOUSE	mmu:217698
ACOT6_MOUSE	mmu:217700
ACOT8_MOUSE	mmu:170789
ACOT9_MOUSE	mmu:56360
ACOX1_MOUSE	mmu:11430
ACOX2_MOUSE	mmu:93732
ACOX3_MOUSE	mmu:80911
ACOXL_MOUSE	mmu:74121
ACP7_MOUSE	mmu:101744
ACPM_MOUSE	mmu:70316
ACRBP_MOUSE	mmu:54137
ACRO_MOUSE	mmu:11434
ACS2L_MOUSE	mmu:68738
ACSA_MOUSE	mmu:60525
ACSF2_MOUSE	mmu:264895
ACSF3_MOUSE	mmu:257633
ACSF4_MOUSE	mmu:231326
ACSL1_MOUSE	mmu:14081
ACSL3_MOUSE	mmu:74205
ACSL4_MOUSE	mmu:50790
ACSL5_MOUSE	mmu:433256
ACSL6_MOUSE	mmu:216739
ACSM1_MOUSE	mmu:117147
ACSM2_MOUSE	mmu:233799
ACSM3_MOUSE	mmu:20216
ACSM4_MOUSE	mmu:233801
ACSM5_MOUSE	mmu:272428
ACSS3_MOUSE	mmu:380660
ACTA_MOUSE	mmu:11475
ACTBL_MOUSE	mmu:238880
ACTB_MOUSE	mmu:11461
ACTC_MOUSE	mmu:11464
ACTG_MOUSE	mmu:11465
ACTHR_MOUSE	mmu:17200
ACTH_MOUSE	mmu:11468
ACTL9_MOUSE	mmu:69481
ACTN1_MOUSE	mmu:109711
ACTN2_MOUSE	mmu:11472
ACTN3_MOUSE	mmu:11474
ACTN4_MOUSE	mmu:60595
ACTS_MOUSE	mmu:11459
ACTT1_MOUSE	mmu:73360
ACTT2_MOUSE	mmu:73353
ACTT3_MOUSE	mmu:76652
ACTY_MOUSE	mmu:226977
ACTZ_MOUSE	mmu:54130
ACV1B_MOUSE	mmu:11479
ACV1C_MOUSE	mmu:269275
ACVL1_MOUSE	mmu:11482
ACVR1_MOUSE	mmu:11477
ACY1_MOUSE	mmu:109652
ACY2_MOUSE	mmu:11484
ACY3_MOUSE	mmu:71670
ACYP1_MOUSE	mmu:66204
ACYP2_MOUSE	mmu:75572
AD26A_MOUSE	mmu:13525
ADA10_MOUSE	mmu:11487
ADA11_MOUSE	mmu:11488
ADA12_MOUSE	mmu:11489
ADA15_MOUSE	mmu:11490
ADA17_MOUSE	mmu:11491
ADA18_MOUSE	mmu:13524
ADA19_MOUSE	mmu:11492
ADA1A_MOUSE	mmu:11549
ADA21_MOUSE	mmu:56622
ADA22_MOUSE	mmu:11496
ADA23_MOUSE	mmu:23792
ADA24_MOUSE	mmu:13526
ADA25_MOUSE	mmu:23793
ADA28_MOUSE	mmu:13522
ADA2C_MOUSE	mmu:11553
ADA32_MOUSE	mmu:353188
ADA33_MOUSE	mmu:110751
ADAD1_MOUSE	mmu:21744
ADAD2_MOUSE	mmu:75773
ADAL_MOUSE	mmu:75894
ADAM2_MOUSE	mmu:11495
ADAM5_MOUSE	mmu:11499
ADAM7_MOUSE	mmu:11500
ADAM8_MOUSE	mmu:11501
ADAM9_MOUSE	mmu:11502
ADAP2_MOUSE	mmu:216991
ADAS_MOUSE	mmu:228061
ADAT1_MOUSE	mmu:30947
ADAT2_MOUSE	mmu:66757
ADAT3_MOUSE	mmu:100113398
ADA_MOUSE	mmu:11486
ADCK1_MOUSE	mmu:72113
ADCK2_MOUSE	mmu:57869
ADCK3_MOUSE	mmu:67426
ADCK5_MOUSE	mmu:268822
ADCL3_MOUSE	mmu:230883
ADCL4_MOUSE	mmu:381572
ADCY1_MOUSE	mmu:432530
ADCY3_MOUSE	mmu:104111
ADCY4_MOUSE	mmu:104110
ADCY5_MOUSE	mmu:224129
ADCY6_MOUSE	mmu:11512
ADCY7_MOUSE	mmu:11513
ADCY8_MOUSE	mmu:11514
ADCY9_MOUSE	mmu:11515
ADCYA_MOUSE	mmu:271639
ADDA_MOUSE	mmu:11518
ADDB_MOUSE	mmu:11519
ADDG_MOUSE	mmu:27360
ADEC1_MOUSE	mmu:58860
ADH1_MOUSE	mmu:11522
ADH4_MOUSE	mmu:26876
ADH7_MOUSE	mmu:11529
ADHX_MOUSE	mmu:11532
ADIG_MOUSE	mmu:246747
ADIPL_MOUSE	mmu:67389
ADIPO_MOUSE	mmu:11450
ADIP_MOUSE	mmu:99167
ADK_MOUSE	mmu:11534
ADM1A_MOUSE	mmu:280668
ADM1B_MOUSE	mmu:280667
ADM2_MOUSE	mmu:223780
ADML_MOUSE	mmu:11535
ADNP2_MOUSE	mmu:240442
ADNP_MOUSE	mmu:11538
ADPGK_MOUSE	mmu:72141
ADPPT_MOUSE	mmu:67618
ADPRH_MOUSE	mmu:11544
ADPRM_MOUSE	mmu:66358
ADR1_MOUSE	mmu:72674
ADR2_MOUSE	mmu:68465
ADRB1_MOUSE	mmu:11554
ADRB2_MOUSE	mmu:11555
ADRB3_MOUSE	mmu:11556
ADRM1_MOUSE	mmu:56436
ADRO_MOUSE	mmu:14149
ADSV_MOUSE	mmu:20259
ADT1_MOUSE	mmu:11739
ADT2_MOUSE	mmu:11740
ADT4_MOUSE	mmu:73333
ADTRP_MOUSE	mmu:109254
ADXL_MOUSE	mmu:68165
ADX_MOUSE	mmu:14148
AEBP1_MOUSE	mmu:11568
AEBP2_MOUSE	mmu:11569
AEDO_MOUSE	mmu:211488
AEN_MOUSE	mmu:68048
AES_MOUSE	mmu:14797
AF10_MOUSE	mmu:17354
AF1L1_MOUSE	mmu:106877
AF1L2_MOUSE	mmu:226250
AF1Q_MOUSE	mmu:56772
AF9_MOUSE	mmu:70122
AFAD_MOUSE	mmu:17356
AFAM_MOUSE	mmu:280662
AFAP1_MOUSE	mmu:70292
AFF2_MOUSE	mmu:14266
AFF4_MOUSE	mmu:93736
AFG31_MOUSE	mmu:114896
AFG32_MOUSE	mmu:69597
AFTIN_MOUSE	mmu:216549
AG10B_MOUSE	mmu:380959
AGAP1_MOUSE	mmu:347722
AGAP2_MOUSE	mmu:105242480
AGAP2_MOUSE	mmu:216439
AGFG1_MOUSE	mmu:15463
AGFG2_MOUSE	mmu:231801
AGGF1_MOUSE	mmu:66549
AGK_MOUSE	mmu:69923
AGM1_MOUSE	mmu:109785
AGO1_MOUSE	mmu:236511
AGO2_MOUSE	mmu:239528
AGO3_MOUSE	mmu:214150
AGO4_MOUSE	mmu:76850
AGR2_MOUSE	mmu:23795
AGR3_MOUSE	mmu:403205
AGRA1_MOUSE	mmu:52389
AGRA2_MOUSE	mmu:78560
AGRA3_MOUSE	mmu:70693
AGRB2_MOUSE	mmu:230775
AGRB3_MOUSE	mmu:210933
AGRD1_MOUSE	mmu:243277
AGRE1_MOUSE	mmu:13733
AGRE4_MOUSE	mmu:52614
AGRF1_MOUSE	mmu:77596
AGRF2_MOUSE	mmu:435529
AGRF3_MOUSE	mmu:381628
AGRF4_MOUSE	mmu:78249
AGRF5_MOUSE	mmu:224792
AGRG2_MOUSE	mmu:237175
AGRG3_MOUSE	mmu:54672
AGRG5_MOUSE	mmu:382045
AGRG7_MOUSE	mmu:239853
AGRL1_MOUSE	mmu:330814
AGRL3_MOUSE	mmu:319387
AGRL4_MOUSE	mmu:170757
AGRP_MOUSE	mmu:11604
AGT2_MOUSE	mmu:268782
AGTR2_MOUSE	mmu:11609
AGTRA_MOUSE	mmu:11607
AGTRB_MOUSE	mmu:11608
AHDC1_MOUSE	mmu:230793
AHRR_MOUSE	mmu:11624
AHR_MOUSE	mmu:11622
AHSA1_MOUSE	mmu:217737
AHSA2_MOUSE	mmu:268390
AHSP_MOUSE	mmu:170812
AICDA_MOUSE	mmu:11628
AIDA_MOUSE	mmu:108909
AIF1L_MOUSE	mmu:108897
AIF1_MOUSE	mmu:11629
AIFM1_MOUSE	mmu:26926
AIFM2_MOUSE	mmu:71361
AIFM3_MOUSE	mmu:72168
AIG1_MOUSE	mmu:66253
AIM2_MOUSE	mmu:383619
AIMP2_MOUSE	mmu:231872
AINX_MOUSE	mmu:226180
AIPL1_MOUSE	mmu:114230
AIP_MOUSE	mmu:11632
AIRE_MOUSE	mmu:11634
AJAP1_MOUSE	mmu:230959
AJUBA_MOUSE	mmu:16475
AK17B_MOUSE	mmu:338351
AK1A1_MOUSE	mmu:58810
AK1CD_MOUSE	mmu:27384
AK1CL_MOUSE	mmu:77337
AK1D1_MOUSE	mmu:208665
AKA10_MOUSE	mmu:56697
AKA12_MOUSE	mmu:83397
AKA7G_MOUSE	mmu:432442
AKAP1_MOUSE	mmu:11640
AKAP2_MOUSE	mmu:677884
AKAP2_MOUSE	mmu:11641
AKAP3_MOUSE	mmu:11642
AKAP4_MOUSE	mmu:11643
AKAP5_MOUSE	mmu:238276
AKAP8_MOUSE	mmu:56399
AKAP9_MOUSE	mmu:100986
AKC1H_MOUSE	mmu:105349
AKCL2_MOUSE	mmu:56043
AKD1B_MOUSE	mmu:271144
AKIB1_MOUSE	mmu:70797
AKIP1_MOUSE	mmu:57373
AKIP_MOUSE	mmu:66077
AKIR1_MOUSE	mmu:68050
AKIR2_MOUSE	mmu:433693
AKNA_MOUSE	mmu:100182
AKT1_MOUSE	mmu:11651
AKT2_MOUSE	mmu:11652
AKT3_MOUSE	mmu:23797
AKTIP_MOUSE	mmu:14339
AKTS1_MOUSE	mmu:67605
AL14E_MOUSE	mmu:212772
AL1A1_MOUSE	mmu:11668
AL1A2_MOUSE	mmu:19378
AL1A3_MOUSE	mmu:56847
AL1A7_MOUSE	mmu:26358
AL1B1_MOUSE	mmu:72535
AL1L1_MOUSE	mmu:107747
AL1L2_MOUSE	mmu:216188
AL2CL_MOUSE	mmu:235633
AL2SB_MOUSE	mmu:108812
AL3A1_MOUSE	mmu:11670
AL3A2_MOUSE	mmu:11671
AL3B1_MOUSE	mmu:67689
AL4A1_MOUSE	mmu:212647
AL5AP_MOUSE	mmu:11690
AL7A1_MOUSE	mmu:110695
AL8A1_MOUSE	mmu:237320
AL9A1_MOUSE	mmu:56752
ALAT1_MOUSE	mmu:76282
ALAT2_MOUSE	mmu:108682
ALBU_MOUSE	mmu:11657
ALD1_MOUSE	mmu:11997
ALD2_MOUSE	mmu:14187
ALDH2_MOUSE	mmu:11669
ALDOA_MOUSE	mmu:11674
ALDOB_MOUSE	mmu:230163
ALDOC_MOUSE	mmu:11676
ALDR_MOUSE	mmu:11677
ALEX_MOUSE	mmu:14683
ALG11_MOUSE	mmu:207958
ALG12_MOUSE	mmu:223774
ALG13_MOUSE	mmu:67574
ALG14_MOUSE	mmu:66789
ALG1_MOUSE	mmu:208211
ALG2_MOUSE	mmu:56737
ALG3_MOUSE	mmu:208624
ALG5_MOUSE	mmu:66248
ALG6_MOUSE	mmu:320438
ALG8_MOUSE	mmu:381903
ALG9_MOUSE	mmu:102580
ALKB1_MOUSE	mmu:211064
ALKB2_MOUSE	mmu:231642
ALKB3_MOUSE	mmu:69113
ALKB4_MOUSE	mmu:72041
ALKB5_MOUSE	mmu:268420
ALKB6_MOUSE	mmu:233065
ALKB7_MOUSE	mmu:66400
ALKB8_MOUSE	mmu:67667
ALKMO_MOUSE	mmu:319660
ALK_MOUSE	mmu:11682
ALLC_MOUSE	mmu:94041
ALMS1_MOUSE	mmu:236266
ALOX8_MOUSE	mmu:11688
ALPK2_MOUSE	mmu:225638
ALRF2_MOUSE	mmu:56009
ALR_MOUSE	mmu:11692
ALS2_MOUSE	mmu:74018
ALS_MOUSE	mmu:16005
ALX1_MOUSE	mmu:216285
ALX3_MOUSE	mmu:11694
ALX4_MOUSE	mmu:11695
AMACR_MOUSE	mmu:17117
AMBN_MOUSE	mmu:11698
AMBP_MOUSE	mmu:11699
AMD_MOUSE	mmu:18484
AMELX_MOUSE	mmu:11704
AMER1_MOUSE	mmu:72345
AMER2_MOUSE	mmu:72125
AMER3_MOUSE	mmu:211383
AMERL_MOUSE	mmu:225339
AMFR_MOUSE	mmu:23802
AMGO1_MOUSE	mmu:229715
AMGO2_MOUSE	mmu:105827
AMGO3_MOUSE	mmu:320844
AMHR2_MOUSE	mmu:110542
AMMR1_MOUSE	mmu:56068
AMNLS_MOUSE	mmu:93835
AMOL1_MOUSE	mmu:75723
AMOL2_MOUSE	mmu:56332
AMOT_MOUSE	mmu:27494
AMPB_MOUSE	mmu:215615
AMPD1_MOUSE	mmu:229665
AMPD2_MOUSE	mmu:109674
AMPD3_MOUSE	mmu:11717
AMPE_MOUSE	mmu:13809
AMPH_MOUSE	mmu:218038
AMPL_MOUSE	mmu:66988
AMPN_MOUSE	mmu:16790
AMPO_MOUSE	mmu:72061
AMRA1_MOUSE	mmu:228361
AMRP_MOUSE	mmu:16976
AMTN_MOUSE	mmu:71421
AMY1_MOUSE	mmu:11722
AMYP_MOUSE	mmu:100043686
AMYP_MOUSE	mmu:109959
AMYP_MOUSE	mmu:100043684
AMYP_MOUSE	mmu:100043688
AMZ1_MOUSE	mmu:231842
AMZ2_MOUSE	mmu:13929
AN13A_MOUSE	mmu:68420
AN13B_MOUSE	mmu:268445
AN13C_MOUSE	mmu:433667
AN13D_MOUSE	mmu:68423
AN32A_MOUSE	mmu:11737
AN32B_MOUSE	mmu:67628
AN32E_MOUSE	mmu:66471
AN33B_MOUSE	mmu:67434
AN34B_MOUSE	mmu:218440
AN34C_MOUSE	mmu:330998
ANC2_MOUSE	mmu:99152
ANCHR_MOUSE	mmu:72008
ANDR_MOUSE	mmu:11835
ANFB_MOUSE	mmu:18158
ANFC_MOUSE	mmu:18159
ANFY1_MOUSE	mmu:11736
ANF_MOUSE	mmu:230899
ANG2_MOUSE	mmu:11731
ANG3_MOUSE	mmu:11730
ANG4_MOUSE	mmu:219033
ANGE1_MOUSE	mmu:68737
ANGE2_MOUSE	mmu:52477
ANGI_MOUSE	mmu:11727
ANGL1_MOUSE	mmu:72713
ANGL2_MOUSE	mmu:26360
ANGL3_MOUSE	mmu:30924
ANGL4_MOUSE	mmu:57875
ANGL6_MOUSE	mmu:70726
ANGL7_MOUSE	mmu:654812
ANGL8_MOUSE	mmu:624219
ANGP1_MOUSE	mmu:11600
ANGP2_MOUSE	mmu:11601
ANGP4_MOUSE	mmu:11602
ANK1_MOUSE	mmu:11733
ANK2_MOUSE	mmu:109676
ANK3_MOUSE	mmu:11735
ANKAR_MOUSE	mmu:319695
ANKE1_MOUSE	mmu:319196
ANKH_MOUSE	mmu:11732
ANKK1_MOUSE	mmu:244859
ANKL2_MOUSE	mmu:71782
ANKR1_MOUSE	mmu:107765
ANKR2_MOUSE	mmu:56642
ANKR6_MOUSE	mmu:140577
ANKR7_MOUSE	mmu:75196
ANKR9_MOUSE	mmu:74251
ANKS3_MOUSE	mmu:72615
ANKS6_MOUSE	mmu:75691
ANKUB_MOUSE	mmu:242037
ANKY2_MOUSE	mmu:217473
ANKZ1_MOUSE	mmu:52231
ANLN_MOUSE	mmu:68743
ANM1_MOUSE	mmu:15469
ANM3_MOUSE	mmu:71974
ANM5_MOUSE	mmu:27374
ANM6_MOUSE	mmu:99890
ANM7_MOUSE	mmu:214572
ANM8_MOUSE	mmu:381813
ANM9_MOUSE	mmu:102182
ANMY1_MOUSE	mmu:241158
ANO10_MOUSE	mmu:102566
ANO1_MOUSE	mmu:101772
ANO2_MOUSE	mmu:243634
ANO3_MOUSE	mmu:228432
ANO4_MOUSE	mmu:320091
ANO5_MOUSE	mmu:233246
ANO6_MOUSE	mmu:105722
ANO7_MOUSE	mmu:404545
ANO8_MOUSE	mmu:382014
ANO9_MOUSE	mmu:71345
ANPRA_MOUSE	mmu:18160
ANPRB_MOUSE	mmu:230103
ANPRC_MOUSE	mmu:18162
ANR10_MOUSE	mmu:102334
ANR16_MOUSE	mmu:320816
ANR17_MOUSE	mmu:81702
ANR22_MOUSE	mmu:52024
ANR23_MOUSE	mmu:78321
ANR24_MOUSE	mmu:70615
ANR27_MOUSE	mmu:245886
ANR28_MOUSE	mmu:105522
ANR33_MOUSE	mmu:208258
ANR37_MOUSE	mmu:654824
ANR39_MOUSE	mmu:109346
ANR40_MOUSE	mmu:71452
ANR42_MOUSE	mmu:73845
ANR44_MOUSE	mmu:329154
ANR45_MOUSE	mmu:73844
ANR46_MOUSE	mmu:68839
ANR49_MOUSE	mmu:56503
ANR52_MOUSE	mmu:237615
ANR53_MOUSE	mmu:75305
ANR54_MOUSE	mmu:223690
ANR55_MOUSE	mmu:77318
ANR61_MOUSE	mmu:66729
ANR63_MOUSE	mmu:383787
ANRA2_MOUSE	mmu:68558
ANRE_MOUSE	mmu:16483
ANS1A_MOUSE	mmu:224650
ANS1B_MOUSE	mmu:77531
ANS4B_MOUSE	mmu:72074
ANT3_MOUSE	mmu:11905
ANTR1_MOUSE	mmu:69538
ANTR2_MOUSE	mmu:71914
ANTRL_MOUSE	mmu:239029
ANX10_MOUSE	mmu:26359
ANX11_MOUSE	mmu:11744
ANX13_MOUSE	mmu:69787
ANXA1_MOUSE	mmu:16952
ANXA2_MOUSE	mmu:12306
ANXA3_MOUSE	mmu:11745
ANXA4_MOUSE	mmu:11746
ANXA5_MOUSE	mmu:11747
ANXA6_MOUSE	mmu:11749
ANXA7_MOUSE	mmu:11750
ANXA8_MOUSE	mmu:11752
ANXA9_MOUSE	mmu:71790
AOAH_MOUSE	mmu:27052
AOC2_MOUSE	mmu:237940
AOC3_MOUSE	mmu:11754
AOFA_MOUSE	mmu:17161
AOFB_MOUSE	mmu:109731
AOXA_MOUSE	mmu:11761
AOXB_MOUSE	mmu:213043
AOXC_MOUSE	mmu:71724
AOXD_MOUSE	mmu:71872
AP180_MOUSE	mmu:20616
AP1B1_MOUSE	mmu:11764
AP1G1_MOUSE	mmu:11765
AP1G2_MOUSE	mmu:11766
AP1M1_MOUSE	mmu:11767
AP1M2_MOUSE	mmu:11768
AP1S1_MOUSE	mmu:11769
AP1S2_MOUSE	mmu:108012
AP1S3_MOUSE	mmu:252903
AP2A1_MOUSE	mmu:11771
AP2A2_MOUSE	mmu:11772
AP2A_MOUSE	mmu:21418
AP2B1_MOUSE	mmu:71770
AP2B_MOUSE	mmu:21419
AP2C_MOUSE	mmu:21420
AP2D_MOUSE	mmu:226896
AP2E_MOUSE	mmu:332937
AP2M1_MOUSE	mmu:11773
AP2S1_MOUSE	mmu:232910
AP3B1_MOUSE	mmu:11774
AP3B2_MOUSE	mmu:11775
AP3D1_MOUSE	mmu:11776
AP3M1_MOUSE	mmu:55946
AP3M2_MOUSE	mmu:64933
AP3S1_MOUSE	mmu:11777
AP3S2_MOUSE	mmu:11778
AP4AT_MOUSE	mmu:78777
AP4A_MOUSE	mmu:66401
AP4B1_MOUSE	mmu:67489
AP4E1_MOUSE	mmu:108011
AP4M1_MOUSE	mmu:11781
AP4S1_MOUSE	mmu:11782
AP5B1_MOUSE	mmu:381201
AP5M1_MOUSE	mmu:74385
AP5S1_MOUSE	mmu:69596
